aikakapseli	['N_KANAALI']	boundaries=aika|kapseli
aikakauppa	['N_TIPPA']	boundaries=aika|kauppa
aikakausilehti	['N_LEHTI']	boundaries=aikakausi|lehti
aikakausi	['N_KAUSI']	boundaries=aika|kausi
aikakehys	['N_RÄJÄYTYS']	boundaries=aika|kehys
aikakirja	['N_KIRJA']	boundaries=aika|kirja
aikakone	['N_ASTE']	boundaries=aika|kone
aikakysymys	['N_RÄJÄYTYS']	boundaries=aika|kysymys
aikakytkin	['N_ELIN']	boundaries=aika|kytkin
aikalainen	['A_AAKKOSELLINEN']	boundaries=aika|lainen
aikalaukaisin	['N_PUHELIN']	boundaries=aika|laukaisin
aikalisä	['N_HÖPÖTTÄJÄ']	boundaries=aika|lisä
aikalukko	['N_UKKO']	boundaries=aika|lukko
aikaluokka	['N_LUOKKA']	boundaries=aika|luokka
aikamatkailu	['N_SEIKKAILU']	boundaries=aika|matkailu
aikamatka	['N_KIRJA']	boundaries=aika|matka
aikamatkustus	['N_VAKUUTUS']	boundaries=aika|matkustus
aikamerkki	['N_HÄKKI']	boundaries=aika|merkki
aikamies	['N_MIES']	boundaries=aika|mies
aikamiespoika	['N_POIKA']	boundaries=aika|mies|poika
aikamiina	['N_KITARA']	boundaries=aika|miina
aikamitta	['N_MITTA']	boundaries=aika|mitta
aikamoinen	['A_AAKKOSELLINEN']	boundaries=aika|moinen
aikamuotojärjestelmä	['N_HÖPÖTTÄJÄ']	boundaries=aikamuoto|järjestelmä
aikamuoto	['N_VETO']	boundaries=aika|muoto
aikamäärä	['N_HÖPÖTTÄJÄ']	boundaries=aika|määrä
aikapalkkainen	['A_AAKKOSELLINEN']	boundaries=aika|palkkainen
aikapalkka	['N_POLITIIKKA']	boundaries=aika|palkka
aikapalkkaus	['N_VAKUUTUS']	boundaries=aika|palkkaus
aikapeli	['N_TYYLI']	boundaries=aika|peli
aikapommi	['N_RUUVI']	boundaries=aika|pommi
aikapula	['N_MAKKARA']	boundaries=aika|pula
aikarahtaus	['N_VAKUUTUS']	boundaries=aika|rahtaus
aikaraja	['N_KIRJA']	boundaries=aika|raja
aikarajoitus	['N_VAKUUTUS']	boundaries=aika|rajoitus
aikasarja	['N_KIRJA']	boundaries=aika|sarja
aikasytytin	['N_HEITIN']	boundaries=aika|sytytin
aikasytytteinen	['A_KYLMÄJÄRKINEN']	boundaries=aika|sytytteinen
aikasytytyksinen	['A_KYLMÄJÄRKINEN']	boundaries=aika|sytytyksinen
aikasytytys	['N_RÄJÄYTYS']	boundaries=aika|sytytys
aikataulu	['N_ASU']	boundaries=aika|taulu
aikatiedotus	['N_VAKUUTUS']	boundaries=aika|tiedotus
aikaurakka	['N_LUSIKKA']	boundaries=aika|urakka
aikavalotus	['N_VAKUUTUS']	boundaries=aika|valotus
aikavaraus	['N_VAKUUTUS']	boundaries=aika|varaus
aikaveloitus	['N_VAKUUTUS']	boundaries=aika|veloitus
aikavyöhyke	['N_LÄÄKE']	boundaries=aika|vyöhyke
aikaväli	['N_TYYLI']	boundaries=aika|väli
aikayksikkö	['N_YKSIKKÖ']	boundaries=aika|yksikkö
aikuisikä	['N_HÖPÖTTÄJÄ']	boundaries=aikuis|ikä
aikuiskaste	['N_ASTE']	boundaries=aikuis|kaste
aikuiskasvatus	['N_VAKUUTUS']	boundaries=aikuis|kasvatus
aikuiskoulutus	['N_VAKUUTUS']	boundaries=aikuis|koulutus
aikuisopetus	['N_VAKUUTUS']	boundaries=aikuis|opetus
aikuisopiskelija	['N_MAKKARA']	boundaries=aikuis|opiskelija
ainaisjäsen	['N_SIEMEN']	boundaries=ainais|jäsen
ainaisvakuutus	['N_VAKUUTUS']	boundaries=ainais|vakuutus
aineellistuma	['N_SOITTAJA']	boundaries=aineellis|tuma
aineenjuoksevuusoppi	['N_KUPPI']	boundaries=aineenjuoksevuus|oppi
aineenkirjoittaja	['N_SOITTAJA']	boundaries=aineen|kirjoittaja
aineenkoetus	['N_VAKUUTUS']	boundaries=aineen|koetus
aineenopettaja	['N_SOITTAJA']	boundaries=aineen|opettaja
aineenvaihdunnallinen	['A_AAKKOSELLINEN']	boundaries=aineen|vaihdunnallinen
aineenvaihduntahäiriö	['N_HÄIRIÖ']	boundaries=aineen|vaihdunta|häiriö
aineenvaihdunta	['N_KUTSUNTA']	boundaries=aineen|vaihdunta
aineenvaihduntaprosessi	['N_RUUVI']	boundaries=aineenvaihdunta|prosessi
aineenvaihduntatuote	['N_OSOITE']	boundaries=aineenvaihdunta|tuote
ainehiukkanen	['N_AAKKOSTAMINEN']	boundaries=aine|hiukkanen
aineistokoe	['N_KOE']	boundaries=aineisto|koe
aineistuma	['N_SOITTAJA']	boundaries=aineis|tuma
ainejakoinen	['A_AAKKOSELLINEN']	boundaries=aine|jakoinen
ainejärjestö	['N_JÄÄTELÖ']	boundaries=aine|järjestö
ainekirjoitus	['N_VAKUUTUS']	boundaries=aine|kirjoitus
ainekoostumus	['N_VAKUUTUS']	boundaries=aine|koostumus
aineksenkeruu	['N_LEIKKUU']	boundaries=aineksen|keruu
aineluokkajärjestelmä	['N_HÖPÖTTÄJÄ']	boundaries=aine|luokka|järjestelmä
aineluokka	['N_LUOKKA']	boundaries=aine|luokka
ainemäärä	['N_HÖPÖTTÄJÄ']	boundaries=aine|määrä
aineopinnot	['N_OPINNOT']	boundaries=aine|opinnot
aineosa	['N_SOITTAJA']	boundaries=aine|osa
ainesana	['N_KIRJA']	boundaries=aine|sana
