new_para	upos	pos	kotus_tn	kotus_av	plurale_tantum	grade_dir	harmony	stem_vowel	stem_diphthong	possessive	clitics	suffix_regex	deletion
NOUN_51tyhjäpaino	NOUN	NOUN	51	None	False	weaken	back	None	None	False	False	tyhjäpaino	äpaino
NOUN_51täysikuu	NOUN	NOUN	51	None	False	weaken	back	None	None	False	False	täysikuu	sikuu
NOUN_51uusikuu	NOUN	NOUN	51	None	False	weaken	back	None	None	False	False	uusikuu	sikuu
NOUN_51uusivuosi	NOUN	NOUN	51	None	False	weaken	back	None	None	False	False	uusivuosi	sivuosi
NOUN_51vanhaemäntä	NOUN	NOUN	51	None	False	weaken	front	None	None	False	False	vanhaemäntä	aemäntä
NOUN_51vanhaisäntä	NOUN	NOUN	51	None	False	weaken	front	None	None	False	False	vanhaisäntä	aisäntä
NOUN_51vanhakaupunki	NOUN	NOUN	51	None	False	weaken	back	None	None	False	False	vanhakaupunki	akaupunki
NOUN_51vanhapiika	NOUN	NOUN	51	None	False	weaken	back	None	None	False	False	vanhapiika	apiika
NOUN_51vanhapoika	NOUN	NOUN	51	None	False	weaken	back	None	None	False	False	vanhapoika	apoika
NOUN_51vierasmies	NOUN	NOUN	51	None	False	weaken	back	None	None	False	False	vierasmies	smies
NOUN_AAKKOSELLISUUS	NOUN	NOUN	40	None	False	strengthen	back	None	None	False	False	us	s
NOUN_AAKKOSTAMINEN	NOUN	NOUN	38	None	False	strengthen	back	None	None	False	False	nen	nen
NOUN_AALLOT	NOUN	NOUN	1	I	obligatory	weaken	back	None	None	False	False	lot	lot
NOUN_AAMUKAHDEKSAN	NOUN	NOUN	10	None	False	weaken	back	None	None	False	False	kahdeksan	an
NOUN_AAMUKAKSI	NOUN	NOUN	31	None	False	weaken	back	None	None	False	False	kaksi	ksi
NOUN_AAMUKOLME	NOUN	NOUN	3	None	False	weaken	back	None	None	False	False	kolme	e
NOUN_AAMUKYMMENEN	NOUN	NOUN	8	None	False	weaken	front	None	None	False	False	kymmenen	en
NOUN_AAMUYHDEKSÄN	NOUN	NOUN	8	None	False	weaken	front	None	None	False	False	än	än
NOUN_AAMUYKSI	NOUN	NOUN	31	None	False	weaken	front	None	None	False	False	yksi	ksi
NOUN_AARRE	NOUN	NOUN	48	K	False	strengthen	back	None	None	False	False	rre	re
NOUN_ACRO_AA	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	[Aaáàâã]
NOUN_ACRO_CELSIUS	NOUN	ACRONYM	0	None	False	strengthen	both	None	None	False	False	.
NOUN_ACRO_DOLLARI	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_EE	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	[BCDEGPTVWbcdegptvwéèêëçðþ]
NOUN_ACRO_GRAMMA	NOUN	ACRONYM	0	None	False	weaken	both	None	None	False	False	.
NOUN_ACRO_GRAY	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_II	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	[IJijíìïî]
NOUN_ACRO_JOULE	NOUN	ACRONYM	0	None	False	weaken	both	None	None	False	False	.
NOUN_ACRO_JÄRJESTÖ	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_KAHDEKSAN	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	8
NOUN_ACRO_KAKSI	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	2
NOUN_ACRO_KANDELA	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_KOLME	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	3
NOUN_ACRO_KUUSI	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	6
NOUN_ACRO_LEHTI	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_LUSIKKA	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_METRI	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_NELJÄ	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	4
NOUN_ACRO_NOLLA	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	0
NOUN_ACRO_OIKEUS	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_OK	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_OO	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	[HKOÅhkoåóòô]
NOUN_ACRO_OPISTO	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_PUNTA	NOUN	ACRONYM	10	None	False	weaken	both	None	None	False	False	.
NOUN_ACRO_SAIRAALA	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_SEITSEMÄN	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_TUOTE	NOUN	ACRONYM	0	None	False	strengthen	both	None	None	False	False	.
NOUN_ACRO_UU	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	[QUquúùû]
NOUN_ACRO_VIISI	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	5
NOUN_ACRO_VUOSI	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_WEBER	NOUN	ACRONYM	0	None	False	weaken	both	None	None	False	False	.
NOUN_ACRO_YHDISTYS	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	.
NOUN_ACRO_YKSI	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	1
NOUN_ACRO_YY	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	[YÜyüýÿ]
NOUN_ACRO_ZET	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	[ZŽzž]
NOUN_ACRO_ÄKS	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	[FLMNRŠSXŽflmnršsxž²³23ńñß]
NOUN_ACRO_ÄÄ	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	[Ääæ]
NOUN_ACRO_ÖÖ	NOUN	ACRONYM	0	None	False	False	both	None	None	False	False	[Ööøõ]
NOUN_ACRO_Ω	NOUN	ACRONYM	0	None	False	weaken	both	None	None	False	False	.
NOUN_AIDS	NOUN	ACRONYM	5	None	False	False	both	None	None	False	False	[FLMNRŠSXŽflmnršsxž²³23ńñß]
NOUN_AIKA	NOUN	NOUN	1009	D	False	weaken	back	a	None	False	False	ika	ika
NOUN_AIVOKUOLLUT	NOUN	NOUN	47	None	False	strengthen	back	u	None	False	False	ut	ut
NOUN_AIVOT	NOUN	NOUN	1	None	obligatory	weaken	back	None	None	False	False	ot	t
NOUN_AJATAR	NOUN	NOUN	32	C	False	strengthen	back	None	None	False	False	tar	ar
NOUN_ALKEET	NOUN	NOUN	48	L	obligatory	strengthen	back	None	None	False	False	keet	keet
NOUN_ALKU	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False	ku	ku
NOUN_ALLAS	NOUN	NOUN	41	I	False	strengthen	back	None	None	False	False	las	las
NOUN_ANTIMET	NOUN	NOUN	33	J	obligatory	strengthen	back	None	None	False	False	ntimet	timet
NOUN_APE	NOUN	NOUN	48	B	False	strengthen	back	None	None	False	False	e	e
NOUN_APU	NOUN	NOUN	1	E	False	weaken	back	None	None	False	False	pu	pu
NOUN_ARKI	NOUN	NOUN	7	L	False	weaken	back	None	None	False	False	ki	ki
NOUN_ARKKITEHTI	NOUN	NOUN	5	F	False	weaken	both	None	None	False	False	ti	ti
NOUN_ASEMA	NOUN	NOUN	10	None	False	weaken	back	a	None	False	False	a	a
NOUN_ASKAR	NOUN	NOUN	49	None	False	strengthen	back	None	None	False	False	
NOUN_ASKELLIN	NOUN	NOUN	33	I	False	strengthen	back	None	None	False	False	llin	lin
NOUN_ASTE	NOUN	NOUN	48	None	False	strengthen	back	None	None	False	False	e
NOUN_ASUKAS	NOUN	NOUN	41	A	False	strengthen	back	None	None	False	False	kas	as
NOUN_ASU	NOUN	NOUN	1	None	False	weaken	back	u	None	False	False	[Uuúūù]
NOUN_ATERIMET	NOUN	NOUN	33	None	obligatory	strengthen	back	None	None	False	False	met	met
NOUN_AUER	NOUN	NOUN	49	T	False	strengthen	back	None	None	False	False	er	er
NOUN_BÉBÉ	NOUN	NOUN	21	None	False	weaken	front	e	None	False	False	.
NOUN_BEIGNET	NOUN	NOUN	22	None	False	weaken	front	e	None	False	False	.
NOUN_BERNIE	NOUN	NOUN	3	None	False	weaken	front	None	None	False	False	e
NOUN_BESSERWISSER	NOUN	NOUN	6	None	False	weaken	front	None	None	False	False	
NOUN_BIDEE	NOUN	NOUN	20	None	False	weaken	front	e	None	False	False	ee	e
NOUN_BIKINIT	NOUN	NOUN	6	None	obligatory	weaken	front	None	None	False	False	it	t
NOUN_BORDEAUX	NOUN	NOUN	22	None	False	weaken	back	o	None	False	False	.
NOUN_BRASSERIE	NOUN	NOUN	21	None	False	weaken	back	i	None	False	False	.
NOUN_BRIE	NOUN	NOUN	21	None	False	weaken	front	i	None	False	False	.
NOUN_BÄNET	NOUN	NOUN	8	None	obligatory	weaken	front	None	None	False	False	et	t
NOUN_CHACHACHA	NOUN	NOUN	21	None	False	weaken	back	a	None	False	False	.
NOUN_COWBOY	NOUN	NOUN	21	None	False	weaken	both	i	None	False	False	.
NOUN_ELIN	NOUN	NOUN	33	None	False	strengthen	front	None	None	False	False	n	n
NOUN_ELÄMÄ	NOUN	NOUN	10	None	False	weaken	front	ä	None	False	False	ä	ä
NOUN_EPÄILTY	NOUN	NOUN	1	I	False	weaken	front	None	None	False	False	lty	ty
NOUN_ESIM.	ADV	PARTICLE	99	None	False	False	both	None	None	False	False	\.
NOUN_ESQUIMAU	NOUN	NOUN	21	None	False	weaken	back	o	None	False	False	.
NOUN_FARKUT	NOUN	NOUN	1	A|D	obligatory	weaken	back	None	None	False	False	ut	ut
NOUN_FARMARIT	NOUN	NOUN	6	None	obligatory	weaken	back	None	None	False	False	it	it
NOUN_FIM	NOUN	ACRONYM	5	None	False	False	front	None	None	False	False	[FLMNRSXZflmnrsxz]
NOUN_FONDUE	NOUN	NOUN	21	None	False	weaken	front	y	None	False	False	.
NOUN_FONDYY	NOUN	NOUN	20	None	False	weaken	front	y	None	False	False	yy	y
NOUN_FÄNRIKIT	NOUN	NOUN	5	A	obligatory	weaken	front	None	None	False	False	it	it
NOUN_GAY	NOUN	NOUN	21	None	False	weaken	both	i	None	False	False	.
NOUN_HAAKSI	NOUN	NOUN	31	None	False	weaken	back	None	None	False	False	ksi	ksi
NOUN_HAI	NOUN	NOUN	18	None	False	weaken	back	i	None	False	False	i	i
NOUN_HAIT	NOUN	NOUN	18	None	obligatory	weaken	back	None	None	False	False	it	it
NOUN_HAKKUUT	NOUN	NOUN	17	None	obligatory	weaken	back	None	None	False	False	kkuut	kuut
NOUN_HAMMAS	NOUN	NOUN	41	H	False	strengthen	back	None	None	False	False	mmas	mas
NOUN_HAPAN	NOUN	NOUN	34	B	False	strengthen	back	None	None	False	False	pan	an
NOUN_HAPPI	NOUN	NOUN	7	B	False	weaken	back	None	None	False	False	ppi	pi
NOUN_HAPPO	NOUN	NOUN	1	B	False	weaken	back	None	None	False	False	ppo	po
NOUN_HAPSI	NOUN	NOUN	29	None	False	weaken	back	None	None	False	False	psi	psi
NOUN_HARMAAT	NOUN	NOUN	17	None	obligatory	weaken	back	None	None	False	False	aat	at
NOUN_HAŠIŠ	NOUN	NOUN	39	None	False	strengthen	back	None	None	False	False	š	š
NOUN_HEITIN	NOUN	NOUN	33	C	False	strengthen	front	None	None	False	False	tin	in
NOUN_HENKI	NOUN	NOUN	7	G	False	weaken	front	None	None	False	False	nki	ki
NOUN_HEPO	NOUN	NOUN	1	E	False	weaken	back	None	None	False	False	po	po
NOUN_HEVEN	NOUN	NOUN	49	E	False	strengthen	front	None	None	False	False	ven	ven
NOUN_HIIRI	NOUN	NOUN	24	None	False	weaken	front	None	None	False	False	i	i
NOUN_HIPAT	NOUN	NOUN	9	B	obligatory	weaken	back	None	None	False	False	pat	at
NOUN_HIRTTO	NOUN	NOUN	1	C	False	weaken	back	None	None	False	False	tto	to
NOUN_HIUTALEET	NOUN	NOUN	48	None	obligatory	strengthen	back	None	None	False	False	eet	et
NOUN_HIV	NOUN	ACRONYM	5	None	False	False	front	None	None	False	False	[BCDEGPTVWbcdegptvwéèêëçðþ]
NOUN_HOKSOTTIMET	NOUN	NOUN	33	C	obligatory	strengthen	back	None	None	False	False	et	et
NOUN_HONKA	NOUN	NOUN	10	G	False	weaken	back	a	None	False	False	nka	ka
NOUN_HOPEAT	NOUN	NOUN	15	None	obligatory	weaken	back	None	None	False	False	eat	at
NOUN_HOUSUT	NOUN	NOUN	1	None	obligatory	weaken	back	None	None	False	False	ut	t
NOUN_HUOLITELTU	NOUN	NOUN	1	I	False	weaken	back	None	None	False	False	ltu	tu
NOUN_HUPI	NOUN	NOUN	5	E	False	weaken	back	None	None	False	False	pi	pi
NOUN_HYLJE	NOUN	NOUN	48	L	False	strengthen	front	None	None	False	False	je	je
NOUN_HYLKY	NOUN	NOUN	1	D	False	weaken	front	None	None	False	False	ky	ky
NOUN_HYNTTEET	NOUN	NOUN	48	C	obligatory	strengthen	front	None	None	False	False	tteet	teet
NOUN_HYNTTYYT	NOUN	NOUN	17	None	obligatory	weaken	front	None	None	False	False	ttyyt	tyyt
NOUN_HÄIRIÖ	NOUN	NOUN	3	None	False	weaken	front	None	None	False	False	ö
NOUN_HÄKKI	NOUN	NOUN	5	A|D	False	weaken	front	None	None	False	False	ki	ki
NOUN_HÄKKYRÄ	NOUN	NOUN	12	None	False	weaken	front	ä	None	False	False	ä	ä
NOUN_HÄMMINKI	NOUN	NOUN	5	G	False	weaken	front	None	None	False	False	nki	ki
NOUN_HÄNTÄ	NOUN	NOUN	10	J	False	weaken	front	ä	None	False	False	ntä	tä
NOUN_HÄRKIN	NOUN	NOUN	33	A	False	strengthen	front	None	None	False	False	n	n
NOUN_HÄVINNEET	NOUN	NOUN	47	None	obligatory	strengthen	front	None	None	False	False	neet	et
NOUN_HÄÄT	NOUN	NOUN	18	None	obligatory	weaken	front	None	None	False	False	äät	ät
NOUN_HÄÄTÖ	NOUN	NOUN	1	F	False	weaken	front	None	None	False	False	tö	tö
NOUN_HÖLKKÄ	NOUN	NOUN	10	A	False	weaken	front	ä	None	False	False	kkä	kä
NOUN_HÖPÖTTÄJÄ	NOUN	NOUN	10	None	False	weaken	front	ä	None	False	False	ä	ä
NOUN_HÖYHENET	NOUN	NOUN	32	None	obligatory	strengthen	front	None	None	False	False	et	et
NOUN_IEN	NOUN	NOUN	32	D	False	strengthen	front	None	None	False	False	en	en
NOUN_IES	NOUN	NOUN	41	D	False	strengthen	front	None	None	False	False	es	es
NOUN_IKENET	NOUN	NOUN	32	D	obligatory	strengthen	front	None	None	False	False	kenet	kenet
NOUN_IMMYT	NOUN	NOUN	43	H	False	strengthen	front	None	None	False	False	mmyt	myt
NOUN_ITÄMAAT	NOUN	NOUN	18	None	obligatory	weaken	back	None	None	False	False	aat	at
NOUN_JEPPE	NOUN	NOUN	8	B	False	weaken	front	None	None	False	False	ppe	pe
NOUN_JOCKEY	NOUN	NOUN	21	None	False	weaken	both	i	None	False	False	.
NOUN_JOUKOT	NOUN	NOUN	1	A|D	obligatory	weaken	back	None	None	False	False	ot	ot
NOUN_JOUTSEN	NOUN	NOUN	32	None	False	strengthen	back	None	None	False	False	[nlr]
NOUN_JUHLAT	NOUN	NOUN	10	None	obligatory	weaken	back	None	None	False	False	at	at
NOUN_JUMALA	NOUN	NOUN	10	None	False	weaken	back	a	None	False	False	a	a
NOUN_JÄLSI	NOUN	NOUN	28	I	False	weaken	front	None	None	False	False	lsi	si
NOUN_JÄRKI	NOUN	NOUN	7	L	False	weaken	front	None	None	False	False	ki	ki
NOUN_JÄÄTELÖ	NOUN	NOUN	2	None	False	weaken	front	None	None	False	False	ö
NOUN_KAMPPEET	NOUN	NOUN	48	B	obligatory	strengthen	back	None	None	False	False	ppeet	peet
NOUN_KANAALI	NOUN	NOUN	6	None	False	weaken	back	None	None	False	False	i	i
NOUN_KANGAS	NOUN	NOUN	41	G	False	strengthen	back	None	None	False	False	ngas	gas
NOUN_KANNEL	NOUN	NOUN	49	J	False	strengthen	back	None	None	False	False	nnel	nel
NOUN_KANNET	NOUN	NOUN	28	None	obligatory	weaken	back	None	None	False	False	nnet	net
NOUN_KARBOKSYLAATTI	NOUN	NOUN	5	C	False	weaken	both	None	None	False	False	tti	ti
NOUN_KASTANJETIT	NOUN	NOUN	5	C	obligatory	weaken	back	None	None	False	False	tit	it
NOUN_KASTIKE	NOUN	NOUN	48	A	False	strengthen	back	None	None	False	False	ke	e
NOUN_KASTILJAT	NOUN	NOUN	13	None	obligatory	weaken	back	None	None	False	False	at	at
NOUN_KAUSI	NOUN	NOUN	27	None	False	weaken	back	None	None	False	False	si	si
NOUN_KEHVELI	NOUN	NOUN	6	None	False	weaken	front	None	None	False	False	i	i
NOUN_KELTIS	NOUN	NOUN	41	C	False	strengthen	front	None	None	False	False	tis	is
NOUN_KENGÄT	NOUN	NOUN	10	G	obligatory	weaken	front	None	None	False	False	ngät	gät
NOUN_KENKÄ	NOUN	NOUN	10	G	False	weaken	front	ä	None	False	False	nkä	kä
NOUN_KENTTÄ	NOUN	NOUN	10	C	False	weaken	front	ä	None	False	False	ttä	tä
NOUN_KERITSIMET	NOUN	NOUN	33	None	obligatory	strengthen	front	None	None	False	False	met	met
NOUN_KERROIN	NOUN	NOUN	33	K	False	strengthen	back	None	None	False	False	rroin	roin
NOUN_KERTA	NOUN	NOUN	9	K	False	weaken	back	a	None	False	False	rta	ta
NOUN_KEVÄT	NOUN	NOUN	44	None	False	strengthen	front	None	None	False	False	t	t
NOUN_KIDE	NOUN	NOUN	48	F	False	strengthen	front	None	None	False	False	de	de
NOUN_KIELTO	NOUN	NOUN	1	I	False	weaken	back	None	None	False	False	lto	to
NOUN_KIERRE	NOUN	NOUN	48	K	False	strengthen	front	None	None	False	False	rre	re
NOUN_KIERRIN	NOUN	NOUN	33	K	False	strengthen	front	None	None	False	False	rrin	rin
NOUN_KIHARAT	NOUN	NOUN	11	None	obligatory	weaken	back	None	None	False	False	at	t
NOUN_KIHARRIN	NOUN	NOUN	33	K	False	strengthen	back	None	None	False	False	rrin	rin
NOUN_KIINNE	NOUN	NOUN	48	J	False	strengthen	front	None	None	False	False	nne	ne
NOUN_KIIRU	NOUN	NOUN	48	None	False	strengthen	back	u	None	False	False	u
NOUN_KILPIKKÄÄT	NOUN	NOUN	41	A	obligatory	strengthen	front	None	None	False	False	kkäät	käät
NOUN_KILPI	NOUN	NOUN	7	E	False	weaken	front	None	None	False	False	pi	pi
NOUN_KINNAS	NOUN	NOUN	41	J	False	strengthen	back	None	None	False	False	nnas	nas
NOUN_KINNER	NOUN	NOUN	49	J	False	strengthen	front	None	None	False	False	nner	ner
NOUN_KIRJA	NOUN	NOUN	9	None	False	weaken	back	a	None	False	False	a	a
NOUN_KIRVES	NOUN	NOUN	41	None	False	strengthen	front	None	None	False	False	es	s
NOUN_KITARA	NOUN	NOUN	13	None	False	weaken	back	a	None	False	False	a	a
NOUN_KIVI	NOUN	NOUN	7	None	False	weaken	front	None	None	False	False	i	i
NOUN_KLUMPIT	NOUN	NOUN	5	B	obligatory	weaken	back	None	None	False	False	pit	it
NOUN_KOE	NOUN	NOUN	48	D	False	strengthen	back	None	None	False	False	e	e
NOUN_KOKO	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False	ko	ko
NOUN_KOMPA	NOUN	NOUN	10	H	False	weaken	back	a	None	False	False	mpa	pa
NOUN_KORPI	NOUN	NOUN	7	E	False	weaken	back	None	None	False	False	pi	pi
NOUN_KORTTI	NOUN	NOUN	5	C	False	weaken	back	None	None	False	False	tti	ti
NOUN_KUITU	NOUN	NOUN	1	F	False	weaken	back	None	None	False	False	tu	tu
NOUN_KUNGFU	NOUN	NOUN	21	None	False	weaken	back	U	None	False	False	.
NOUN_KUNTA	NOUN	NOUN	10	J	False	weaken	back	a	None	False	False	nta	ta
NOUN_KUOPAT	NOUN	NOUN	10	B	obligatory	weaken	back	None	None	False	False	pat	at
NOUN_KUOPPA	NOUN	NOUN	10	B	False	weaken	back	a	None	False	False	ppa	pa
NOUN_KUPPI	NOUN	NOUN	5	B	False	weaken	back	None	None	False	False	ppi	pi
NOUN_KUTSUNTA	NOUN	NOUN	9	J	False	weaken	back	a	None	False	False	nta	ta
NOUN_KUULOKKEET	NOUN	NOUN	48	A	obligatory	strengthen	back	None	None	False	False	keet	keet
NOUN_KYDÖT	NOUN	NOUN	1	F	obligatory	weaken	front	None	None	False	False	döt	döt
NOUN_KYKY	NOUN	NOUN	1	M	False	weaken	front	None	None	False	False	yky	ky
NOUN_KYLKIÄINEN	NOUN	NOUN	38	None	False	strengthen	front	None	None	False	False	nen	nen
NOUN_KYLÄNVANHIN	NOUN	NOUN	36	None	False	strengthen	back	None	None	False	False	n	n
NOUN_KYSYNTÄ	NOUN	NOUN	9	J	False	weaken	front	ä	None	False	False	ntä	tä
NOUN_KYYNEL	NOUN	NOUN	49	None	False	strengthen	front	None	None	False	False	l
NOUN_KÄKI	NOUN	NOUN	7	D	False	weaken	front	None	None	False	False	ki	ki
NOUN_KÄMMEKKÄ	NOUN	NOUN	14	A	False	weaken	front	ä	None	False	False	kkä	kä
NOUN_KÄPY	NOUN	NOUN	1	E	False	weaken	front	None	None	False	False	py	py
NOUN_KÄPÄLÄ	NOUN	NOUN	11	None	False	weaken	front	ä	None	False	False	ä	ä
NOUN_KÄRRY	NOUN	NOUN	1	None	False	weaken	front	None	None	False	False	[YÜyÿü]
NOUN_KÄRSÄKÄS	NOUN	NOUN	41	A	False	strengthen	front	None	None	False	False	käs	äs
NOUN_KÄRÄJÄT	NOUN	NOUN	10	None	obligatory	weaken	front	None	None	False	False	ät	ät
NOUN_KÄSITE	NOUN	NOUN	48	C	False	strengthen	front	None	None	False	False	e	e
NOUN_KÄTTÄPIDEMPI	NOUN	NOUN	16	H	False	weaken	front	None	None	False	False	[ÄÖYäöyie][^aou]*mpi	pi
NOUN_KÄÄDYT	NOUN	NOUN	1	F	obligatory	weaken	front	None	None	False	False	dyt	dyt
NOUN_KÄÄNNIN	NOUN	NOUN	33	J	False	strengthen	front	None	None	False	False	nnin	nin
NOUN_KÄÄNTÖ	NOUN	NOUN	1	J	False	weaken	front	None	None	False	False	ntö	tö
NOUN_KÖNGÄS	NOUN	NOUN	41	G	False	strengthen	front	None	None	False	False	ngäs	gäs
NOUN_KÖYHYYS	NOUN	NOUN	40	None	False	strengthen	front	None	None	False	False	ys	s
NOUN_KÖYSI	NOUN	NOUN	27	None	False	weaken	front	None	None	False	False	si	si
NOUN_KÖÖ	NOUN	NOUN	18	None	False	weaken	front	ö	None	False	False	öö	ö
NOUN_LAHTI	NOUN	NOUN	7	F	False	weaken	back	None	None	False	False	ti	ti
NOUN_LAIDUN	NOUN	NOUN	33	F	False	strengthen	back	None	None	False	False	dun	dun
NOUN_LAKI	NOUN	NOUN	5	D	False	weaken	back	None	None	False	False	ki	ki
NOUN_LANKA	NOUN	NOUN	9	G	False	weaken	back	a	None	False	False	nka	ka
NOUN_LAPSI	NOUN	NOUN	29	None	False	weaken	back	None	None	False	False	psi	psi
NOUN_LASIT	NOUN	NOUN	5	None	obligatory	weaken	back	None	None	False	False	t	t
NOUN_LEHTI	NOUN	NOUN	7	F	False	weaken	front	None	None	False	False	ti	ti
NOUN_LEIKKUU	NOUN	NOUN	17	None	False	weaken	back	u	None	False	False	uu	u
NOUN_LEIPÄ	NOUN	NOUN	10	E	False	weaken	front	ä	None	False	False	pä	pä
NOUN_LEPAKKO	NOUN	NOUN	4	A	False	weaken	back	None	None	False	False	kko	ko
NOUN_LIEMI	NOUN	NOUN	25	None	False	weaken	front	None	None	False	False	mi	mi
NOUN_LIITTOUTUNEET	NOUN	NOUN	47	None	obligatory	strengthen	back	None	None	False	False	neet	et
NOUN_LIIVIT	NOUN	NOUN	5	None	obligatory	weaken	front	None	None	False	False	it	it
NOUN_LINTU	NOUN	NOUN	1	J	False	weaken	back	None	None	False	False	ntu	tu
NOUN_LIPEÄ	NOUN	NOUN	15	None	False	weaken	front	ä	None	False	False	eä	ä
NOUN_LIPPU	NOUN	NOUN	1	B	False	weaken	back	None	None	False	False	ppu	pu
NOUN_LIUKU	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False	uku	ku
NOUN_LOKA	NOUN	NOUN	10	D	False	weaken	back	a	None	False	False	ka	ka
NOUN_LOKKI	NOUN	NOUN	5	A	False	weaken	back	None	None	False	False	kki	ki
NOUN_LUHDAT	NOUN	NOUN	10	F	obligatory	weaken	back	None	None	False	False	dat	dat
NOUN_LUKU	NOUN	NOUN	1	M	False	weaken	back	None	None	False	False	uku	ku
NOUN_LUMME	NOUN	NOUN	48	H	False	strengthen	back	None	None	False	False	mme	me
NOUN_LUODE	NOUN	NOUN	48	F	False	strengthen	back	None	None	False	False	de	de
NOUN_LUOKKA	NOUN	NOUN	10	A	False	weaken	back	a	None	False	False	kka	ka
NOUN_LUOLIKOT	NOUN	NOUN	4	A	obligatory	weaken	back	None	None	False	False	kot	ot
NOUN_LUPA	NOUN	NOUN	10	E	False	weaken	back	a	None	False	False	pa	pa
NOUN_LUSIKKA	NOUN	NOUN	14	A	False	weaken	back	a	None	False	False	kka	ka
NOUN_LÄHIN	NOUN	NOUN	36	None	False	strengthen	front	None	None	False	False	in	n
NOUN_LÄMMIN	NOUN	NOUN	35	H	False	strengthen	front	None	None	False	False	min	min
NOUN_LÄMPÖ	NOUN	NOUN	1	H	False	weaken	front	None	None	False	False	mpö	pö
NOUN_LÄNGET	NOUN	NOUN	7	G	obligatory	weaken	front	None	None	False	False	nget	get
NOUN_LÄNSI	NOUN	NOUN	28	J	False	weaken	front	None	None	False	False	nsi	si
NOUN_LÄÄKE	NOUN	NOUN	48	A	False	strengthen	front	None	None	False	False	ke	e
NOUN_LÖPÖ	NOUN	NOUN	1	E	False	weaken	front	None	None	False	False	pö	pö
NOUN_MAA	NOUN	NOUN	18	None	False	weaken	back	a	None	False	False	aa	a
NOUN_MAKKARA	NOUN	NOUN	12	None	False	weaken	back	a	None	False	False	a	a
NOUN_MAKU	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False	ku	ku
NOUN_MALTAAT	NOUN	NOUN	41	I	obligatory	strengthen	back	None	None	False	False	ltaat	taat
NOUN_MANNER	NOUN	NOUN	49	J	False	strengthen	back	None	None	False	False	nner	ner
NOUN_MARKKINAT	NOUN	NOUN	12	None	obligatory	weaken	back	None	None	False	False	at	at
NOUN_MATEE	NOUN	NOUN	18	None	False	weaken	back	e	None	False	False	e	e
NOUN_MERI	NOUN	NOUN	1024	None	False	weaken	both	None	None	False	False	i	i
NOUN_MIELLE	NOUN	NOUN	48	I	False	strengthen	front	None	None	False	False	lle	le
NOUN_MIES	NOUN	NOUN	42	None	False	strengthen	front	None	None	False	False	[Mm]ies	s
NOUN_MILJÖÖ	NOUN	NOUN	20	None	False	weaken	front	ö	None	False	False	öö	ö
NOUN_MILJÖÖT	NOUN	NOUN	20	None	obligatory	weaken	front	None	None	False	False	ööt	öt
NOUN_MITTA	NOUN	NOUN	9	C	False	weaken	back	a	None	False	False	tta	ta
NOUN_MONSIEUR	NOUN	NOUN	22	None	False	weaken	both	ö	None	False	False	.
NOUN_MULTA	NOUN	NOUN	10	I	False	weaken	back	a	None	False	False	lta	ta
NOUN_MUUNNIN	NOUN	NOUN	33	J	False	strengthen	back	None	None	False	False	nnin	nin
