lemma	homonym	new_para	origin
Kilwa Masoko	PROPN	PROPN_TALO	finer
Kim Choongsoo	PROPN	PROPN_OOKOO	finer
Kimmo Volley	PROPN	PROPN_JOCKEY	finer
Kimolan kanava	PROPN	PROPN_VOIMA	finer
King of the Ring	PROPN	PROPN_ZEN	finer
Kingsey Falls	PROPN	PROPN_PUNK	finer
Kingston upon Hull	PROPN	PROPN_PUNK	finer
Kinkin Niittukorpi	PROPN	PROPN_KORPI	finer
Kinnisen Korvallinen	PROPN	PROPN_AAKKOSTAMINEN	finer
Kinnun Maijan huoltotie	PROPN	PROPN_TIE	finer
Kinnusen Isoniitty	PROPN	PROPN_PYTTY	finer
Kinnusten Raateneva	PROPN	PROPN_KIRJA	finer
Kinshasan Kongo	PROPN	PROPN_TALO	finer
Kiprin Juomusjärvi	PROPN	PROPN_KIVI	finer
Kirakkajärven Niemivaara	PROPN	PROPN_KIRJA	finer
Kirchdorf an der Krems	PROPN	PROPN_ZEN	finer
Kirjastonhoitajien Keskusliitto	PROPN	PROPN_HIRTTO	finer
Kirjat Atta	PROPN	PROPN_KIRJA	finer
Kirjat Gat	PROPN	PROPN_PUNK	finer
Kirjat Malakhi	PROPN	PROPN_RUUVI	finer
Kirjat Motzkin	PROPN	PROPN_PUNK	finer
Kirjat Ono	PROPN	PROPN_TALO	finer
Kirjat Shmona	PROPN	PROPN_VOIMA	finer
Kirjat Yam	PROPN	PROPN_PUNK	finer
Kirjava Puolue - Elonkehän Puolesta	PROPN	PROPN_VAASAN	finer
Kirjavalan kanava	PROPN	PROPN_VOIMA	finer
Kirkkonummen Nyrkkeilykerho	PROPN	PROPN_TALO	finer
Kirkkonummen Urheilijat	PROPN	PROPN_MARKKINAT	finer
Kirkon Nuorisotyöntekijät	PROPN	PROPN_RÄMIÄT	finer
Kirkon Ulkomaanapu	PROPN	PROPN_APU	finer
Kirkon eläkerahasto	PROPN	PROPN_RUIPELO	finer
Kirkon työmarkkinalaitos	PROPN	PROPN_VAKUUTUS	finer
Kirkonvarkauden silta	PROPN	PROPN_VALTA	finer
Kirovin alue	PROPN	PROPN_ASTE	finer
Kirs-Mikkelin saari	PROPN	PROPN_RUUHI	finer
Kiruna Wagon	PROPN	PROPN_PUNK	finer
Kirves-Heikin kanava	PROPN	PROPN_VOIMA	finer
Kirves-Matin korpi	PROPN	PROPN_KORPI	finer
Kirvesmaan Kivinokka	PROPN	PROPN_LUOKKA	finer
Kirvesmaan Väliniitty	PROPN	PROPN_PYTTY	finer
Kiryat Bialik	PROPN	PROPN_PUNK	finer
Kisakallion urheiluopisto	PROPN	PROPN_RUIPELO	finer
Kisoksen Isoaho	PROPN	PROPN_TALO	finer
Kiteen Pallo -90	PROPN	PROPN_ACRO_NOLLA	unk
Kiteen Urheilijat	PROPN	PROPN_MARKKINAT	finer
Kitka-Matin palo	PROPN	PROPN_TALO	finer
Kitkan Palovaara	PROPN	PROPN_KIRJA	finer
Kittilän lentoasema	PROPN	PROPN_VOIMA	finer
Kitusaaren Aukeaneva	PROPN	PROPN_KIRJA	finer
Kiukaan Miina	PROPN	PROPN_KIRJA	finer
Kiuru-Pekan kuusikko	PROPN	PROPN_LEPAKKO	finer
Kiuru-äijän Hangasmaa	PROPN	PROPN_MAA	finer
Kiuruveden Luomu-Wolley	PROPN	PROPN_JOCKEY	finer
Kivekkään Kulonpalo	PROPN	PROPN_TALO	finer
Kivi-Kieringan oja	PROPN	PROPN_VOIMA	finer
Kivi-Paskoon korpi	PROPN	PROPN_KORPI	finer
Kivi-Värriön aapa	PROPN	PROPN_SALPA	finer
Kivi-Värriön kummut	PROPN	PROPN_KUMMUT	finer
Kivi-Värriön lehto	PROPN	PROPN_VETO	finer
Kivi-Värriön maa	PROPN	PROPN_MAA	finer
Kivi-Värriön oja	PROPN	PROPN_VOIMA	finer
Kivi-ja Levalammen tekojärvi	PROPN	PROPN_KIVI	finer
Kivijoen Kielismaa	PROPN	PROPN_MAA	finer
Kivimäen Kaita	PROPN	PROPN_PATA	finer
Kivisalmen kanava	PROPN	PROPN_VOIMA	finer
Kiwanis International	PROPN	PROPN_PUNK	finer
Klamath Falls	PROPN	PROPN_PUNK	finer
Klapurin Pikkujärvi	PROPN	PROPN_KIVI	finer
Klasterec nad Ohri	PROPN	PROPN_BRASSERIE	finer
Klaukkalan Metsäkylä	PROPN	PROPN_HÖPÖTTÄJÄ	finer
Kleiner Perkins Caufield & Byers	PROPN	PROPN_ZEN	finer
Klingele Papierwerken	PROPN	PROPN_PUNK	finer
Klinikka 2	PROPN	PROPN_ACRO_KAKSI	unk
Klobouky u Brna	PROPN	PROPN_KIRJA	finer
Klášterec nad Ohří	PROPN	PROPN_BRASSERIE	finer
Knight Capital Group	PROPN	PROPN_PUNK	finer
Knight Capital	PROPN	PROPN_PUNK	finer
Knight Frank LLP	PROPN	PROPN_ACRO_EE	unk
Knight Frank	PROPN	PROPN_PUNK	finer
Knuutilan kanava	PROPN	PROPN_VOIMA	finer
Ko Lanta	PROPN	PROPN_KIRJA	finer
Ko Samui	PROPN	PROPN_HAI	finer
Ko Sichang	PROPN	PROPN_PUNK	finer
KoMu HT	PROPN	PROPN_ACRO_EE	unk
Koah Kong	PROPN	PROPN_PUNK	finer
Kohlberg Kravis Roberts & Company	PROPN	PROPN_KÄRRY	finer
Kohman Jynkkä	PROPN	PROPN_HÖLKKÄ	finer
Kohman Musta	PROPN	PROPN_VOIMA	finer
Koijuvaaran Pikkujänkkä	PROPN	PROPN_HÖLKKÄ	finer
Koikka-Jussin suo	PROPN	PROPN_VUO	finer
Koisaaren kuokkamaa	PROPN	PROPN_MAA	finer
Koiti-Jussin niva	PROPN	PROPN_KIRJA	finer
Koiti-Jussin polku	PROPN	PROPN_ALKU	finer
Koitsanlahden hovi	PROPN	PROPN_RUUVI	finer
Koivikon koulukoti	PROPN	PROPN_TAUTI	finer
Koivujoen polku	PROPN	PROPN_ALKU	finer
Koivujoen retkeilypolku	PROPN	PROPN_ALKU	finer
Koivun mamman mäki	PROPN	PROPN_KÄKI	finer
Koivuniemen Kotasaajo	PROPN	PROPN_TALO	finer
Koivuselän Liikamaa	PROPN	PROPN_MAA	finer
Koivusuon luonnonpuisto	PROPN	PROPN_TALO	finer
Koivuvaaran lehto	PROPN	PROPN_VETO	finer
Kojo-Annan saari	PROPN	PROPN_RUUHI	finer
Kokemäen Kova-Väki	PROPN	PROPN_KÄKI	finer
Kokkarisen Niittyjärvi	PROPN	PROPN_KIVI	finer
Kokko-Heikin tie	PROPN	PROPN_TIE	finer
Kokko-Jukan saari	PROPN	PROPN_RUUHI	finer
Kokkolan Tiikerit	PROPN	PROPN_BIKINIT	finer
Kokkolan Veikot	PROPN	PROPN_JOUKOT	finer
Kokkolan oopperayhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Kokkonevan taistelupaikka	PROPN	PROPN_POLITIIKKA	finer
Kokkovaaran Liikamaa	PROPN	PROPN_MAA	finer
Kokkusan Teeno	PROPN	PROPN_TALO	finer
Kokon Hautamaa	PROPN	PROPN_MAA	finer
Kokoomuksen Nuorten Liitto	PROPN	PROPN_HIRTTO	finer
Kolarin Isomäki	PROPN	PROPN_KÄKI	finer
Kolin kansallispuisto	PROPN	PROPN_TALO	finer
Kolisevan mutka	PROPN	PROPN_VOIMA	finer
Koliston Leppäkarit	PROPN	PROPN_LASIT	finer
Kolkan Saunamaa	PROPN	PROPN_MAA	finer
Kollektiivinen turvallisuusjärjestö	PROPN	PROPN_JÄÄTELÖ	finer
Kolli-Mäkelän oja	PROPN	PROPN_VOIMA	finer
Kollo-Kallen mäki	PROPN	PROPN_KÄKI	finer
Kolmen Aapon tievat	PROPN	PROPN_VARAT	finer
Kolmen valtakunnan rajapyykki	PROPN	PROPN_HÄKKI	finer
Kolmi-Heikkisen riutta	PROPN	PROPN_MITTA	finer
Kolmi-Heikkisen suo	PROPN	PROPN_VUO	finer
Kolmikannan luonnonsuojelualue	PROPN	PROPN_ASTE	finer
Koloveden kansallispuisto	PROPN	PROPN_TALO	finer
Kolpan Kylälampi	PROPN	PROPN_SAMPI	finer
Kolpan Kyläselkä	PROPN	PROPN_NÄLKÄ	finer
Kolpos Agiou Orous	PROPN	PROPN_PUNK	finer
Kolpos Alkyonidon	PROPN	PROPN_PUNK	finer
Kolpos Antikyras	PROPN	PROPN_PUNK	finer
Kolpos Chanion	PROPN	PROPN_PUNK	finer
Kolpos Epidavrou Limiras	PROPN	PROPN_PUNK	finer
Kolpos Ierissou	PROPN	PROPN_KUNGFU	finer
Kolpos Irakleiou	PROPN	PROPN_KUNGFU	finer
Kolpos Kissamou	PROPN	PROPN_KUNGFU	finer
Kolpos Orfanou	PROPN	PROPN_KUNGFU	finer
Kolpos Petalion	PROPN	PROPN_PUNK	finer
Kolpos Udras	PROPN	PROPN_PUNK	finer
Kolsan Kivikkomurusta	PROPN	PROPN_KIRJA	finer
Kolselin Pekko	PROPN	PROPN_UKKO	finer
Kolumäen Kuokkamaa	PROPN	PROPN_MAA	finer
Kolun kanava	PROPN	PROPN_VOIMA	finer
Kolvananuuron lehtojensuojelualue	PROPN	PROPN_ASTE	finer
Kom Ombo	PROPN	PROPN_TALO	finer
Komion luonnonsuojelualue	PROPN	PROPN_ASTE	finer
Kommunistinen nuorisoliitto	PROPN	PROPN_HIRTTO	finer
Komulan Pirttikaarre	PROPN	PROPN_AARRE	finer
Konecranes Finland	PROPN	PROPN_PUNK	finer
Konecranes Service	PROPN	PROPN_NISSE	finer
Kongaksen kämppä	PROPN	PROPN_SEPPÄ	finer
Kongens Lyngby	PROPN	PROPN_FONDUE	finer
Kongon demokraattinen tasavalta	PROPN	PROPN_VALTA	finer
Konica Minolta	PROPN	PROPN_KIRJA	finer
Konikarvon kalasatama	PROPN	PROPN_VOIMA	finer
Konneveden Moottorikerho	PROPN	PROPN_TALO	finer
Konneveden Urheilijat	PROPN	PROPN_MARKKINAT	finer
Konstantynow Lodzki	PROPN	PROPN_RUUVI	finer
Konstantynów Łódzki	PROPN	PROPN_TYYLI	finer
Kontin Matin vaara	PROPN	PROPN_KIRJA	finer
Kontin Paunula	PROPN	PROPN_KITARA	finer
Kontin Riihisuvanto	PROPN	PROPN_TUNTO	finer
Kontiolahden Isku	PROPN	PROPN_ASU	finer
Kontiolahden Urheilijat	PROPN	PROPN_MARKKINAT	finer
Kontion Isokivi	PROPN	PROPN_ONNI	finer
Kontion Saunamaa	PROPN	PROPN_MAA	finer
Kontion kämppä	PROPN	PROPN_SEPPÄ	finer
Kontti-Kertun mäki	PROPN	PROPN_KÄKI	finer
Konttikosken suvanto	PROPN	PROPN_TUNTO	finer
Konttilan Karhula	PROPN	PROPN_KITARA	finer
Kooperativa Förbundet ekonomisk förening	PROPN	PROPN_ZEN	finer
Kopsan Pirttiselkä	PROPN	PROPN_NÄLKÄ	finer
Korea Electric Power Corporation	PROPN	PROPN_STADION	finer
Korea Hydro & Nuclear Power	PROPN	PROPN_STADION	finer
Korean demokraattinen kansantasavalta	PROPN	PROPN_VALTA	finer
Korean tasavalta	PROPN	PROPN_VALTA	finer
Korhosen Kotalampi	PROPN	PROPN_SAMPI	finer
Korian Ponsi	PROPN	PROPN_PONSI	finer
Korinthiakos Kolpos	PROPN	PROPN_PUNK	finer
Korinthiakós Kólpos	PROPN	PROPN_PUNK	finer
Korintin kanava	PROPN	PROPN_VOIMA	finer
Korintin kannas	PROPN	PROPN_VAKUUTUS	finer
Korisevan Pienioja	PROPN	PROPN_VOIMA	finer
Korjaamotyöväen Liitto	PROPN	PROPN_HIRTTO	finer
Korkeakoulujen Professoriliitto	PROPN	PROPN_HIRTTO	finer
Korkeakoulujen ja opetusalan henkilökuntaliitto	PROPN	PROPN_HIRTTO	finer
Korkean-Känttäjän lampi	PROPN	PROPN_SAMPI	finer
Korkeasaaren Pasko	PROPN	PROPN_TALO	finer
Korpi-Heikin luhta	PROPN	PROPN_SOTA	finer
Korpi-Jussin mäki	PROPN	PROPN_KÄKI	finer
Korsnäsin tuulivoimapuisto	PROPN	PROPN_TALO	finer
Korson Palloilijat	PROPN	PROPN_MARKKINAT	finer
Korson Veto	PROPN	PROPN_VETO	finer
Korsun Väärä	PROPN	PROPN_HÖPÖTTÄJÄ	finer
Korsun Väärän saari	PROPN	PROPN_RUUHI	finer
Korsörenin majakka	PROPN	PROPN_LUSIKKA	finer
Kortejängän puljut	PROPN	PROPN_HOUSUT	finer
Kortesjärven Järvi-Veikot	PROPN	PROPN_JOUKOT	finer
Kortevaaran Lakisuo	PROPN	PROPN_VUO	finer
Kortteisen tekojärvi	PROPN	PROPN_KIVI	finer
Korvan kämppä	PROPN	PROPN_SEPPÄ	finer
Korvasen Kotirova	PROPN	PROPN_VOIMA	finer
Korvasen Matin jänkä	PROPN	PROPN_KENKÄ	finer
Korvat auki	PROPN	PROPN_VAASAN	finer
Korven Vähämäki	PROPN	PROPN_KÄKI	finer
Kosken Hautamaat	PROPN	PROPN_ITÄMAAT	finer
Kosken Karahka	PROPN	PROPN_KITARA	finer
Kosken kämppä	PROPN	PROPN_SEPPÄ	finer
Koskenkorvan Urheilijat	PROPN	PROPN_MARKKINAT	finer
Koski-Kustaan kallio	PROPN	PROPN_TUOMIO	finer
Koskusten Peltola	PROPN	PROPN_KITARA	finer
Kosow Lacki	PROPN	PROPN_RUUVI	finer
Kostelec na Hane	PROPN	PROPN_ROSÉ	finer
Kostelec na Hané	PROPN	PROPN_ROSÉ	finer
Kostelec nad Cernymi lesy	PROPN	PROPN_KÄRRY	finer
Kostelec nad Labem	PROPN	PROPN_PUNK	finer
Kostelec nad Orlici	PROPN	PROPN_GAY	finer
Kostelec nad Orlicí	PROPN	PROPN_BRASSERIE	finer
Kostelec nad Černými lesy	PROPN	PROPN_KÄRRY	finer
Kostia Talasvaara	PROPN	PROPN_KIRJA	finer
Kostin kota	PROPN	PROPN_SOTA	finer
Kostroman alue	PROPN	PROPN_ASTE	finer
Kosów Lacki	PROPN	PROPN_RUUVI	finer
Kota Kinabalu	PROPN	PROPN_ASU	finer
Kota-Jussin lahti	PROPN	PROPN_LAHTI	finer
Kotaharjun alussuo	PROPN	PROPN_VUO	finer
Kotalan Särkiaapa	PROPN	PROPN_SALPA	finer
Kotikielen seura	PROPN	PROPN_KIRJA	finer
Kotitalouden Kandidaatit	PROPN	PROPN_KASTANJETIT	finer
Kotkan Kiri	PROPN	PROPN_TYYLI	finer
Kotkan Työväen Palloilijat	PROPN	PROPN_MARKKINAT	finer
Kotor Varos	PROPN	PROPN_PUNK	finer
Kotor Varoš	PROPN	PROPN_PUNK	finer
Koukku-Antin palo	PROPN	PROPN_TALO	finer
Koukkulan kämppä	PROPN	PROPN_SEPPÄ	finer
Koukun Koukku	PROPN	PROPN_TIKKU	finer
Koulujen Musiikinopettajat	PROPN	PROPN_JUHLAT	finer
Koulutuksen järjestäjien yhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Koulutus Elämään -säätiö	PROPN	PROPN_HÄIRIÖ	finer
Kourukosken kierto	PROPN	PROPN_SIIRTO	finer
Kouvolan Pallonlyöjät	PROPN	PROPN_KÄRÄJÄT	finer
Kouvolan Urheilijat	PROPN	PROPN_MARKKINAT	finer
Kovankynnen Kuuskari	PROPN	PROPN_RUUVI	finer
Koveron Lastujärvi	PROPN	PROPN_KIVI	finer
Kowalewo Pomorskie	PROPN	PROPN_NALLE	finer
Kozmin Wielkopolski	PROPN	PROPN_RUUVI	finer
Koźmin Wielkopolski	PROPN	PROPN_RUUVI	finer
Kraft Foods	PROPN	PROPN_PUNK	finer
Krailan Pitkäjärvi	PROPN	PROPN_KIVI	finer
Kralovsky Chlmec	PROPN	PROPN_ZEN	finer
Kralupy nad Vltavou	PROPN	PROPN_KUNGFU	finer
Kraluv Dvur	PROPN	PROPN_PUNK	finer
Krannin Viitalammi	PROPN	PROPN_RUUVI	finer
Krasna Lipa	PROPN	PROPN_KIRJA	finer
Krasno nad Kysucou	PROPN	PROPN_KUNGFU	finer
Krasnodarin aluepiiri	PROPN	PROPN_RUUVI	finer
Krasnojarskin aluepiiri	PROPN	PROPN_RUUVI	finer
Krasnyi Luts	PROPN	PROPN_PUNK	finer
Krasnyi Lutš	PROPN	PROPN_PUNK	finer
Kravin metsäautotie	PROPN	PROPN_TIE	finer
Kreikan Rodopit	PROPN	PROPN_LASIT	finer
Kreuzburg an der Bistritz	PROPN	PROPN_ZEN	finer
Kriisin Ymmyrkäinen	PROPN	PROPN_KYLKIÄINEN	finer
Kristillinen kulttuuriliitto	PROPN	PROPN_HIRTTO	finer
Kristillisen Työläisnuorison Liitto	PROPN	PROPN_HIRTTO	finer
Kristillisen Työväen Nuorisoliitto	PROPN	PROPN_HIRTTO	finer
Kristillisten Tekojen kirkko	PROPN	PROPN_UKKO	finer
Kristina Cruises	PROPN	PROPN_PUNK	finer
Kritiko Pelagos	PROPN	PROPN_PUNK	finer
Kritikó Pélagos	PROPN	PROPN_PUNK	finer
Kriva Palanka	PROPN	PROPN_KIRJA	finer
Kronans Droghandel Retail	PROPN	PROPN_PUNK	finer
Kronans Droghandel	PROPN	PROPN_STADION	finer
Krosno Odrzanskie	PROPN	PROPN_NALLE	finer
Krosno Odrzańskie	PROPN	PROPN_NALLE	finer
Krunnien luonnonsuojelualue	PROPN	PROPN_ASTE	finer
Kruunupyyn lentoasema	PROPN	PROPN_VOIMA	finer
Kruunutuvan Pitkäjärvi	PROPN	PROPN_KIVI	finer
Krya Vrysi	PROPN	PROPN_TYYLI	finer
Krynica Morska	PROPN	PROPN_VOIMA	finer
Kryvyi Rih	PROPN	PROPN_ZEN	finer
Krzyz Wielkopolski	PROPN	PROPN_RUUVI	finer
Krzyż Wielkopolski	PROPN	PROPN_RUUVI	finer
Králův Dvůr	PROPN	PROPN_PUNK	finer
Krásno nad Kysucou	PROPN	PROPN_KUNGFU	finer
Krásná Lípa	PROPN	PROPN_KIRJA	finer
Kráľovský Chlmec	PROPN	PROPN_ZEN	finer
Kränin Matti	PROPN	PROPN_KORTTI	finer
Krýa Vrýsi	PROPN	PROPN_TYYLI	finer
Ksar Helal	PROPN	PROPN_PUNK	finer
Ksiaz Wielkopolski	PROPN	PROPN_RUUVI	finer
Ksibet El Mediouni	PROPN	PROPN_RUUVI	finer
Książ Wielkopolski	PROPN	PROPN_RUUVI	finer
Ksour Essaf	PROPN	PROPN_PUNK	finer
Ku Klux Klan	PROPN	PROPN_PUNK	omorfi
Kuala Lumpur	PROPN	PROPN_PUNK	finer
Kuan Yin	PROPN	PROPN_PUNK	enwikt
Kudirkos Naumiestis	PROPN	PROPN_PUNK	finer
Kudowa Zdroj	PROPN	PROPN_VERSAILLES	finer
Kudowa Zdrój	PROPN	PROPN_VERSAILLES	finer
Kuehne & Nagel	PROPN	PROPN_STADION	finer
Kuhan Takajärvi	PROPN	PROPN_KIVI	finer
Kuhankuonon retkeilyreitti	PROPN	PROPN_SKEITTI	finer
Kuhaäijän Lauttasmaa	PROPN	PROPN_MAA	finer
Kuhmalahden kirkonkylä	PROPN	PROPN_HÖPÖTTÄJÄ	finer
Kuikan Nahkavaara	PROPN	PROPN_KIRJA	finer
Kuikan kämppä	PROPN	PROPN_SEPPÄ	finer
Kuikka-aavan rimpi	PROPN	PROPN_RIMPI	finer
Kuitu Finland	PROPN	PROPN_PUNK	finer
Kuitulan Isosuo	PROPN	PROPN_VUO	finer
Kuivahaaran kuolpuna	PROPN	PROPN_MAKKARA	finer
Kuivaisen Vehkalahti	PROPN	PROPN_LAHTI	finer
Kuivankosken kytömaa	PROPN	PROPN_MAA	finer
Kuivannon Metsäkulma	PROPN	PROPN_VOIMA	finer
Kuivasjärven Aura	PROPN	PROPN_KIRJA	finer
Kuivassalmen ampuma-alue	PROPN	PROPN_ASTE	finer
Kuivassuon teollisuusalue	PROPN	PROPN_ASTE	finer
Kuivaston Isosuo	PROPN	PROPN_VUO	finer
Kuivattu Hoikkajärvi	PROPN	PROPN_KIVI	finer
Kuivattu Kivijärvi	PROPN	PROPN_KIVI	finer
Kuiviraumon Tortti	PROPN	PROPN_KORTTI	finer
Kuiviston Koukkelo	PROPN	PROPN_RUIPELO	finer
Kuja-Heikin neva	PROPN	PROPN_KIRJA	finer
Kukaisten Vasikkari	PROPN	PROPN_RUUVI	finer
Kukkosen Hautamaa	PROPN	PROPN_MAA	finer
Kukonlammen kierto	PROPN	PROPN_SIIRTO	finer
Kula Belait	PROPN	PROPN_PUNK	finer
Kulhon Kunto	PROPN	PROPN_TUNTO	finer
Kuljetus Oy Wilkman	PROPN	PROPN_PUNK	finer
Kulkkilan Isosaari	PROPN	PROPN_RUUHI	finer
Kulman Ruponsuo	PROPN	PROPN_VUO	finer
Kulosaaren kartano	PROPN	PROPN_RUIPELO	finer
Kulpakon Särkijärvi	PROPN	PROPN_KIVI	finer
Kulta-Kustaan kallio	PROPN	PROPN_TUOMIO	finer
Kulttuurityöntekijäin Liitto	PROPN	PROPN_HIRTTO	finer
Kumi- ja Nahkatyöväen Liitto	PROPN	PROPN_HIRTTO	finer
Kumpun Heikin kukkula	PROPN	PROPN_KITARA	finer
Kumputunturin palovartijan maja	PROPN	PROPN_KIRJA	finer
Kuninkaan koski	PROPN	PROPN_ONNI	finer
Kunnallis- ja sairaala-alojen työntekijäin liitto	PROPN	PROPN_HIRTTO	finer
Kunnallisten työntekijäin ja viranhaltijain liitto	PROPN	PROPN_HIRTTO	finer
Kunta-alan ammattiliitto	PROPN	PROPN_HIRTTO	finer
Kunta-alan työmarkkinalaitos	PROPN	PROPN_VAKUUTUS	finer
Kuntien Eläkevakuutus	PROPN	PROPN_VAKUUTUS	finer
Kuntien Tekniset KTK	PROPN	PROPN_ACRO_OO	unk
Kuntien takauskeskus	PROPN	PROPN_VAKUUTUS	finer
Kuontalon kalakenttä	PROPN	PROPN_KENTTÄ	finer
Kuopion Ilmailuyhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Kuopion Käsityö- ja Tehdasseuruus	PROPN	PROPN_AAKKOSELLISUUS	finer
Kuopion Reipas	PROPN	PROPN_SAAPAS	finer
Kuopion Sisu-Veikot	PROPN	PROPN_JOUKOT	finer
Kuopion kauppakamari	PROPN	PROPN_KANAALI	finer
Kuopion laskuvarjourheilijat	PROPN	PROPN_MARKKINAT	finer
Kuopion lentoasema	PROPN	PROPN_VOIMA	finer
Kuopion ukon saari	PROPN	PROPN_RUUHI	finer
Kuopion urheilusukeltajat	PROPN	PROPN_JUHLAT	finer
Kuoreveden kirkko	PROPN	PROPN_UKKO	finer
Kuortaneen Kunto	PROPN	PROPN_TUNTO	finer
Kuorvusseljän Isolaki	PROPN	PROPN_NOKI	finer
Kuorvusseljän Kuusikkomurista	PROPN	PROPN_KIRJA	finer
Kuorvusseljän Männikkölaki	PROPN	PROPN_NOKI	finer
Kuorvusseljän Männikkömuristat	PROPN	PROPN_VARAT	finer
Kuorvusseljän Palolaki	PROPN	PROPN_NOKI	finer
Kuorvusseljän Selkäaitalaki	PROPN	PROPN_NOKI	finer
Kuorvusseljän Taimikkolaki	PROPN	PROPN_NOKI	finer
Kuovilan luonnonsuojelualue	PROPN	PROPN_ASTE	finer
Kuovin teollisuusalue	PROPN	PROPN_ASTE	finer
Kupparin Mantan mäki	PROPN	PROPN_KÄKI	finer
Kuppelon valtaoja	PROPN	PROPN_VOIMA	finer
Kurganin alue	PROPN	PROPN_ASTE	finer
Kurikan OP	PROPN	PROPN_ACRO_EE	unk
Kurikan Ryhti	PROPN	PROPN_NIHTI	finer
Kurisijan ja Keijitsan kentät	PROPN	PROPN_KENTÄT	finer
Kurjen Suursuo	PROPN	PROPN_VUO	finer
Kurjenrahkan kansallispuisto	PROPN	PROPN_TALO	finer
Kurkelan Välivaara	PROPN	PROPN_KIRJA	finer
Kurskin alue	PROPN	PROPN_ASTE	finer
Kurun satama	PROPN	PROPN_VOIMA	finer
Kurupään Taimenjärvi	PROPN	PROPN_KIVI	finer
Kurvin Hautamaa	PROPN	PROPN_MAA	finer
Kustaa Aadolfin kari	PROPN	PROPN_RUUVI	finer
Kustaa III	NOUN	NOUN_ACRO_KOLMAS	unk
Kustannus Oy Duodecim	PROPN	PROPN_PUNK	finer
Kustannusosakeyhtiö Tammi	PROPN	PROPN_ONNI	finer
Kustavin Kehäsaari	PROPN	PROPN_RUUHI	finer
Kutna Hora	PROPN	PROPN_VOIMA	finer
Kutná Hora	PROPN	PROPN_VOIMA	finer
Kutoma- ja Neuletyöväen Liitto	PROPN	PROPN_HIRTTO	finer
Kutterviikin kämppä	PROPN	PROPN_SEPPÄ	finer
Kutturan Asentomaa	PROPN	PROPN_MAA	finer
Kutuseljän Lomperolaki	PROPN	PROPN_NOKI	finer
Kutveleen kanava	PROPN	PROPN_VOIMA	finer
Kuurnan kanava	PROPN	PROPN_VOIMA	finer
Kuurnan voimala	PROPN	PROPN_KITARA	finer
Kuurojen Liitto	PROPN	PROPN_HIRTTO	finer
Kuusamon Erä-Veikot	PROPN	PROPN_JOUKOT	finer
Kuusamon Pallo-Karhut	PROPN	PROPN_HOUSUT	finer
Kuusamon uistin	PROPN	PROPN_PUHELIN	finer
Kuusankosken Puhti	PROPN	PROPN_TAUTI	finer
Kuusankosken Urheiluseura	PROPN	PROPN_KIRJA	finer
Kuusi-Peuran kurut	PROPN	PROPN_HOUSUT	finer
Kuusikkokasken Pokkuvaara	PROPN	PROPN_KIRJA	finer
Kuusiston linnanrauniot	PROPN	PROPN_RAUNIOT	finer
Kuusisuon-Hattusuon soidensuojelualue	PROPN	PROPN_ASTE	finer
Kuutoset Volley	PROPN	PROPN_JOCKEY	finer
Kuuttal-Petäjäisen letto	PROPN	PROPN_HIRTTO	finer
Kuvaamataidonopettajain liitto	PROPN	PROPN_HIRTTO	finer
Kuwait City	PROPN	PROPN_VETY	finer
Kuznia Raciborska	PROPN	PROPN_VOIMA	finer
Kuźnia Raciborska	PROPN	PROPN_VOIMA	finer
Kvaerner Masa-Yards	PROPN	PROPN_PUNK	finer
Kylmä Santakari	PROPN	PROPN_RUUVI	finer
Kylmäkosken asema	PROPN	PROPN_VOIMA	finer
Kylmäluoman retkeilyalue	PROPN	PROPN_ASTE	finer
Kylä-Laurilan Jylhä	PROPN	PROPN_HÖPÖTTÄJÄ	finer
Kylästö Loukkola	PROPN	PROPN_KITARA	finer
Kymen yrittäjät	PROPN	PROPN_KÄRÄJÄT	finer
Kymenlaakson Osakunta	PROPN	PROPN_KUNTA	finer
Kymin Koskenpojat	PROPN	PROPN_JUHLAT	finer
Kymin Lauttausyhtiön Tukkimiesten Liitto	PROPN	PROPN_HIRTTO	finer
Kymin Suunnistajat	PROPN	PROPN_JUHLAT	finer
Kynsperk nad Ohri	PROPN	PROPN_BRASSERIE	finer
Kynšperk nad Ohří	PROPN	PROPN_BRASSERIE	finer
Kyparissiakos Kolpos	PROPN	PROPN_PUNK	finer
Kyparissiakós Kólpos	PROPN	PROPN_PUNK	finer
Kypärä Hirvasjärvi	PROPN	PROPN_KIVI	finer
Kypärä Hirvasselkä	PROPN	PROPN_NÄLKÄ	finer
Kyra Panagia	PROPN	PROPN_CHACHACHA	finer
Kyrkösjärven tekojärvi	PROPN	PROPN_KIVI	finer
Kyrá Panagiá	PROPN	PROPN_CHACHACHA	finer
Kyröläisen Pyöreäaho	PROPN	PROPN_TALO	finer
Kyrön Kaituri	PROPN	PROPN_KANAALI	finer
Kyrönkankaan kesätie	PROPN	PROPN_TIE	finer
Kyrönpellon ampumarata	PROPN	PROPN_PATA	finer
Kyröskosken Ponsi	PROPN	PROPN_PONSI	finer
Kysucke Nove Mesto	PROPN	PROPN_TALO	finer
Kysucké Nové Mesto	PROPN	PROPN_TALO	finer
