lemma	homonym	new_para	origin
Talavera de la Reina	PROPN	PROPN_KIRJA	finer
Talin urheilupuisto	PROPN	PROPN_TALO	finer
Talking People Finland	PROPN	PROPN_PUNK	finer
Tallink Group	PROPN	PROPN_PUNK	finer
Tallink Grupp	PROPN	PROPN_PUNK	finer
Tallink Silja	PROPN	PROPN_KIRJA	finer
TaloTerveys Lajunen	PROPN	PROPN_AAKKOSTAMINEN	finer
Talon Hamari	PROPN	PROPN_KANAALI	finer
Talonpoikain vaaliliitto	PROPN	PROPN_HIRTTO	finer
Talonpoikaiskansan puolue	PROPN	PROPN_ASTE	finer
Talonpojan Teijo	PROPN	PROPN_TALO	finer
Talonpojan taival	PROPN	PROPN_TAIVAL	finer
Talvian hiidenkirnut	PROPN	PROPN_HOUSUT	finer
Talvitien Teyrilampi	PROPN	PROPN_SAMPI	finer
Talvivaara Mining Company	PROPN	PROPN_KÄRRY	finer
Talvivaaran Kaivososakeyhtiö	PROPN	PROPN_HÄIRIÖ	finer
Tamares Group	PROPN	PROPN_PUNK	finer
Tamares Nordic Investments	PROPN	PROPN_ZEN	finer
Tambovin alue	PROPN	PROPN_ASTE	finer
Tamfelt Kanta	PROPN	PROPN_KUTSUNTA	finer
Tamil Nadu	PROPN	PROPN_ASU	finer
Tamma-aron Korkiakaarto	PROPN	PROPN_SIIRTO	finer
Tammelan Kaitajärvi	PROPN	PROPN_KIVI	finer
Tammenlehvän perinneliitto	PROPN	PROPN_HIRTTO	finer
Tammerfors Bollklubb	PROPN	PROPN_PUNK	finer
Tammisaaren saariston kansallispuisto	PROPN	PROPN_TALO	finer
Tampa Bay	PROPN	PROPN_BEIGNET	omorfi
Tampere United	PROPN	PROPN_PUNK	finer
Tampere-Pirkkalan lentoasema	PROPN	PROPN_VOIMA	finer
Tampereen Ilves	PROPN	PROPN_RÄJÄYTYS	finer
Tampereen Isku-Volley	PROPN	PROPN_JOCKEY	finer
Tampereen Kisatoverit	PROPN	PROPN_FARMARIT	finer
Tampereen Mopoauto korjaamo	PROPN	PROPN_RUIPELO	finer
Tampereen Pyrintö	PROPN	PROPN_KÄÄNTÖ	finer
Tampereen Seudun Siviilirekisteriyhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Tampereen Sisu	PROPN	PROPN_ASU	finer
Tampereen Sähkölaitos	PROPN	PROPN_VAKUUTUS	finer
Tampereen Tradenomiopiskelijat	PROPN	PROPN_MARKKINAT	finer
Tampereen Urheilijat -38	PROPN	PROPN_ACRO_KAHDEKSAN	unk
Tampereen kaupunki	PROPN	PROPN_VANKI	finer
Tampereen laskuvarjokerho	PROPN	PROPN_TALO	finer
Tampereen seudun Osuuspankki	PROPN	PROPN_LOKKI	finer
Tampereen vapaa-ajattelijat	PROPN	PROPN_MARKKINAT	finer
Tampereen yliopisto	PROPN	PROPN_RUIPELO	finer
Tampereen yliopistollinen sairaala	PROPN	PROPN_KITARA	omorfi
Tampereen yliopiston henkilökuntayhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Tampereen yliopiston opettaja- ja virkamiesyhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Tanjung Pinang	PROPN	PROPN_PUNK	finer
Tanskan kuningaskunta	PROPN	PROPN_VOIMA	enwikt
Tapalan Metsäkulma	PROPN	PROPN_VOIMA	finer
Tapanilan Erä	PROPN	PROPN_HÖPÖTTÄJÄ	finer
Tapanin Niittysuo	PROPN	PROPN_VUO	finer
Tapaturmavakuutusten liitto	PROPN	PROPN_HIRTTO	finer
Tapiola Pankki	PROPN	PROPN_LOKKI	finer
Tapiolan Honka	PROPN	PROPN_HONKA	finer
Taplow Finland	PROPN	PROPN_PUNK	finer
Targu Bujor	PROPN	PROPN_STADION	finer
Targu Carbunesti	PROPN	PROPN_RUUVI	finer
Targu Frumos	PROPN	PROPN_PUNK	finer
Targu Jiu	PROPN	PROPN_KUNGFU	finer
Targu Lapus	PROPN	PROPN_PUNK	finer
Targu Mures	PROPN	PROPN_PUNK	finer
Targu Neamt	PROPN	PROPN_PUNK	finer
Targu Ocna	PROPN	PROPN_VOIMA	finer
Targu Secuiesc	PROPN	PROPN_PUNK	finer
Tarkan-Kallen Lomavaara	PROPN	PROPN_KIRJA	finer
Tarnowskie Gory	PROPN	PROPN_KÄRRY	finer
Tarnowskie Góry	PROPN	PROPN_KÄRRY	finer
Tarvantovaaran erämaa-alue	PROPN	PROPN_ASTE	finer
Tarvasjoen Urheilijat	PROPN	PROPN_MARKKINAT	finer
Tata Consultancy Services	PROPN	PROPN_ZEN	finer
Tata Group	PROPN	PROPN_PUNK	finer
Tata Motor	PROPN	PROPN_STADION	finer
Tata Motors	PROPN	PROPN_PUNK	finer
Tata Steel	PROPN	PROPN_ZEN	finer
Tauriaisen Kapustasuo	PROPN	PROPN_VUO	finer
Tauron Polska Energia	PROPN	PROPN_MAKKARA	finer
Taussuon Niskaperkkiö	PROPN	PROPN_HÄIRIÖ	finer
Tauvon majakka	PROPN	PROPN_LUSIKKA	finer
Tavin Hevossaari	PROPN	PROPN_RUUHI	finer
Tays Sydänkeskus	PROPN	PROPN_VAKUUTUS	finer
Teal Group	PROPN	PROPN_PUNK	finer
Team Tawast	PROPN	PROPN_PUNK	finer
Techniti limni Ladonos	PROPN	PROPN_PUNK	finer
Techniti limni Thisavrou	PROPN	PROPN_KUNGFU	finer
Technití límni Ládonos	PROPN	PROPN_PUNK	finer
Technití límni Thisavroú	PROPN	PROPN_KUNGFU	finer
Teekkarien autokoulu	PROPN	PROPN_ASU	finer
Teerivaaran Lakisuo	PROPN	PROPN_VUO	finer
Teijon retkeilyalue	PROPN	PROPN_ASTE	finer
Teiskon lentokenttä	PROPN	PROPN_KENTTÄ	finer
Teivon ravirata	PROPN	PROPN_PATA	finer
Tekijänoikeuden tiedotus- ja valvontakeskus	PROPN	PROPN_VAKUUTUS	finer
Tekniikan Akateemisten Liitto	PROPN	PROPN_HIRTTO	finer
Tekniikan Akatemia	PROPN	PROPN_MAKKARA	finer
Tekniikan historian seura	PROPN	PROPN_KIRJA	finer
Teknillisen korkeakoulun opettaja- ja virkamiesyhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Teknillisten oppilaitosten opettajain yhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Tekniska Föreningen i Finland	PROPN	PROPN_PUNK	finer
Teknisten ja erikoisammattien liitto Tekeri	PROPN	PROPN_TYYLI	finer
Teknologian tutkimuskeskus VTT	PROPN	PROPN_ACRO_EE	unk
Tekstiili- ja Vaatetustyöväen Liitto	PROPN	PROPN_HIRTTO	finer
Tekstiililaitosmiesten Liitto	PROPN	PROPN_HIRTTO	finer
Tekstiilityöväen Liitto	PROPN	PROPN_HIRTTO	finer
Tel Aviv	PROPN	PROPN_PUNK	finer
Tel Megiddo	NOUN	NOUN_TALO	enwikt
Telataipaleen kanava	PROPN	PROPN_VOIMA	finer
Tele Finland	PROPN	PROPN_PUNK	finer
Telecom Italia	PROPN	PROPN_MAKKARA	finer
Telia Sonera	PROPN	PROPN_KITARA	finer
Telia Trends	PROPN	PROPN_ZEN	finer
TeliaSonera Finland	PROPN	PROPN_PUNK	finer
Temasek Holdings	PROPN	PROPN_PUNK	finer
Temiskaming Shores	PROPN	PROPN_PUNK	finer
Templeton Asset Management	PROPN	PROPN_PUNK	finer
Tennas-Matin niemet	PROPN	PROPN_NIEMET	finer
Tenniön pirtti	PROPN	PROPN_SKEITTI	finer
Teollisuuden Korjaamo- ja Voimalaitostyöväen Ammattiliitto	PROPN	PROPN_HIRTTO	finer
Teollisuuden Voima	PROPN	PROPN_VOIMA	finer
Teollisuusalojen ammattiliitto	PROPN	PROPN_HIRTTO	finer
Teologian Ylioppilaiden Tiedekuntayhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Teplice nad Metuji	PROPN	PROPN_BRASSERIE	finer
Teplice nad Metují	PROPN	PROPN_BRASSERIE	finer
Teppanan Kotajärvi	PROPN	PROPN_KIVI	finer
Terhi-Anna Wilska	PROPN	PROPN_KIRJA	finer
Term Funding	PROPN	PROPN_PUNK	omorfi
Ternan Koisto	PROPN	PROPN_TALO	finer
Ternupalon metsäpolku	PROPN	PROPN_ALKU	finer
Terra Firma	PROPN	PROPN_KIRJA	finer
Terre Haute	PROPN	PROPN_NALLE	finer
Tervamäen kappeli	PROPN	PROPN_KANAALI	finer
Tervanevan-Sivakkanevan soidensuojelualue	PROPN	PROPN_ASTE	finer
Tervasmäen Saukkolammit	PROPN	PROPN_LAMMIT	finer
Tervavaaran Lakisuo	PROPN	PROPN_VUO	finer
Terveyden edistämisen keskus	PROPN	PROPN_VAKUUTUS	finer
Terveyden ja hyvinvoinnin laitos	PROPN	PROPN_VAKUUTUS	finer
Tervolan kanava	PROPN	PROPN_VOIMA	finer
Teräs- ja Konepajatyöväen Liitto	PROPN	PROPN_HIRTTO	finer
Tesla Motors	PROPN	PROPN_PUNK	finer
Tetrijärven kierto	PROPN	PROPN_SIIRTO	finer
Teuvan Rivakka	PROPN	PROPN_LUSIKKA	finer
Teva Pharmaceutical Industries	PROPN	PROPN_PUNK	finer
Texas City	PROPN	PROPN_KÄRRY	finer
Texas Instruments	PROPN	PROPN_PUNK	finer
Tha Tum	PROPN	PROPN_PUNK	finer
Tha Wang Pha	PROPN	PROPN_CHACHACHA	finer
Thai Nguyen	PROPN	PROPN_ZEN	finer
Thanh Hoa	PROPN	PROPN_VOIMA	finer
The American Magazine	PROPN	PROPN_NALLE	finer
The Dalles	PROPN	PROPN_PUNK	finer
The Durst Organization	PROPN	PROPN_STADION	finer
The Economist Intelligence Unit	PROPN	PROPN_PUNK	finer
The Family Kamprad Foundation	PROPN	PROPN_STADION	finer
The Local	PROPN	PROPN_PUNK	finer
The National Asset Management Agency	PROPN	PROPN_KÄRRY	finer
The North Face	PROPN	PROPN_NALLE	finer
The Pirate Bay	PROPN	PROPN_GAY	finer
Thermaikos Kolpos	PROPN	PROPN_PUNK	finer
Thermaïkós Kólpos	PROPN	PROPN_PUNK	finer
Thetford Mines	PROPN	PROPN_ZEN	finer
Third Point	PROPN	PROPN_PUNK	finer
Thissavrosin tekojärvi	PROPN	PROPN_KIVI	finer
Tho Chu	PROPN	PROPN_KUNGFU	finer
Thomas Cook	PROPN	PROPN_PUNK	finer
Thomson Reuters Corp	PROPN	PROPN_PUNK	finer
Thong Pha Phum	PROPN	PROPN_PUNK	finer
Thrakiko Pelagos	PROPN	PROPN_PUNK	finer
Thrakikó Pélagos	PROPN	PROPN_PUNK	finer
Thunder Bay	PROPN	PROPN_GAY	finer
Tiaisten Tielammit	PROPN	PROPN_LAMMIT	finer
Tianyu Technologies	PROPN	PROPN_PUNK	finer
Tiede, taide ja köyhä kansa	NOUN	NOUN_KIRJA	unk
Tiemiesten Liitto	PROPN	PROPN_HIRTTO	finer
Tieteellisten seurain valtuuskunta	PROPN	PROPN_KUNTA	finer
Tieteenharjoittajain liitto	PROPN	PROPN_HIRTTO	finer
Tieteentekijöiden liitto	PROPN	PROPN_HIRTTO	finer
Tietoalan toimihenkilöt	PROPN	PROPN_JÄRJESTÖT	finer
Tietojenkäsittelytieteen Seura	PROPN	PROPN_KIRJA	finer
Tietotekniikan liitto	PROPN	PROPN_HIRTTO	finer
Tievan Välijänkkä	PROPN	PROPN_HÖLKKÄ	finer
Tiffany & Co	PROPN	PROPN_ACRO_OO	unk
Tiilikkajärven kansallispuisto	PROPN	PROPN_TALO	finer
Tikan Parttuainen	PROPN	PROPN_AAKKOSTAMINEN	finer
Tikka-Eemin lakikko	PROPN	PROPN_LEPAKKO	finer
Tikkasen Vieriharju	PROPN	PROPN_ASU	finer
Tikun Välikorpi	PROPN	PROPN_KORPI	finer
Time Warner	PROPN	PROPN_STADION	finer
Timosen Isosuo	PROPN	PROPN_VUO	finer
Timper-Heikin mäki	PROPN	PROPN_KÄKI	finer
Tirat Karmel	PROPN	PROPN_PUNK	finer
Tjumenin alue	PROPN	PROPN_ASTE	finer
Tohmajärven Urheilijat	PROPN	PROPN_MARKKINAT	finer
Toholammin Urheilijat	PROPN	PROPN_MARKKINAT	finer
Toijalan Vauhti	PROPN	PROPN_TAUTI	finer
Toijan Ukonmäki	PROPN	PROPN_KÄKI	finer
Toimihenkilö- ja Virkamiesjärjestöjen Keskusliitto	PROPN	PROPN_HIRTTO	finer
Toimittajat ilman rajoja	PROPN	PROPN_VAASAN	finer
Toivalan Urheilijat	PROPN	PROPN_MARKKINAT	finer
Tokai Rika	PROPN	PROPN_KIRJA	finer
Tokyo Electric Power	PROPN	PROPN_STADION	finer
Toledo Settlement	PROPN	PROPN_ZEN	finer
Tolkansuon soidensuojelualue	PROPN	PROPN_ASTE	finer
Tolosjoen Latva-aapa	PROPN	PROPN_SALPA	finer
Tolpin Hosiojänkkä	PROPN	PROPN_HÖLKKÄ	finer
Tom Tom	PROPN	PROPN_PUNK	finer
Tomaszow Lubelski	PROPN	PROPN_RUUVI	finer
Tomaszow Mazowiecki	PROPN	PROPN_RUUVI	finer
Tomaszów Lubelski	PROPN	PROPN_RUUVI	finer
Tomaszów Mazowiecki	PROPN	PROPN_RUUVI	finer
Tommi Lindfors	PROPN	PROPN_PUNK	finer
Tommy Hilfiger	PROPN	PROPN_ZEN	finer
Tommy Johnin leikkaus	NOUN	NOUN_VAKUUTUS	fiwikt
Tomskin alue	PROPN	PROPN_ASTE	finer
Tong Yang Securities	PROPN	PROPN_PUNK	finer
Tonghua Iron and Steel Group	PROPN	PROPN_PUNK	finer
Top Glove/One Med	PROPN	PROPN_ZEN	finer
Topa Finance Finland	PROPN	PROPN_PUNK	finer
Topeka Capital Markets	PROPN	PROPN_PUNK	finer
Topi Häkkisen murto	PROPN	PROPN_SIIRTO	finer
Torbat-e Heydarieh	PROPN	PROPN_PUNK	finer
Torbat-e Jam	PROPN	PROPN_PUNK	finer
Torholan luola	PROPN	PROPN_VOIMA	finer
Torkkalan Niittukulma	PROPN	PROPN_VOIMA	finer
Tornion Lentis –88	PROPN	PROPN_ACRO_KAHDEKSAN	unk
Torpan Paavon niitty	PROPN	PROPN_PYTTY	finer
Torpan Pojat	PROPN	PROPN_JUHLAT	finer
Torrejon de Ardoz	PROPN	PROPN_PUNK	finer
Torrejón de Ardoz	PROPN	PROPN_PUNK	finer
Torres Novas	PROPN	PROPN_PUNK	finer
Torres Vedras	PROPN	PROPN_PUNK	finer
Torronsuon kansallispuisto	PROPN	PROPN_TALO	finer
Torvisen Salmilammit	PROPN	PROPN_LAMMIT	finer
Total Sec	PROPN	PROPN_ZEN	finer
Totovaaran pirtti	PROPN	PROPN_SKEITTI	finer
Tottolan tunneli	PROPN	PROPN_KANAALI	finer
Touhun Pojat Lauttasaari	PROPN	PROPN_RUUHI	finer
Toyota Motor Corp	PROPN	PROPN_PUNK	finer
Toyota Motor Europe	PROPN	PROPN_NALLE	finer
Toyota Motor	PROPN	PROPN_STADION	finer
Toyota Tsusho Nordic	PROPN	PROPN_PUNK	finer
Trafalgar Square	PROPN	PROPN_NALLE	omorfi
Trainers’ House	PROPN	PROPN_NALLE	finer
Transparency International	PROPN	PROPN_PUNK	finer
Transparency Suomi	PROPN	PROPN_ONNI	finer
Trebechovice pod Orebem	PROPN	PROPN_PUNK	finer
Trece Martires	PROPN	PROPN_PUNK	finer
Treinta y Tres	PROPN	PROPN_ZEN	finer
Trema International Holdings	PROPN	PROPN_PUNK	finer
Trencianske Teplice	PROPN	PROPN_NISSE	finer
Trend Micro	PROPN	PROPN_TALO	finer
Trentino-Alto Adige	PROPN	PROPN_NALLE	finer
Trenčianske Teplice	PROPN	PROPN_NISSE	finer
Trhove Sviny	PROPN	PROPN_KÄRRY	finer
Trhové Sviny	PROPN	PROPN_KÄRRY	finer
Tria Nisia	PROPN	PROPN_CHACHACHA	finer
Trial Farm	PROPN	PROPN_PUNK	finer
Trilateraalinen komissio	PROPN	PROPN_TUOMIO	finer
Trimble Navigation	PROPN	PROPN_STADION	finer
Trinidad ja Tobago	PROPN	PROPN_TALO	finer|fiwikt
Trinity Mirror	PROPN	PROPN_STADION	finer
Triple Nine Society	PROPN	PROPN_KÄRRY	finer
Troika Dialog	PROPN	PROPN_PUNK	finer
True Companion	PROPN	PROPN_PUNK	omorfi
Truong Sa	PROPN	PROPN_CHACHACHA	finer
Trust Bank	PROPN	PROPN_PUNK	finer
Träskin Kotoneva	PROPN	PROPN_KIRJA	finer
Tría Nisiá	PROPN	PROPN_CHACHACHA	finer
Tsarmitunturin erämaa-alue	PROPN	PROPN_ASTE	finer
Tuffa-Heikin kallio	PROPN	PROPN_TUOMIO	finer
Tuharin kytömaa	PROPN	PROPN_MAA	finer
Tuiskun Paskoo	PROPN	PROPN_TIENOO	finer
Tukkimurron Kuusipuska	PROPN	PROPN_VOIMA	finer
Tuko Logistics	PROPN	PROPN_PUNK	finer
Tulan alue	PROPN	PROPN_ASTE	finer
Tulilahden Alapiha	PROPN	PROPN_KIRJA	finer
Tullu Milki	PROPN	PROPN_TYYLI	finer
Tuntsan Sorsajoki	PROPN	PROPN_NOKI	finer
Tuntsan erämaa-alue	PROPN	PROPN_ASTE	finer
Tunturin Lakisuo	PROPN	PROPN_VUO	finer
Tuomarinkylän kartano	PROPN	PROPN_RUIPELO	finer
Tuomi-Töykkälän mäki	PROPN	PROPN_KÄKI	finer
Tuominevan kytömaa	PROPN	PROPN_MAA	finer
Tuonnimmainen Hulkinlahti	PROPN	PROPN_LAHTI	finer
Tuorakan Alestalo	PROPN	PROPN_TALO	finer
Tuore-Honkavaaran lampi	PROPN	PROPN_SAMPI	finer
Tupakka-ahon sahi	PROPN	PROPN_RUUVI	finer
Tuppi-Valkeisen puro	PROPN	PROPN_TALO	finer
Turcianske Teplice	PROPN	PROPN_NISSE	finer
Turjalaisen lampi	PROPN	PROPN_SAMPI	finer
Turkama & kumppanit	PROPN	PROPN_FARMARIT	finer
Turkish Airlines	PROPN	PROPN_PUNK	finer
Turks- ja Caicossaaret	PROPN	PROPN_SAARET	finer|enwikt
Turku Energia	PROPN	PROPN_MAKKARA	finer
Turnbull & Asser	PROPN	PROPN_STADION	finer
Turner Broadcasting System Europe Limited	PROPN	PROPN_ZEN	finer
Turnu Magurele	PROPN	PROPN_NALLE	finer
Turnu Măgurele	PROPN	PROPN_NALLE	finer
Turo Tailor	PROPN	PROPN_STADION	finer
Turre Legal	PROPN	PROPN_PUNK	finer
Turun Akateeminen Sosialistiseura	PROPN	PROPN_KIRJA	finer
Turun Auskultantit	PROPN	PROPN_KASTANJETIT	finer
Turun Hammaslääketieteen Kandidaattiseura	PROPN	PROPN_KIRJA	finer
Turun Kauppakorkeakouluseura	PROPN	PROPN_KIRJA	finer
Turun Kiinteistövalinta	PROPN	PROPN_KUTSUNTA	finer
Turun Kisa-Veikot	PROPN	PROPN_JOUKOT	finer
Turun Lääketieteen Kandidaattiseura	PROPN	PROPN_KIRJA	finer
Turun NMKY	PROPN	PROPN_ACRO_YY	unk
Turun Palloseura	PROPN	PROPN_KIRJA	finer
Turun Panimo	PROPN	PROPN_RUIPELO	finer
Turun Ratagolfseura	PROPN	PROPN_KIRJA	finer
Turun Riento	PROPN	PROPN_TUNTO	finer
Turun Sanomat	PROPN	PROPN_JUHLAT	finer
Turun Seudun Työttömät	PROPN	PROPN_TYÖTTÖMÄT	finer
Turun Suunnistajat	PROPN	PROPN_JUHLAT	finer
Turun Toverit	PROPN	PROPN_FARMARIT	finer
Turun Urheiluliitto	PROPN	PROPN_HIRTTO	finer
Turun Weikot	PROPN	PROPN_JOUKOT	finer
Turun Yliopiston Kemistit	PROPN	PROPN_LIIVIT	finer
Turun Yrittäjät	PROPN	PROPN_KÄRÄJÄT	finer
Turun elokuvakerho	PROPN	PROPN_TALO	finer
Turun kauppakamari	PROPN	PROPN_KANAALI	finer
Turun kauppatieteiden ylioppilaat	PROPN	PROPN_VALJAAT	finer
Turun lentoasema	PROPN	PROPN_VOIMA	finer
Turun lentokerho	PROPN	PROPN_TALO	finer
Turun linna	PROPN	PROPN_KIRJA	finer
Turun luonnonsuojeluyhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Turun yliopisto	PROPN	PROPN_RUIPELO	finer
Turun yliopiston luonnontieteiden ylioppilaat	PROPN	PROPN_VALJAAT	finer
Turun yliopiston tieteentekijät	PROPN	PROPN_RÄMIÄT	finer
Turčianske Teplice	PROPN	PROPN_NISSE	finer
Tuulispään Pikku Rautujärvi	PROPN	PROPN_KIVI	finer
Tuupakan teollisuusalue	PROPN	PROPN_ASTE	finer
Tuupovaaran Urheilijat	PROPN	PROPN_MARKKINAT	finer
Tuustaipaleen huoltola	PROPN	PROPN_KITARA	finer
Tuusulan Voima-Veikot	PROPN	PROPN_JOUKOT	finer
Tuxtla Gutierrez	PROPN	PROPN_PUNK	finer
Tuxtla Gutiérrez	PROPN	PROPN_PUNK	finer
Tverin Karjala	PROPN	PROPN_KITARA	enwikt
Tverin alue	PROPN	PROPN_ASTE	finer
Tweed Heads	PROPN	PROPN_PUNK	finer
Twentieth Century Fox	PROPN	PROPN_PUNK	finer
Tyler Winklevoss	PROPN	PROPN_PUNK	finer
Tyllin teollisuusalue	PROPN	PROPN_ASTE	finer
Tyn nad Vltavou	PROPN	PROPN_KUNGFU	finer
Tynec nad Labem	PROPN	PROPN_PUNK	finer
Tynec nad Sazavou	PROPN	PROPN_KUNGFU	finer
Tyniste nad Orlici	PROPN	PROPN_GAY	finer
Tynnyrimäen Naarua	PROPN	PROPN_MAKKARA	finer
Tyrnävän Tempaus	PROPN	PROPN_VAKUUTUS	finer
Tyson Foods	PROPN	PROPN_PUNK	finer
Tysons Corner	PROPN	PROPN_STADION	finer
Tyttöjen kartano	PROPN	PROPN_RUIPELO	finer
Tyynenmeren reunavaltiot	PROPN	PROPN_RAUNIOT	enwikt
Tyyni valtameri	PROPN	PROPN_RUUHI	fiwikt|enwikt
Tyyslahden luonnonsuojelualue	PROPN	PROPN_ASTE	finer
Työ- ja elinkeinoministeriö	PROPN	PROPN_HÄIRIÖ	finer
Työelämän tutkimusyhdistys	PROPN	PROPN_RÄJÄYTYS	finer
Työterveyspalvelu Viisari	PROPN	PROPN_KANAALI	finer
Työttömyyskassa Nomit	PROPN	PROPN_PUNK	finer
Työttömyyskassojen Yhteisjärjestö	PROPN	PROPN_JÄÄTELÖ	finer
Työväen Järjestönuorten Liitto	PROPN	PROPN_HIRTTO	finer
Työväen Maila-Pojat	PROPN	PROPN_JUHLAT	finer
Työväen Näyttämöiden Liitto	PROPN	PROPN_HIRTTO	finer
Työväen Shakkiliitto	PROPN	PROPN_HIRTTO	finer
Työväen Urheiluseurojen Keskusliitto	PROPN	PROPN_HIRTTO	finer
Työväen ja Pienviljelijäin Sosialidemokraattinen Liitto	PROPN	PROPN_HIRTTO	finer
Työväen ja Pienviljelijäin Sosialistinen Liitto	PROPN	PROPN_HIRTTO	finer
Tzar Kaloyan	PROPN	PROPN_PUNK	finer
Târgu Bujor	PROPN	PROPN_STADION	finer
Târgu Cărbunești	PROPN	PROPN_RUUVI	finer
Târgu Frumos	PROPN	PROPN_PUNK	finer
Târgu Jiu	PROPN	PROPN_KUNGFU	finer
Târgu Lăpuș	PROPN	PROPN_PUNK	finer
Târgu Mureș	PROPN	PROPN_PUNK	finer
Târgu Neamț	PROPN	PROPN_PUNK	finer
Târgu Ocna	PROPN	PROPN_VOIMA	finer
Târgu Secuiesc	PROPN	PROPN_PUNK	finer
Tännimmäinen Hulkinlahti	PROPN	PROPN_LAHTI	finer
Täyssinän rauhan rajakivi	PROPN	PROPN_ONNI	finer
Täyssinän rauhan rajamerkki	PROPN	PROPN_LOKKI	finer
Törrönäijän niitty	PROPN	PROPN_PYTTY	finer
Töysän Veto	PROPN	PROPN_VETO	finer
Töölön Vesa	PROPN	PROPN_KIRJA	finer
Türk Maadin Sirket	PROPN	PROPN_ZEN	finer
Tüv Nord	PROPN	PROPN_PUNK	finer
Týn nad Vltavou	PROPN	PROPN_KUNGFU	finer
Týnec nad Labem	PROPN	PROPN_PUNK	finer
Týnec nad Sázavou	PROPN	PROPN_KUNGFU	finer
Týniště nad Orlicí	PROPN	PROPN_BRASSERIE	finer
Třebechovice pod Orebem	PROPN	PROPN_PUNK	finer
Tšeljabinskin alue	PROPN	PROPN_ASTE	finer
U Sh	NOUN	NOUN_ACRO_OO	unk
U.S. Bancorp	PROPN	PROPN_PUNK	finer
UB Securities	PROPN	PROPN_PUNK	finer
UIQ Technology	PROPN	PROPN_KÄRRY	finer
UKK:n muistolaatta	PROPN	PROPN_MITTA	finer
UPM Raflatac	PROPN	PROPN_PUNK	finer
UPM Silvesta	PROPN	PROPN_KIRJA	finer
US Airways Group	PROPN	PROPN_PUNK	finer
Ubon Ratchathani	PROPN	PROPN_RUUVI	finer
Udon Thani	PROPN	PROPN_RUUVI	finer
Ugg Australia	PROPN	PROPN_MAKKARA	finer
Uherske Hradiste	PROPN	PROPN_NALLE	finer
Uhersky Brod	PROPN	PROPN_PUNK	finer
Uhersky Ostroh	PROPN	PROPN_PUNK	finer
Uherské Hradiště	PROPN	PROPN_NALLE	finer
Uherský Brod	PROPN	PROPN_PUNK	finer
Uherský Ostroh	PROPN	PROPN_PUNK	finer
Uhlirske Janovice	PROPN	PROPN_NALLE	finer
Uhlířské Janovice	PROPN	PROPN_NALLE	finer
Uiton kämppä	PROPN	PROPN_SEPPÄ	finer
Ujezd u Brna	PROPN	PROPN_KIRJA	finer
Ukko-Huotarin palo	PROPN	PROPN_TALO	finer
Ukko-Juhon salo	PROPN	PROPN_TALO	finer
Ukko-Kallen lampi	PROPN	PROPN_SAMPI	finer
Ukko-Kovalaisen luoto	PROPN	PROPN_VETO	finer
Ukko-Mikin selkonen	PROPN	PROPN_AAKKOSTAMINEN	finer
Ukko-Paavon aho	PROPN	PROPN_TALO	finer
Ukko-Puhakan aho	PROPN	PROPN_TALO	finer
Ukko-Turulan aho	PROPN	PROPN_TALO	finer
Ukko-Yrjön suo	PROPN	PROPN_VUO	finer
Ukkolan tekolampi	PROPN	PROPN_SAMPI	finer
Ukon Hoikka	PROPN	PROPN_LUOKKA	finer
Ukon Korkiasaari	PROPN	PROPN_RUUHI	finer
Ukon Salmiset	PROPN	PROPN_RAPPUSET	finer
Ukonjärven Kivilahti	PROPN	PROPN_LAHTI	finer
Ukonvaaran Liinalampi	PROPN	PROPN_SAMPI	finer
Ulan Bator	PROPN	PROPN_STADION	finer
Uljanovskin alue	PROPN	PROPN_ASTE	finer
Uljuan tekojärvi	PROPN	PROPN_KIVI	finer
Ulkan Valkea	PROPN	PROPN_SOKEA	finer
Ulkan Valkeat	PROPN	PROPN_HOPEAT	finer
Ulko Pallonen	PROPN	PROPN_AAKKOSTAMINEN	finer
Ulko Santakari	PROPN	PROPN_RUUVI	finer
Ulko-Merkkivaaran kummut	PROPN	PROPN_KUMMUT	finer
Ulko-Tammion koput	PROPN	PROPN_HOUSUT	finer
Ulko-Tammion luoto	PROPN	PROPN_VETO	finer
Ulkoinen Satamakari	PROPN	PROPN_RUUVI	finer
Ulkomainen Maaherranrakli	PROPN	PROPN_RUUVI	finer
Ulkomainen Pihlavakari	PROPN	PROPN_RUUVI	finer
Ulkopoliittinen instituutti	PROPN	PROPN_KORTTI	finer
Ulommainen Vaarainkari	PROPN	PROPN_RUUVI	finer
Ulommainen Vuontisjärvi	PROPN	PROPN_KIVI	finer
Ulster Bank	PROPN	PROPN_PUNK	finer
Ulvilan Pesä-Veikot	PROPN	PROPN_JOUKOT	finer
Ulvinsalon luonnonpuisto	PROPN	PROPN_TALO	finer
Umm Bab	PROPN	PROPN_PUNK	finer
Umm Qasr	PROPN	PROPN_PUNK	finer
Umm Salal Muhammad	PROPN	PROPN_PUNK	finer
