Incoming morph	analyses	stem part	continuations...	#<- HEADERS
A_BACK_CLIT_OPT			#	A_BACK_CLIT
A_FRONT_SUPERLATIVE_STEMS		{STUB}mpä	A_FRONT_STRONG_SINGULARS	A_FRONT_ILLATIVE_ÄN	A_FRONT_GENITIVE_IN	A_FRONT_PARTITIVE_Ä_NONSTD
A_FRONT_SUPERLATIVE_STEMS		{STUB}n	A_FRONT_NOMINATIVE	A_FRONT_PARTITIVE_TÄ	A_FRONT_GENITIVE_TEN
A_FRONT_WEAK_PLURALS	Npl|Xabe	{MB}i{MB}ttä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_WEAK_PLURALS	Npl|Xabl	{MB}i{MB}ltä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_WEAK_PLURALS	Npl|Xade	{MB}i{MB}llä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_WEAK_PLURALS	Npl|Xall	{MB}i{MB}lle	A_FRONT_POSS_EN_CLIT_OPT
A_FRONT_WEAK_PLURALS	Npl|Xela	{MB}i{MB}stä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_WEAK_PLURALS	Npl|Xine	{MB}i{MB}ssä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_WEAK_PLURALS	Npl|Xins	{MB}i{MB}n	A_FRONT_CLIT_OPT
A_FRONT_WEAK_PLURALS	Npl|Xtra	{MB}i{MB}kse	A_FRONT_POSS_EN_OBL
A_FRONT_WEAK_PLURALS	Npl|Xtra	{MB}i{MB}ksi	A_FRONT_CLIT_OPT
A_FRONT_WEAK_SINGULARS			A_FRONT_PLNOM_CLIT
A_FRONT_WEAK_SINGULARS	Nsg|Xabe	{MB}ttä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_WEAK_SINGULARS	Nsg|Xabl	{MB}ltä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_WEAK_SINGULARS	Nsg|Xade	{MB}llä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_WEAK_SINGULARS	Nsg|Xall	{MB}lle	A_FRONT_POSS_EN_CLIT_OPT
A_FRONT_WEAK_SINGULARS	Nsg|Xela	{MB}stä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_WEAK_SINGULARS	Nsg|Xgen	{MB}n	A_FRONT_CLIT_OPT
A_FRONT_WEAK_SINGULARS	Nsg|Xine	{MB}ssä	A_FRONT_POSS_ÄN_CLIT_OPT
A_FRONT_WEAK_SINGULARS	Nsg|Xtra	{MB}kse	A_FRONT_POSS_EN_OBL
A_FRONT_WEAK_SINGULARS	Nsg|Xtra	{MB}ksi	A_FRONT_CLIT_OPT	A_FRONT_CLIT_OPT
