Incoming morph	analyses	stem part	continuations...	#<- HEADERS
N_BACK_CLIT_OPT			#	N_BACK_CLIT
N_FRONT_POSS	Osg1	{MB}ni	N_FRONT_CLIT_OPT
N_FRONT_POSS	Osg2	{MB}si	N_FRONT_CLIT_OPT
N_FRONT_POSS_ÄN	O3	{MB}än	N_FRONT_CLIT_OPT
N_FRONT_POSS_ÄN_OPT			N_FRONT_POSS	N_FRONT_POSS_ÄN	N_FRONT_CLIT	#
N_FRONT_SINGULARS			N_FRONT_STRONG_SINGULARS	N_FRONT_WEAK_SINGULARS
N_FRONT_STRONG_PLURALS	Npl|Xess	{MB}i{MB}nä	N_FRONT_POSS_ÄN_OPT
N_FRONT_STRONG_PLURALS	Xcom	{MB}i{MB}ne	N_FRONT_POSS_EN_OPT
N_FRONT_STRONG_SINGULARS	Npl|Xnom		N_FRONT_POSS
N_FRONT_STRONG_SINGULARS	Nsg|Xess	{MB}nä	N_FRONT_POSS_ÄN_OPT
N_FRONT_STRONG_SINGULARS	Nsg|Xgen		N_FRONT_POSS
N_FRONT_STRONG_SINGULARS	Nsg|Xnom		N_FRONT_POSS
N_FRONT_WEAK_PLURALS	Npl|Xabe	{MB}i{MB}ttä	N_FRONT_POSS_ÄN_OPT
N_FRONT_WEAK_PLURALS	Npl|Xabl	{MB}i{MB}ltä	N_FRONT_POSS_ÄN_OPT
N_FRONT_WEAK_PLURALS	Npl|Xade	{MB}i{MB}llä	N_FRONT_POSS_ÄN_OPT
N_FRONT_WEAK_PLURALS	Npl|Xall	{MB}i{MB}lle	N_FRONT_POSS_EN_OPT
N_FRONT_WEAK_PLURALS	Npl|Xela	{MB}i{MB}stä	N_FRONT_POSS_ÄN_OPT
N_FRONT_WEAK_PLURALS	Npl|Xine	{MB}i{MB}ssä	N_FRONT_POSS_ÄN_OPT
N_FRONT_WEAK_PLURALS	Npl|Xins	{MB}i{MB}n	N_FRONT_CLIT_OPT
N_FRONT_WEAK_PLURALS	Npl|Xtra	{MB}i{MB}kse	N_FRONT_POSS_EN_OBL
N_FRONT_WEAK_PLURALS	Npl|Xtra	{MB}i{MB}ksi	N_FRONT_CLIT_OPT
N_FRONT_WEAK_SINGULARS			N_FRONT_PLNOM_CLIT
N_FRONT_WEAK_SINGULARS	Nsg|Xabe	{MB}ttä	N_FRONT_POSS_ÄN_OPT
N_FRONT_WEAK_SINGULARS	Nsg|Xabl	{MB}ltä	N_FRONT_POSS_ÄN_OPT
N_FRONT_WEAK_SINGULARS	Nsg|Xade	{MB}llä	N_FRONT_POSS_ÄN_OPT
N_FRONT_WEAK_SINGULARS	Nsg|Xall	{MB}lle	N_FRONT_POSS_EN_OPT
N_FRONT_WEAK_SINGULARS	Nsg|Xela	{MB}stä	N_FRONT_POSS_ÄN_OPT
N_FRONT_WEAK_SINGULARS	Nsg|Xgen	{MB}n	N_FRONT_CLIT_OPT
N_FRONT_WEAK_SINGULARS	Nsg|Xine	{MB}ssä	N_FRONT_POSS_ÄN_OPT
N_FRONT_WEAK_SINGULARS	Nsg|Xtra	{MB}kse	N_FRONT_POSS_EN_OBL
N_FRONT_WEAK_SINGULARS	Nsg|Xtra	{MB}ksi	N_FRONT_CLIT_OPT	N_FRONT_CLIT_OPT
