new_para	lemma	stuff	gloss
N_BERNIE	Berniehen	Bernie|NOUN|Unon|Nsg|Xill	
N_BERNIE	Bernieja	Bernie|NOUN|Unon|Nsg|Xpar	
N_BERNIE	Berniejen	Bernie|NOUN|Unon|Nsg|Xgen	
N_LEPAKKO	lepakko	lepakko|NOUN|Nsg|Xnom	bat 
N_LEPAKKO	lepakoihin	lepakko|NOUN|Npl|Xill	
N_LEPAKKO	lepakkoihin	lepakko|NOUN|Npl|Xill	
N_LEPAKKO	lepakkoin	lepakko|NOUNUrare|Npl|Xgen	
N_LEPAKKO	lepakkohon	lepakko|NOUN|Unon|Nsg|Xill	
N_YKSIKKÖ	yksikkö	yksikkö|NOUN|Nsg|Xnom	unit 
N_YKSIKKÖ	yksiköihin	yksikkö|NOUN|Npl|Xill	
N_YKSIKKÖ	yksikköihin	yksikkö|NOUN|Npl|Xill	
N_YKSIKKÖ	yksikköin	yksikkö|NOUNUrare|Npl|Xgen	
N_YKSIKKÖ	yksikköhön	yksikkö|NOUN|Unon|Nsg|Xill	
N_RUUVI	ruuvi	ruuvi|NOUN|Nsg|Xnom	screw 
N_RUUVI	ruuveina	ruuvi|NOUN|Npl|Xess	
N_RUUVI	ruuvien	ruuvi|NOUN|Npl|Xgen	
N_RUUVI	ruuvein	ruuvi|NOUNUrare|Npl|Xgen	
N_RUUVI	ruuvihin	ruuvi|NOUN|Unon|Nsg|Xill	
N_RUUVI	ruuvejen	ruuvi|NOUN|Unon|Npl|Xgen	
N_TYYLI	tyyli	tyyli|NOUN|Nsg|Xnom	style 
N_TYYLI	tyyleinä	tyyli|NOUN|Npl|Xess	
N_TYYLI	tyylien	tyyli|NOUN|Npl|Xgen	
N_LOKKI	lokki	lokki|NOUN|Nsg|Xnom	seagull 
N_LOKKI	lokissa	lokki|NOUN|Nsg|Xine	
N_LOKKI	lokkeina	lokki|NOUN|Npl|Xess	
N_LOKKI	lokeista	lokki|NOUN|Npl|Xela	
N_LOKKI	lokkien	lokki|NOUN|Npl|Xgen	
N_HÄKKI	häkki	häkki|NOUN|Nsg|Xnom	cage 
N_HÄKKI	häkissä	häkki|NOUN|Nsg|Xine	
N_HÄKKI	häkkeinä	häkki|NOUN|Npl|Xess	
N_HÄKKI	häkeistä	häkki|NOUN|Npl|Xela	
N_HÄKKI	häkkien	häkki|NOUN|Npl|Xgen	
N_KUPPI	kuppi	kuppi|NOUN|Nsg|Xnom	cup 
N_KUPPI	kupissa	kuppi|NOUN|Nsg|Xine	
N_KUPPI	kuppeina	kuppi|NOUN|Npl|Xess	
N_KUPPI	kupeista	kuppi|NOUN|Npl|Xela	
N_KUPPI	kuppien	kuppi|NOUN|Npl|Xgen	
N_TYYPPI	tyyppi	tyyppi|NOUN|Nsg|Xnom	type 
N_TYYPPI	tyypissä	tyyppi|NOUN|Nsg|Xine	
N_TYYPPI	tyyppeinä	tyyppi|NOUN|Npl|Xess	
N_TYYPPI	tyypeistä	tyyppi|NOUN|Npl|Xela	
N_TYYPPI	tyyppien	tyyppi|NOUN|Npl|Xgen	
N_PORTTI	kortti	kortti|NOUN|Nsg|Xnom	card 
N_PORTTI	kortissa	kortti|NOUN|Nsg|Xine	
N_PORTTI	kortteina	kortti|NOUN|Npl|Xess	
N_PORTTI	korteista	kortti|NOUN|Npl|Xela	
N_PORTTI	korttien	kortti|NOUN|Npl|Xgen	
N_SKEITTI	skeitti	skeitti|NOUN|Nsg|Xnom	skate 
N_SKEITTI	skeitissä	skeitti|NOUN|Nsg|Xine	
N_SKEITTI	skeitteinä	skeitti|NOUN|Npl|Xess	
N_SKEITTI	skeiteistä	skeitti|NOUN|Npl|Xela	
N_SKEITTI	skeittien	skeitti|NOUN|Npl|Xgen	
N_LAKI	laki	laki|NOUN|Nsg|Xnom	law 
N_LAKI	laissa	laki|NOUN|Nsg|Xine	
N_LAKI	la’issa	laki|NOUN|Nsg|Xine	
N_LAKI	lakeina	laki|NOUN|Npl|Xess	
N_LAKI	laeista	laki|NOUN|Npl|Xela	
N_LAKI	la’eista	laki|NOUN|Npl|Xela	
N_LAKI	lakien	laki|NOUN|Npl|Xgen	
N_HUPI	hupi	hupi|NOUN|Nsg|Xnom	fun 
N_HUPI	huvissa	hupi|NOUN|Nsg|Xine	
N_HUPI	hupeina	hupi|NOUN|Npl|Xess	
N_HUPI	huveista	hupi|NOUN|Npl|Xela	
N_HUPI	hupien	hupi|NOUN|Npl|Xgen	
N_TAUTI	tauti	tauti|NOUN|Nsg|Xnom	disease 
N_TAUTI	taudissa	tauti|NOUN|Nsg|Xine	
N_TAUTI	tauteina	tauti|NOUN|Npl|Xess	
N_TAUTI	taudeista	tauti|NOUN|Npl|Xela	
N_TAUTI	tautien	tauti|NOUN|Npl|Xgen	
N_NIHTI	nihti	nihti|NOUN|Nsg|Xnom	knight 
N_NIHTI	nihdissä	nihti|NOUN|Nsg|Xine	
N_NIHTI	nihteinä	nihti|NOUN|Npl|Xess	
N_NIHTI	nihdeistä	nihti|NOUN|Npl|Xela	
N_NIHTI	nihtien	nihti|NOUN|Npl|Xgen	
N_VANKI	vanki	vanki|NOUN|Nsg|Xnom	prisoner 
N_VANKI	vangissa	vanki|NOUN|Nsg|Xine	
N_VANKI	vankeina	vanki|NOUN|Npl|Xess	
N_VANKI	vangeista	vanki|NOUN|Npl|Xela	
N_VANKI	vankien	vanki|NOUN|Npl|Xgen	
N_HÄMMINKI	väylinki	väylinki|NOUN|Nsg|Xnom	??? 
N_HÄMMINKI	väylingissä	väylinki|NOUN|Nsg|Xine	
N_HÄMMINKI	väylinkeinä	väylinki|NOUN|Npl|Xess	
N_HÄMMINKI	väylingeistä	väylinki|NOUN|Npl|Xela	
N_HÄMMINKI	väylinkien	väylinki|NOUN|Npl|Xgen	
N_PELTI	pelti	pelti|NOUN|Nsg|Xnom	sheet metal 
N_PELTI	pellissä	pelti|NOUN|Nsg|Xine	
N_PELTI	pelteinä	pelti|NOUN|Npl|Xess	
N_PELTI	pelleistä	pelti|NOUN|Npl|Xela	
N_PELTI	peltien	pelti|NOUN|Npl|Xgen	
N_SOINTI	sointi	sointi|NOUN|Nsg|Xnom	sound 
N_SOINTI	soinnissa	sointi|NOUN|Nsg|Xine	
N_SOINTI	sointeina	sointi|NOUN|Npl|Xess	
N_SOINTI	soinneista	sointi|NOUN|Npl|Xela	
N_SOINTI	sointien	sointi|NOUN|Npl|Xgen	
N_VIENTI	vienti	vienti|NOUN|Nsg|Xnom	export 
N_VIENTI	viennissä	vienti|NOUN|Nsg|Xine	
N_VIENTI	vienteinä	vienti|NOUN|Npl|Xess	
N_VIENTI	vienneistä	vienti|NOUN|Npl|Xela	
N_VIENTI	vientien	vienti|NOUN|Npl|Xgen	
N_PUNK	punk	punk|NOUN|Nsg|Xnom	punk 
N_PUNK	punkeina	punk|NOUN|Npl|Xess	
N_PUNK	punkien	punk|NOUN|Npl|Xgen	
N_ZEN	zen	zen|NOUN|Nsg|Xnom	zen 
N_ZEN	zeneinä	zen|NOUN|Npl|Xess	
N_ZEN	zenien	zen|NOUN|Npl|Xgen	
N_TANKKERI	kanaali	kanaali|NOUN|Nsg|Xnom	canal 
N_TANKKERI	kanaaleja	kanaali|NOUN|Npl|Xpar	
N_TANKKERI	kanaaleita	kanaali|NOUN|Npl|Xpar	
N_TANKKERI	kanaalien	kanaali|NOUN|Npl|Xgen	
N_TANKKERI	kanaaleiden	kanaali|NOUN|Npl|Xgen	
N_TANKKERI	kanaaleitten	kanaali|NOUN|Npl|Xgen	
N_KEHVELI	kehveli	kehveli|NOUN|Nsg|Xnom	hoodlum 
N_KEHVELI	kehvelejä	kehveli|NOUN|Npl|Xpar	
N_KEHVELI	kehveleitä	kehveli|NOUN|Npl|Xpar	
N_KEHVELI	kehvelien	kehveli|NOUN|Npl|Xgen	
N_KEHVELI	kehveleiden	kehveli|NOUN|Npl|Xgen	
N_KEHVELI	kehveleitten	kehveli|NOUN|Npl|Xgen	
N_STADION	stadion	stadion|NOUN|Nsg|Xnom	stadium 
N_STADION	stadioneja	stadion|NOUN|Npl|Xpar	
N_STADION	stadioneita	stadion|NOUN|Npl|Xpar	
N_STADION	stadionien	stadion|NOUN|Npl|Xgen	
N_STADION	stadioneiden	stadion|NOUN|Npl|Xgen	
N_STADION	stadioneitten	stadion|NOUN|Npl|Xgen	
N_BESSERWISSER	besserwisser	besserwisser|NOUN|Nsg|Xnom	besserwisser 
N_BESSERWISSER	besserwisserejä	besserwisser|NOUN|Npl|Xpar	
N_BESSERWISSER	besserwissereitä	besserwisser|NOUN|Npl|Xpar	
N_BESSERWISSER	besserwisserien	besserwisser|NOUN|Npl|Xgen	
N_BESSERWISSER	besserwissereiden	besserwisser|NOUN|Npl|Xgen	
N_BESSERWISSER	besserwissereitten	besserwisser|NOUN|Npl|Xgen	
N_ONNI	onni	onni|NOUN|Nsg|Xnom	happiness 
N_ONNI	onnena	onni|NOUN|Nsg|Xess	
N_ONNI	onnessa	onni|NOUN|Nsg|Xine	
N_ONNI	onnissa	onni|NOUN|Npl|Xine	
N_ONNI	onnista	onni|NOUN|Npl|Xela	
N_KIVI	helmi	helmi|NOUN|Nsg|Xnom	pearl 
N_KIVI	helmenä	helmi|NOUN|Nsg|Xess	
N_KIVI	helmessä	helmi|NOUN|Nsg|Xine	
N_KIVI	helmissä	helmi|NOUN|Npl|Xine	
N_KIVI	helmistä	helmi|NOUN|Npl|Xela	
N_HAPPI	happi	happi|NOUN|Nsg|Xnom	oxygen 
N_HAPPI	hapessa	happi|NOUN|Nsg|Xine	
N_HAPPI	happina	happi|NOUN|Npl|Xess	
N_HAPPI	hapista	happi|NOUN|Npl|Xela	
N_HAPPI	happien	happi|NOUN|Npl|Xgen	
N_TYPPI	typpi	typpi|NOUN|Nsg|Xnom	nitrogen 
N_TYPPI	typessä	typpi|NOUN|Nsg|Xine	
N_TYPPI	typpinä	typpi|NOUN|Npl|Xess	
N_TYPPI	typistä	typpi|NOUN|Npl|Xela	
N_TYPPI	typpien	typpi|NOUN|Npl|Xgen	
N_NOKI	noki	noki|NOUN|Nsg|Xnom	coal 
N_NOKI	noessa	noki|NOUN|Nsg|Xine	
N_NOKI	nokina	noki|NOUN|Npl|Xess	
N_NOKI	noista	noki|NOUN|Npl|Xela	
N_NOKI	nokien	noki|NOUN|Npl|Xgen	
N_KÄKI	käki	käki|NOUN|Nsg|Xnom	cuccoo 
N_KÄKI	käessä	käki|NOUN|Nsg|Xine	
N_KÄKI	käkinä	käki|NOUN|Npl|Xess	
N_KÄKI	käistä	käki|NOUN|Npl|Xela	
N_KÄKI	käkien	käki|NOUN|Npl|Xgen	
N_KORPI	korpi	korpi|NOUN|Nsg|Xnom	wilderness 
N_KORPI	korvessa	korpi|NOUN|Nsg|Xine	
N_KORPI	korpina	korpi|NOUN|Npl|Xess	
N_KORPI	korvista	korpi|NOUN|Npl|Xela	
N_KORPI	korpien	korpi|NOUN|Npl|Xgen	
N_KILPI	kilpi	kilpi|NOUN|Nsg|Xnom	shield 
N_KILPI	kilvessä	kilpi|NOUN|Nsg|Xine	
N_KILPI	kilpinä	kilpi|NOUN|Npl|Xess	
N_KILPI	kilvistä	kilpi|NOUN|Npl|Xela	
N_KILPI	kilpien	kilpi|NOUN|Npl|Xgen	
N_LAHTI	lahti	lahti|NOUN|Nsg|Xnom	peninsula 
N_LAHTI	lahdessa	lahti|NOUN|Nsg|Xine	
N_LAHTI	lahtina	lahti|NOUN|Npl|Xess	
N_LAHTI	lahdista	lahti|NOUN|Npl|Xela	
N_LAHTI	lahtien	lahti|NOUN|Npl|Xgen	
N_LEHTI	lehti	lehti|NOUN|Nsg|Xnom	leaf 
N_LEHTI	lehdessä	lehti|NOUN|Nsg|Xine	
N_LEHTI	lehtinä	lehti|NOUN|Npl|Xess	
N_LEHTI	lehdistä	lehti|NOUN|Npl|Xela	
N_LEHTI	lehtien	lehti|NOUN|Npl|Xgen	
N_ONKI	onki	onki|NOUN|Nsg|Xnom	fishing rod 
N_ONKI	ongessa	onki|NOUN|Nsg|Xine	
N_ONKI	onkina	onki|NOUN|Npl|Xess	
N_ONKI	ongista	onki|NOUN|Npl|Xela	
N_ONKI	onkien	onki|NOUN|Npl|Xgen	
N_HENKI	henki	henki|NOUN|Nsg|Xnom	person 
N_HENKI	hengessä	henki|NOUN|Nsg|Xine	
N_HENKI	henkinä	henki|NOUN|Npl|Xess	
N_HENKI	hengistä	henki|NOUN|Npl|Xela	
N_HENKI	henkien	henki|NOUN|Npl|Xgen	
N_SAMPI	lampi	lampi|NOUN|Nsg|Xnom	pond 
N_SAMPI	lammessa	lampi|NOUN|Nsg|Xine	
N_SAMPI	lampina	lampi|NOUN|Npl|Xess	
N_SAMPI	lammista	lampi|NOUN|Npl|Xela	
N_SAMPI	lampien	lampi|NOUN|Npl|Xgen	
N_RIMPI	rimpi	rimpi|NOUN|Nsg|Xnom	??? 
N_RIMPI	rimmessä	rimpi|NOUN|Nsg|Xine	
N_RIMPI	rimpinä	rimpi|NOUN|Npl|Xess	
N_RIMPI	rimmistä	rimpi|NOUN|Npl|Xela	
N_RIMPI	rimpien	rimpi|NOUN|Npl|Xgen	
N_ARKI	arki	arki|NOUN|Nsg|Xnom	weekday 
N_ARKI	arjessa	arki|NOUN|Nsg|Xine	
N_ARKI	arkina	arki|NOUN|Npl|Xess	
N_ARKI	arjista	arki|NOUN|Npl|Xela	
N_ARKI	arkien	arki|NOUN|Npl|Xgen	
N_JÄRKI	järki	järki|NOUN|Nsg|Xnom	sanity 
N_JÄRKI	järjessä	järki|NOUN|Nsg|Xine	
N_JÄRKI	järkinä	järki|NOUN|Npl|Xess	
N_JÄRKI	järjistä	järki|NOUN|Npl|Xela	
N_JÄRKI	järkien	järki|NOUN|Npl|Xgen	
N_NALLE	nalle	nalle|NOUN|Nsg|Xnom	teddy 
N_NALLE	nallea	nalle|NOUN|Nsg|Xpar	
N_NALLE	nalleen	nalle|NOUN|Nsg|Xill	
N_NALLE	nalleja	nalle|NOUN|Npl|Xpar	
N_NALLE	nallejen	nalle|NOUN|Npl|Xgen	
N_NALLE	nalleihin	nalle|NOUN|Npl|Xill	
N_NALLE	nallein	nalle|NOUN|Npl|Xgen|Urare	
N_NISSE	nisse	nisse|NOUN|Nsg|Xnom	bellhop 
N_NISSE	nisseä	nisse|NOUN|Nsg|Xpar	
N_NISSE	nisseen	nisse|NOUN|Nsg|Xill	
N_NISSE	nissejä	nisse|NOUN|Npl|Xpar	
N_NISSE	nissejen	nisse|NOUN|Npl|Xgen	
N_NISSE	nisseihin	nisse|NOUN|Npl|Xill	
N_NUKKE	nukke	nukke|NOUN|Nsg|Xnom	doll 
N_NUKKE	nukkea	nukke|NOUN|Nsg|Xpar	
N_NUKKE	nukkeen	nukke|NOUN|Nsg|Xill	
N_NUKKE	nukkeja	nukke|NOUN|Npl|Xpar	
N_NUKKE	nukkejen	nukke|NOUN|Npl|Xgen	
N_NUKKE	nukkeihin	nukke|NOUN|Npl|Xill	
N_JEPPE	jeppe	jeppe|NOUN|Nsg|Xnom	chap 
N_JEPPE	jeppeä	jeppe|NOUN|Nsg|Xpar	
N_JEPPE	jeppeen	jeppe|NOUN|Nsg|Xill	
N_JEPPE	jeppejä	jeppe|NOUN|Npl|Xpar	
N_JEPPE	jeppejen	jeppe|NOUN|Npl|Xgen	
N_JEPPE	jeppeihin	jeppe|NOUN|Npl|Xill	
N_LOTTE	Lotte	Lotte|NOUN|PROPER|Nsg|Xnom	Lotte 
N_LOTTE	Lottea	Lotte|NOUN|PROPER|Nsg|Xpar	
N_LOTTE	Lotteen	Lotte|NOUN|PROPER|Nsg|Xill	
N_LOTTE	Lotteja	Lotte|NOUN|PROPER|Npl|Xpar	
N_LOTTE	Lottejen	Lotte|NOUN|PROPER|Npl|Xgen	
N_LOTTE	Lotteihin	Lotte|NOUN|PROPER|Npl|Xill	
N_KIRJA	kirja	kirja|NOUN|Nsg|Xnom	book 
N_KIRJA	kirjaa	kirja|NOUN|Nsg|Xpar	
N_KIRJA	kirjana	kirja|NOUN|Nsg|Xess	
N_KIRJA	kirjassa	kirja|NOUN|Nsg|Xine	
N_KIRJA	kirjoina	kirja|NOUN|Npl|Xess	
N_KIRJA	kirjojen	kirja|NOUN|Npl|Xgen	
N_KIRJA	kirjoihin	kirja|NOUN|Npl|Xill	
N_POLITIIKKA	politiikka	politiikka|NOUN|Nsg|Xnom	politics 
N_POLITIIKKA	politiikkaa	politiikka|NOUN|Nsg|Xpar	
N_POLITIIKKA	politiikkana	politiikka|NOUN|Nsg|Xess	
N_POLITIIKKA	politiikassa	politiikka|NOUN|Nsg|Xine	
N_POLITIIKKA	politiikkoina	politiikka|NOUN|Npl|Xess	
N_POLITIIKKA	politiikkojen	politiikka|NOUN|Npl|Xgen	
N_POLITIIKKA	politiikkoihin	politiikka|NOUN|Npl|Xill	
N_TIPPA	tippa	tippa|NOUN|Nsg|Xnom	drop 
N_TIPPA	tippaa	tippa|NOUN|Nsg|Xpar	
N_TIPPA	tippana	tippa|NOUN|Nsg|Xess	
N_TIPPA	tipassa	tippa|NOUN|Nsg|Xine	
N_TIPPA	tippoina	tippa|NOUN|Npl|Xess	
N_TIPPA	tippojen	tippa|NOUN|Npl|Xgen	
N_TIPPA	tippoihin	tippa|NOUN|Npl|Xill	
N_MITTA	mitta	mitta|NOUN|Nsg|Xnom	measure 
N_MITTA	mittaa	mitta|NOUN|Nsg|Xpar	
N_MITTA	mittana	mitta|NOUN|Nsg|Xess	
N_MITTA	mitassa	mitta|NOUN|Nsg|Xine	
N_MITTA	mittoina	mitta|NOUN|Npl|Xess	
N_MITTA	mittojen	mitta|NOUN|Npl|Xgen	
N_MITTA	mittoihin	mitta|NOUN|Npl|Xill	
N_VIKA	vika	vika|NOUN|Nsg|Xnom	error 
N_VIKA	vikana	vika|NOUN|Nsg|Xess	
N_VIKA	viassa	vika|NOUN|Nsg|Xine	
N_VIKA	vi’assa	vika|NOUN|Nsg|Xine	
N_VIKA	vikoina	vika|NOUN|Npl|Xess	
N_VIKA	vikojen	vika|NOUN|Npl|Xgen	
N_VIKA	vikoihin	vika|NOUN|Npl|Xill	
N_VAAKA	vaaka	vaaka|NOUN|Nsg|Xnom	scale 
N_VAAKA	vaakana	vaaka|NOUN|Nsg|Xess	
N_VAAKA	vaa’assa	vaaka|NOUN|Nsg|Xine	
N_VAAKA	vaaoissa	vaaka|NOUN|Npl|Xine	
N_VAAKA	vaa’oissa	vaaka|NOUN|Npl|Xine	
N_SALPA	salpa	salpa|NOUN|Nsg|Xnom	bolt 
N_SALPA	salpaa	salpa|NOUN|Nsg|Xpar	
N_SALPA	salpana	salpa|NOUN|Nsg|Xess	
N_SALPA	salvassa	salpa|NOUN|Nsg|Xine	
N_SALPA	salpoina	salpa|NOUN|Npl|Xess	
N_SALPA	salpojen	salpa|NOUN|Npl|Xgen	
N_SALPA	salpoihin	salpa|NOUN|Npl|Xill	
N_PATA	pata	pata|NOUN|Nsg|Xnom	kettle 
N_PATA	pataa	pata|NOUN|Nsg|Xpar	
N_PATA	patana	pata|NOUN|Nsg|Xess	
N_PATA	padassa	pata|NOUN|Nsg|Xine	
N_PATA	patoina	pata|NOUN|Npl|Xess	
N_PATA	patojen	pata|NOUN|Npl|Xgen	
N_PATA	patoihin	pata|NOUN|Npl|Xill	
N_LANKA	lanka	lanka|NOUN|Nsg|Xnom	yarn 
N_LANKA	lankaa	lanka|NOUN|Nsg|Xpar	
N_LANKA	lankana	lanka|NOUN|Nsg|Xess	
N_LANKA	langassa	lanka|NOUN|Nsg|Xine	
N_LANKA	lankoina	lanka|NOUN|Npl|Xess	
N_LANKA	lankojen	lanka|NOUN|Npl|Xgen	
N_LANKA	lankoihin	lanka|NOUN|Npl|Xill	
N_RAMPA	rampa	rampa|NOUN|Nsg|Xnom	cripple 
N_RAMPA	rampaa	rampa|NOUN|Nsg|Xpar	
N_RAMPA	rampana	rampa|NOUN|Nsg|Xess	
N_RAMPA	rammassa	rampa|NOUN|Nsg|Xine	
N_RAMPA	rampoina	rampa|NOUN|Npl|Xess	
N_RAMPA	rampojen	rampa|NOUN|Npl|Xgen	
N_RAMPA	rampoihin	rampa|NOUN|Npl|Xill	
N_VALTA	valta	valta|NOUN|Nsg|Xnom	power 
N_VALTA	valtaa	valta|NOUN|Nsg|Xpar	
N_VALTA	valtana	valta|NOUN|Nsg|Xess	
N_VALTA	vallassa	valta|NOUN|Nsg|Xine	
N_VALTA	valtoina	valta|NOUN|Npl|Xess	
N_VALTA	valtojen	valta|NOUN|Npl|Xgen	
N_VALTA	valtoihin	valta|NOUN|Npl|Xill	
N_KUTSUNTA	kutsunta	kutsunta|NOUN|Nsg|Xnom	drafts 
N_KUTSUNTA	kutsuntaa	kutsunta|NOUN|Nsg|Xpar	
N_KUTSUNTA	kutsuntana	kutsunta|NOUN|Nsg|Xess	
N_KUTSUNTA	kutsunnassa	kutsunta|NOUN|Nsg|Xine	
N_KUTSUNTA	kutsuntoina	kutsunta|NOUN|Npl|Xess	
N_KUTSUNTA	kutsuntojen	kutsunta|NOUN|Npl|Xgen	
N_KUTSUNTA	kutsuntoihin	kutsunta|NOUN|Npl|Xill	
N_KYSYNTÄ	kysyntä	kysyntä|NOUN|Nsg|Xnom	demand 
N_KYSYNTÄ	kysyntää	kysyntä|NOUN|Nsg|Xpar	
N_KYSYNTÄ	kysyntänä	kysyntä|NOUN|Nsg|Xess	
N_KYSYNTÄ	kysynnässä	kysyntä|NOUN|Nsg|Xine	
N_KYSYNTÄ	kysyntöinä	kysyntä|NOUN|Npl|Xess	
N_KYSYNTÄ	kysyntöjen	kysyntä|NOUN|Npl|Xgen	
N_KYSYNTÄ	kysyntöihin	kysyntä|NOUN|Npl|Xill	
N_KERTA	kerta	kerta|NOUN|Nsg|Xnom	pcs 
N_KERTA	kertaa	kerta|NOUN|Nsg|Xpar	
N_KERTA	kertana	kerta|NOUN|Nsg|Xess	
N_KERTA	kerrassa	kerta|NOUN|Nsg|Xine	
N_KERTA	kertoina	kerta|NOUN|Npl|Xess	
N_KERTA	kertojen	kerta|NOUN|Npl|Xgen	
N_KERTA	kertoihin	kerta|NOUN|Npl|Xill	
N_SOITTAJA	soittaja	soittaja|NOUN|Nsg|Xnom	player 
N_SOITTAJA	soittajaa	soittaja|NOUN|Nsg|Xpar	
N_SOITTAJA	soittajana	soittaja|NOUN|Nsg|Xess	
N_SOITTAJA	soittajassa	soittaja|NOUN|Nsg|Xine	
N_SOITTAJA	soittajina	soittaja|NOUN|Npl|Xess	
N_SOITTAJA	soittajien	soittaja|NOUN|Npl|Xgen	
N_SOITTAJA	soittajiin	soittaja|NOUN|Npl|Xill	
N_HÖPÖTTÄJÄ	hiihtäjä	hiihtäjä|NOUN|Nsg|Xnom	skier 
N_HÖPÖTTÄJÄ	hiihtäjää	hiihtäjä|NOUN|Nsg|Xpar	
N_HÖPÖTTÄJÄ	hiihtäjänä	hiihtäjä|NOUN|Nsg|Xess	
N_HÖPÖTTÄJÄ	hiihtäjässä	hiihtäjä|NOUN|Nsg|Xine	
N_HÖPÖTTÄJÄ	hiihtäjinä	hiihtäjä|NOUN|Npl|Xess	
N_HÖPÖTTÄJÄ	hiihtäjien	hiihtäjä|NOUN|Npl|Xgen	
N_HÖPÖTTÄJÄ	hiihtäjiin	hiihtäjä|NOUN|Npl|Xill	
N_LUOKKA	luokka	luokka|NOUN|Nsg|Xnom	class 
N_LUOKKA	luokkaa	luokka|NOUN|Nsg|Xpar	
N_LUOKKA	luokkana	luokka|NOUN|Nsg|Xess	
N_LUOKKA	luokassa	luokka|NOUN|Nsg|Xine	
N_LUOKKA	luokkina	luokka|NOUN|Npl|Xess	
N_LUOKKA	luokissa	luokka|NOUN|Npl|Xine	
N_LUOKKA	luokkien	luokka|NOUN|Npl|Xgen	
N_HÖLKKÄ	hölkkä	hölkkä|NOUN|Nsg|Xnom	jog 
N_HÖLKKÄ	hölkkää	hölkkä|NOUN|Nsg|Xpar	
N_HÖLKKÄ	hölkkänä	hölkkä|NOUN|Nsg|Xess	
N_HÖLKKÄ	hölkässä	hölkkä|NOUN|Nsg|Xine	
N_HÖLKKÄ	hölkkinä	hölkkä|NOUN|Npl|Xess	
N_HÖLKKÄ	hölkissä	hölkkä|NOUN|Npl|Xine	
N_HÖLKKÄ	hölkkien	hölkkä|NOUN|Npl|Xgen	
N_KUOPPA	kuoppa	kuoppa|NOUN|Nsg|Xnom	pothole 
N_KUOPPA	kuoppaa	kuoppa|NOUN|Nsg|Xpar	
N_KUOPPA	kuoppana	kuoppa|NOUN|Nsg|Xess	
N_KUOPPA	kuopassa	kuoppa|NOUN|Nsg|Xine	
N_KUOPPA	kuoppina	kuoppa|NOUN|Npl|Xess	
N_KUOPPA	kuopissa	kuoppa|NOUN|Npl|Xine	
N_KUOPPA	kuoppien	kuoppa|NOUN|Npl|Xgen	
N_SEPPÄ	seppä	seppä|NOUN|Nsg|Xnom	blacksmith 
N_SEPPÄ	seppää	seppä|NOUN|Nsg|Xpar	
N_SEPPÄ	seppänä	seppä|NOUN|Nsg|Xess	
N_SEPPÄ	sepässä	seppä|NOUN|Nsg|Xine	
N_SEPPÄ	seppinä	seppä|NOUN|Npl|Xess	
N_SEPPÄ	sepissä	seppä|NOUN|Npl|Xine	
N_SEPPÄ	seppien	seppä|NOUN|Npl|Xgen	
N_ROTTA	rotta	rotta|NOUN|Nsg|Xnom	rat 
N_ROTTA	rottaa	rotta|NOUN|Nsg|Xpar	
N_ROTTA	rottana	rotta|NOUN|Nsg|Xess	
N_ROTTA	rotassa	rotta|NOUN|Nsg|Xine	
N_ROTTA	rottina	rotta|NOUN|Npl|Xess	
N_ROTTA	rotissa	rotta|NOUN|Npl|Xine	
N_ROTTA	rottien	rotta|NOUN|Npl|Xgen	
N_KENTTÄ	kenttä	kenttä|NOUN|Nsg|Xnom	field 
N_KENTTÄ	kenttää	kenttä|NOUN|Nsg|Xpar	
N_KENTTÄ	kenttänä	kenttä|NOUN|Nsg|Xess	
N_KENTTÄ	kentässä	kenttä|NOUN|Nsg|Xine	
N_KENTTÄ	kenttinä	kenttä|NOUN|Npl|Xess	
N_KENTTÄ	kentissä	kenttä|NOUN|Npl|Xine	
N_KENTTÄ	kenttien	kenttä|NOUN|Npl|Xgen	
N_VUOKA	vuoka	vuoka|NOUN|Nsg|Xnom	baking tray 
N_VUOKA	vuokaa	vuoka|NOUN|Nsg|Xpar	
N_VUOKA	vuokana	vuoka|NOUN|Nsg|Xess	
N_VUOKA	vuoassa	vuoka|NOUN|Nsg|Xine	
N_VUOKA	vuo’assa	vuoka|NOUN|Nsg|Xine	
N_VUOKA	vuokina	vuoka|NOUN|Npl|Xess	
N_VUOKA	vuoissa	vuoka|NOUN|Npl|Xine	
N_VUOKA	vuo’issa	vuoka|NOUN|Npl|Xine	
N_VUOKA	vuokien	vuoka|NOUN|Npl|Xgen	
N_IKÄ	ikä	ikä|NOUN|Nsg|Xnom	age 
N_IKÄ	ikää	ikä|NOUN|Nsg|Xpar	
N_IKÄ	ikänä	ikä|NOUN|Nsg|Xess	
N_IKÄ	iässä	ikä|NOUN|Nsg|Xine	
N_IKÄ	i’issä	ikä|NOUN|Npl|Xine	
N_IKÄ	ikiin	ikä|NOUN|Npl|Xill	
N_REIKÄ	reikä	reikä|NOUN|Nsg|Xnom	hole 
N_REIKÄ	reikää	reikä|NOUN|Nsg|Xpar	
N_REIKÄ	reikänä	reikä|NOUN|Nsg|Xess	
N_REIKÄ	reiässä	reikä|NOUN|Nsg|Xine	
N_REIKÄ	rei’issä	reikä|NOUN|Npl|Xine	
N_REIKÄ	reikiin	reikä|NOUN|Npl|Xill	
