new_para	upos	pos	kotus_tn	kotus_av	plurale_tantum	grade_dir	harmony	stem_vowel	stem_diphthong	possessive	clitics
NUM_51kuusitriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kuusitriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kuusitsiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kuusitsiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kuusituhatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kuusiundekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kuusiundekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kuusiviidettä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51kuusiyhdeksättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäbiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäbiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljädekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljädekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäduodekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäduodekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäkahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäkiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäkiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäkolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäkuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäkvadriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäkvadriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäkvintiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäkvintiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäkymmentä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljämiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljämiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäneljättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljänoniljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljänoniljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäoktiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäoktiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäpiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäpiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsataa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsbiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsbiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsdekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsdekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsduodekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsduodekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäseitsemättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsentiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsentiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäseptiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäseptiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäskahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäskiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäskiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäskolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäskuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäskvadriljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäskvadriljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäskvintiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäskvintiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäskymmenes	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsmiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsmiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsneljättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsnoniljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsnoniljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsoktiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsoktiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäspiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäspiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljässadas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljässeitsemättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljässentiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljässentiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljässeptiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljässeptiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljästoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljästredekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljästredekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljästriljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljästriljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljästsiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljästsiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljästuhannes	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsundekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsundekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsviidettä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäsyhdeksättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljätoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljätredekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljätredekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljätriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljätriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljätsiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljätsiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljätuhatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäundekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäundekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäviidettä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51neljäyhdeksättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51puolitoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänbiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänbiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemändekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemändekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänduodekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänduodekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänkahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänkiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänkiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänkolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänkuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänkvadriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänkvadriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänkvintiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänkvintiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänkymmentä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänmiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänmiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänneljättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemännoniljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemännoniljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänoktiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänoktiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänpiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänpiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänsataa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänseitsemättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänsentiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänsentiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänseptiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänseptiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäntoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäntredekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäntredekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäntriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäntriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäntsiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäntsiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäntuhatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänundekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänundekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänviidettä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemänyhdeksättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsbiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsbiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsdekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsdekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsduodekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsduodekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäskahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäskiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäskiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäskolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäskuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäskvadriljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäskvadriljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäskvintiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäskvintiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäskymmenes	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsmiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsmiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsneljästtä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsnoniljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsnoniljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsoktiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsoktiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäspiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäspiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemässadas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemässeitsemättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemässentiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemässentiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemässeptiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemässeptiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemästoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemästredekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemästredekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemästriljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemästriljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemästsiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemästsiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemästuhannes	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsundekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsundekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsviidettä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51seitsemäsyhdeksättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesbiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesbiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesdekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesdekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesduodekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesduodekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viideskahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viideskiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viideskiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viideskolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viideskuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viideskvadriljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viideskvadriljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viideskvintiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viideskvintiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viideskymmenes	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesmiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesmiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesneljästtä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesnoniljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesnoniljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesoktiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesoktiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidespiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidespiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidessadas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesseitsemättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidessentiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidessentiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesseptiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesseptiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidestoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidestredekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidestredekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidestriljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidestriljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidestsiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidestsiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidestuhannes	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesundekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesundekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesviidettä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viidesyhdeksättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisibiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisibiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisidekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisidekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisiduodekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisiduodekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisikahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisikiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisikiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisikolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisikuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisikvadriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisikvadriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisikvintiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisikvintiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisikymmentä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisimiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisimiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisineljättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisinoniljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisinoniljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisioktiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisioktiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisipiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisipiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisisataa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisiseitsemättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisisentiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisisentiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisiseptiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisiseptiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisitoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisitredekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisitredekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisitriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisitriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisitsiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisitsiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisituhatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisiundekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisiundekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisiviidettä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51viisiyhdeksättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänbiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänbiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksändekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksändekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänduodekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänduodekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänkahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänkiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänkiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänkolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänkuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänkvadriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänkvadriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänkvintiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänkvintiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänkymmentä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänmiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänmiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänneljättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksännoniljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksännoniljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänoktiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänoktiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänpiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänpiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänsataa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänseitsemättä	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänsentiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
NUM_51yhdeksänsentiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False
