lemma	homonym	argument
havainnollistaa	1	intransitive
havainnollistua	1	intransitive
havaita	1	intransitive
havista	1	intransitive
havisuttaa	1	intransitive
havitella	1	intransitive
havuttaa	1	intransitive
hedelmöidä	1	intransitive
hedelmöittyä	1	intransitive
hedelmöittää	1	intransitive
hedelmöityä	1	intransitive
hedgata	1	intransitive
hehkua	1	intransitive
hehkuttaa	1	intransitive
heihettää	1	intransitive
heijastaa	1	intransitive
heijastella	1	intransitive
heijastua	1	intransitive
heijata	1	intransitive
heikentyä	1	intransitive
heikentää	1	intransitive
heiketä	1	intransitive
heikontaa	1	intransitive
heikontua	1	intransitive
heikota	1	intransitive
heikottaa	1	intransitive
heilahdella	1	intransitive
heilahduttaa	1	intransitive
heilahtaa	1	intransitive
heilastella	1	intransitive
heilautella	1	intransitive
heilauttaa	1	intransitive
heilimoida	1	intransitive
heilimöidä	1	intransitive
heilua	1	intransitive
heilutella	1	intransitive
heiluttaa	1	intransitive
heinittyä	1	intransitive
heinittää	1	intransitive
heitellä	1	intransitive
heitteillejättää	1	intransitive
heittelehtiä	1	intransitive
heittomerkittää	1	intransitive
heittyä	1	intransitive
heittäytyä	1	intransitive
heittää	1	intransitive
heitättää	1	intransitive
heivata	1	intransitive
heivauttaa	1	intransitive
hekkumoida	1	intransitive
hekotella	1	intransitive
hekottaa	1	intransitive
hekumoida	1	intransitive
helistellä	1	intransitive
helistä	1	intransitive
helistää	1	intransitive
helisyttää	1	intransitive
helkkyä	1	intransitive
helkytellä	1	intransitive
helkyttää	1	intransitive
helkähtää	1	intransitive
helkätä	1	intransitive
hellitellä	1	intransitive
hellittää	1	intransitive
hellitä	1	intransitive
helliä	1	intransitive
hellyttää	1	intransitive
hellätä	1	intransitive
helmeillä	1	intransitive
helmestää	1	intransitive
heloittaa	1	intransitive
helottaa	1	intransitive
helpontaa	1	intransitive
helpontua	1	intransitive
helpota	1	intransitive
helpottaa	1	intransitive
helpottua	1	intransitive
helppotajuistaa	1	intransitive
helskytellä	1	intransitive
helskyttää	1	intransitive
helskyä	1	intransitive
helskähtää	1	intransitive
helskää	1	intransitive
heltyä	1	intransitive
helähdellä	1	intransitive
helähdyttää	1	intransitive
helähtää	1	intransitive
heläjää	1	intransitive
heläyttää	1	intransitive
hemaista	1	intransitive
hemmotella	1	intransitive
hempeillä	1	intransitive
hengailla	1	intransitive
hengata	1	intransitive
hengellistää	1	intransitive
hengitellä	1	intransitive
hengittää	1	intransitive
hengähtää	1	intransitive
hengästyttää	1	intransitive
hengästyä	1	intransitive
henkevöidä	1	intransitive
henkevöittää	1	intransitive
henkevöityä	1	intransitive
henkilöidä	1	intransitive
henkilöityä	1	intransitive
henkistyä	1	intransitive
henkistää	1	intransitive
henkivakuuttaa	1	intransitive
henkiä	1	intransitive
henkäillä	1	intransitive
henkäistä	1	intransitive
hennata	1	intransitive
hennoa	1	intransitive
hentoilla	1	intransitive
herahdella	1	intransitive
herahtaa	1	intransitive
herauttaa	1	intransitive
heristellä	1	intransitive
heristyä	1	intransitive
heristää	1	intransitive
herjailla	1	intransitive
herjata	1	intransitive
herjetä	1	intransitive
herkentyä	1	intransitive
herkentää	1	intransitive
herketä	1	intransitive
herkistellä	1	intransitive
herkistyä	1	intransitive
herkistää	1	intransitive
herkutella	1	intransitive
hermoilla	1	intransitive
hermostua	1	intransitive
hermostuttaa	1	intransitive
hermottaa	1	intransitive
hermottua	1	intransitive
herpaannuttaa	1	intransitive
herpaantua	1	intransitive
herpaista	1	intransitive
herpauttaa	1	intransitive
herpautua	1	intransitive
herraantua	1	intransitive
herrastella	1	intransitive
herroitella	1	intransitive
hersyä	1	intransitive
herua	1	intransitive
heruttaa	1	intransitive
hervahtaa	1	intransitive
hervota	1	intransitive
heräillä	1	intransitive
herätellä	1	intransitive
herättää	1	intransitive
herätä	1	intransitive
hetkahtaa	1	intransitive
hetkauttaa	1	intransitive
hetkua	1	intransitive
hetkutella	1	intransitive
hetkuttaa	1	intransitive
hevostella	1	intransitive
hidastaa	1	intransitive
hidastella	1	intransitive
hidastua	1	intransitive
hidastuttaa	1	intransitive
hiekkapestä	1	intransitive
hiekkapuhaltaa	1	intransitive
hiekoittaa	1	intransitive
hiekoituttaa	1	intransitive
hienontaa	1	intransitive
hienontua	1	intransitive
hienosahata	1	intransitive
hienostaa	1	intransitive
hienostella	1	intransitive
hienostua	1	intransitive
hienosäätää	1	intransitive
hienota	1	intransitive
hieraista	1	intransitive
hierarkisoida	1	intransitive
hieroa	1	intransitive
hieroskella	1	intransitive
hierottaa	1	intransitive
hieroutua	1	intransitive
hiertyä	1	intransitive
hiertää	1	intransitive
hiestyä	1	intransitive
hiestää	1	intransitive
hievahtaa	1	intransitive
hievauttaa	1	intransitive
hiffata	1	intransitive
hihhuloida	1	intransitive
hihitellä	1	intransitive
hihittää	1	intransitive
hihityttää	1	intransitive
hihkaista	1	intransitive
hihkua	1	intransitive
hihnoittaa	1	intransitive
hiihdellä	1	intransitive
hiihtää	1	intransitive
hiilestää	1	intransitive
hiilettyä	1	intransitive
hiilettää	1	intransitive
hiilihapottaa	1	intransitive
hiilittää	1	intransitive
hiillostaa	1	intransitive
hiillostua	1	intransitive
hiillyttää	1	intransitive
hiiltyä	1	intransitive
hiiltää	1	intransitive
hiipata	1	intransitive
hiipiä	1	intransitive
hiippailla	1	intransitive
hiipua	1	intransitive
hiiskahtaa	1	intransitive
hiiskua	1	intransitive
hiissata	1	intransitive
hiitata	1	intransitive
hiivata	1	intransitive
hiiviskellä	1	intransitive
hiivittää	1	intransitive
hikata	1	intransitive
hikeentyä	1	intransitive
hikeytyä	1	intransitive
hikoilla	1	intransitive
hikoiluttaa	1	intransitive
hilata	1	intransitive
hilautua	1	intransitive
hiljennellä	1	intransitive
hiljentyä	1	intransitive
hiljentää	1	intransitive
hiljetä	1	intransitive
hillitä	1	intransitive
hillota	1	intransitive
hillottaa	1	intransitive
hilloutua	1	intransitive
hillua	1	intransitive
hilpaista	1	intransitive
hilsehtiä	1	intransitive
hilseillä	1	intransitive
hilsettyä	1	intransitive
himmentyä	1	intransitive
himmentää	1	intransitive
himmetä	1	intransitive
himoita	1	intransitive
himota	1	intransitive
himottaa	1	intransitive
hinata	1	intransitive
hinauttaa	1	intransitive
hinautua	1	intransitive
hinkata	1	intransitive
hinkua	1	intransitive
hinnoitella	1	intransitive
hinnoittaa	1	intransitive
hioa	1	intransitive
hiostaa	1	intransitive
hiostua	1	intransitive
hiostuttaa	1	intransitive
hiota	1	intransitive
hiottaa	1	intransitive
hioutua	1	intransitive
hipaista	1	intransitive
hipelöidä	1	intransitive
hipoa	1	intransitive
hipsiä	1	intransitive
hipsutella	1	intransitive
hipsuttaa	1	intransitive
hirmustua	1	intransitive
hirnahdella	1	intransitive
hirnahtaa	1	intransitive
hirnua	1	intransitive
hirttyä	1	intransitive
hirttäytyä	1	intransitive
hirttää	1	intransitive
hirtättää	1	intransitive
hirvestää	1	intransitive
hirvetä	1	intransitive
hirvitellä	1	intransitive
hirvittää	1	intransitive
hirvitä	1	intransitive
hisahtaa	1	intransitive
hissata	1	intransitive
hissutella	1	intransitive
hissuttaa	1	intransitive
historioida	1	intransitive
hitsaantua	1	intransitive
hitsata	1	intransitive
hitsautua	1	intransitive
hiuduttaa	1	intransitive
hiukaista	1	intransitive
hiukoa	1	intransitive
hiutaloida	1	intransitive
hiutua	1	intransitive
hivauttaa	1	intransitive
hivellä	1	intransitive
hiveltää	1	intransitive
hiventää	1	intransitive
hivuttaa	1	intransitive
hivuttautua	1	intransitive
hohdella	1	intransitive
hohkaa	1	intransitive
hohkata	1	intransitive
hohkua	1	intransitive
hohottaa	1	intransitive
hohtaa	1	intransitive
hoidattaa	1	intransitive
hoidella	1	intransitive
hoikentaa	1	intransitive
hoikentua	1	intransitive
hoiketa	1	intransitive
hoikistaa	1	intransitive
hoikistua	1	intransitive
hoilata	1	intransitive
hoilottaa	1	intransitive
hoiperrella	1	intransitive
hoipertaa	1	intransitive
hoippua	1	intransitive
hoippuroida	1	intransitive
hoitaa	1	intransitive
hoitua	1	intransitive
hoivailla	1	intransitive
hoivata	1	intransitive
hokea	1	intransitive
hokittaa	1	intransitive
hoksata	1	intransitive
holahtaa	1	intransitive
holauttaa	1	intransitive
holhota	1	intransitive
holottaa	1	intransitive
holvata	1	intransitive
holvittaa	1	intransitive
homehduttaa	1	intransitive
homehtua	1	intransitive
hommailla	1	intransitive
hommata	1	intransitive
hommautua	1	intransitive
homogeenistaa	1	intransitive
homogenisoida	1	intransitive
homogenisoitua	1	intransitive
homogenoida	1	intransitive
homoilla	1	intransitive
homostella	1	intransitive
hompsottaa	1	intransitive
honata	1	intransitive
honottaa	1	intransitive
hoonata	1	intransitive
hoopoilla	1	intransitive
hoosata	1	intransitive
hopeoida	1	intransitive
hopeoitua	1	intransitive
hoppuilla	1	intransitive
hoputtaa	1	intransitive
horista	1	intransitive
horjahdella	1	intransitive
horjahtaa	1	intransitive
horjua	1	intransitive
horjuttaa	1	intransitive
horrostaa	1	intransitive
hortoilla	1	intransitive
hosua	1	intransitive
hotaista	1	intransitive
hotkaista	1	intransitive
hotkia	1	intransitive
hotsittaa	1	intransitive
houkutella	1	intransitive
houkuttaa	1	intransitive
houkuttua	1	intransitive
hourailla	1	intransitive
houria	1	intransitive
huhkia	1	intransitive
huhtoa	1	intransitive
huhuilla	1	intransitive
huhuta	1	intransitive
huidella	1	intransitive
huijata	1	intransitive
huikaista	1	intransitive
huikaistua	1	intransitive
huikata	1	intransitive
huikennella	1	intransitive
huilata	1	intransitive
huilia	1	intransitive
huimata	1	intransitive
huimeta	1	intransitive
huimia	1	intransitive
huipata	1	intransitive
huipentaa	1	intransitive
huipentua	1	intransitive
huipeta	1	intransitive
huipistaa	1	intransitive
huipistua	1	intransitive
huiputtaa	1	intransitive
huiskaa	1	intransitive
huiskahtaa	1	intransitive
huiskaista	1	intransitive
huiskauttaa	1	intransitive
huiskia	1	intransitive
huiskuttaa	1	intransitive
huispata	1	intransitive
huitaista	1	intransitive
huitoa	1	intransitive
hujahtaa	1	intransitive
hujauttaa	1	intransitive
hujeltaa	1	intransitive
hukata	1	intransitive
hukkaantua	1	intransitive
hukkautua	1	intransitive
hukkua	1	intransitive
hukuttaa	1	intransitive
hukuttautua	1	intransitive
hulahtaa	1	intransitive
hulauttaa	1	intransitive
hulinoida	1	intransitive
huljahtaa	1	intransitive
huljauttaa	1	intransitive
huljua	1	intransitive
huljutella	1	intransitive
huljuttaa	1	intransitive
hullaannuttaa	1	intransitive
hullaantua	1	intransitive
hullutella	1	intransitive
hulmahdella	1	intransitive
hulmahtaa	1	intransitive
hulmauttaa	1	intransitive
hulmuta	1	intransitive
hulvahtaa	1	intransitive
humaanistaa	1	intransitive
humaanistua	1	intransitive
humahdella	1	intransitive
humahtaa	1	intransitive
humalluttaa	1	intransitive
humaltua	1	intransitive
humanisoida	1	intransitive
humanisoitua	1	intransitive
humauttaa	1	intransitive
huminoida	1	intransitive
humista	1	intransitive
hummailla	1	intransitive
hummata	1	intransitive
humpata	1	intransitive
humpsahtaa	1	intransitive
humputella	1	intransitive
humputtaa	1	intransitive
hunnuttaa	1	intransitive
huoahdella	1	intransitive
huoahtaa	1	intransitive
huoata	1	intransitive
huohottaa	1	intransitive
huoistaa	1	intransitive
huoistua	1	intransitive
huojahdella	1	intransitive
huojahtaa	1	intransitive
huojentaa	1	intransitive
huojentua	1	intransitive
huojeta	1	intransitive
huojistaa	1	intransitive
huojistua	1	intransitive
huojua	1	intransitive
huojutella	1	intransitive
huojuttaa	1	intransitive
huokailla	1	intransitive
huokaista	1	intransitive
huokoistua	1	intransitive
huokua	1	intransitive
huolehtia	1	intransitive
huolestua	1	intransitive
huolestuttaa	1	intransitive
huolettaa	1	intransitive
huolia	1	intransitive
huolita	1	intransitive
huolitella	1	intransitive
huollattaa	1	intransitive
huoltaa	1	intransitive
huomata	1	intransitive
huomautella	1	intransitive
huomauttaa	1	intransitive
huomia	1	intransitive
huomioida	1	intransitive
huomioonottaa	1	intransitive
huonontaa	1	intransitive
huonontua	1	intransitive
huonota	1	intransitive
huopauttaa	1	intransitive
huopua	1	intransitive
huorahtaa	1	intransitive
huorata	1	intransitive
huostaanottaa	1	intransitive
huovata	1	intransitive
huovuttaa	1	intransitive
hupailla	1	intransitive
hupsahtaa	1	intransitive
hupsia	1	intransitive
hupsutella	1	intransitive
hurahdella	1	intransitive
hurahtaa	1	intransitive
hurauttaa	1	intransitive
hurista	1	intransitive
huristaa	1	intransitive
huristella	1	intransitive
hurjastella	1	intransitive
hurjeta	1	intransitive
hurjistaa	1	intransitive
hurjistua	1	intransitive
hurjistuttaa	1	intransitive
hurmaantua	1	intransitive
hurmata	1	intransitive
hurmautua	1	intransitive
hurmioitua	1	intransitive
hurrata	1	intransitive
hurskastella	1	intransitive
hurvitella	1	intransitive
huseerata	1	intransitive
hustlata	1	intransitive
hutaista	1	intransitive
hutiloida	1	intransitive
hutkia	1	intransitive
huudahdella	1	intransitive
huudahtaa	1	intransitive
huudattaa	1	intransitive
huudatuttaa	1	intransitive
huudella	1	intransitive
huuhdella	1	intransitive
huuhtaista	1	intransitive
huuhtoa	1	intransitive
huuhtoutua	1	intransitive
huuleilla	1	intransitive
huultaa	1	intransitive
huumaannuttaa	1	intransitive
huumaantua	1	intransitive
huumata	1	intransitive
huumautua	1	intransitive
huurruttaa	1	intransitive
huurtaa	1	intransitive
huurtua	1	intransitive
huuruta	1	intransitive
huuruuntua	1	intransitive
huushollata	1	intransitive
huutaa	1	intransitive
huutokaupata	1	intransitive
huventaa	1	intransitive
huveta	1	intransitive
huvimatkailla	1	intransitive
huvitella	1	intransitive
huvittaa	1	intransitive
huvittua	1	intransitive
hydrata	1	intransitive
hydratoida	1	intransitive
hydrodesulfuroida	1	intransitive
hydroloida	1	intransitive
hydrolysoida	1	intransitive
hyhmettyä	1	intransitive
hykerrellä	1	intransitive
hykerryttää	1	intransitive
hykertää	1	intransitive
hyljeksiä	1	intransitive
hyljätä	1	intransitive
hylkiä	1	intransitive
hyllyttää	1	intransitive
hyllyä	1	intransitive
hylätä	1	intransitive
hymistellä	1	intransitive
hymistä	1	intransitive
hymyillä	1	intransitive
hymyilyttää	1	intransitive
hymytä	1	intransitive
hymähdellä	1	intransitive
hymähtää	1	intransitive
hypellä	1	intransitive
hypistellä	1	intransitive
hypittää	1	intransitive
hypityttää	1	intransitive
hypnotisoida	1	intransitive
hypnotisoitua	1	intransitive
hypostatisoida	1	intransitive
hyppelehtiä	1	intransitive
hyppiä	1	intransitive
hyppyyttää	1	intransitive
hyppäyttää	1	intransitive
hypähdellä	1	intransitive
hypähtää	1	intransitive
hypätä	1	intransitive
hyristä	1	intransitive
hyrrätä	1	intransitive
hyrskiä	1	intransitive
hyrskytä	1	intransitive
hyrskähtää	1	intransitive
hyrähtää	1	intransitive
hyräillä	1	intransitive
hyssytellä	1	intransitive
hyssyttää	1	intransitive
hytistä	1	intransitive
hytisyttää	1	intransitive
hytkytellä	1	intransitive
hytkyttää	1	intransitive
hytkyä	1	intransitive
hytkähdellä	1	intransitive
hytkähdyttää	1	intransitive
hytkähtää	1	intransitive
hytkäyttää	1	intransitive
hyvitellä	1	intransitive
hyvittää	1	intransitive
hyväillä	1	intransitive
hyväksilaskettaa	1	intransitive
hyväksyttää	1	intransitive
hyväksyä	1	intransitive
hyvästellä	1	intransitive
hyydyttää	1	intransitive
hyysätä	1	intransitive
hyytelöidä	1	intransitive
hyytelöityä	1	intransitive
hyytyä	1	intransitive
hyytää	1	intransitive
hyödyntää	1	intransitive
hyödyttää	1	intransitive
hyökkäillä	1	intransitive
hyökyä	1	intransitive
hyökätä	1	intransitive
hyöriä	1	intransitive
hyötyä	1	intransitive
hyötää	1	intransitive
hähättää	1	intransitive
häikäillä	1	intransitive
häikäistyä	1	intransitive
häikäistä	1	intransitive
häilyä	1	intransitive
häilähdellä	1	intransitive
häilähtää	1	intransitive
häippäistä	1	intransitive
häippästä	1	intransitive
häipyä	1	intransitive
häipätä	1	intransitive
häiriintyä	1	intransitive
häiriköidä	1	intransitive
häiritä	1	intransitive
häiriytyä	1	intransitive
häivyttää	1	intransitive
häivähtää	1	intransitive
häkellyttää	1	intransitive
häkeltyä	1	intransitive
häkilöidä	1	intransitive
hälinöidä	1	intransitive
hälistä	1	intransitive
hälventyä	1	intransitive
hälventää	1	intransitive
hälvetä	1	intransitive
hälyttyä	1	intransitive
hälyttää	1	intransitive
hälytä	1	intransitive
hälyyttää	1	intransitive
hämmennyttää	1	intransitive
hämmentyä	1	intransitive
hämmentää	1	intransitive
hämmästellä	1	intransitive
hämmästyttää	1	intransitive
hämmästyä	1	intransitive
hämärryttää	1	intransitive
hämärtyä	1	intransitive
hämärtää	1	intransitive
hämätä	1	intransitive
hämäännyttää	1	intransitive
hämääntyä	1	intransitive
hännystellä	1	intransitive
häpeillä	1	intransitive
häpäistä	1	intransitive
härkkiä	1	intransitive
härmettyä	1	intransitive
härmistyä	1	intransitive
härmistää	1	intransitive
härmääntyä	1	intransitive
härnäillä	1	intransitive
härnätä	1	intransitive
härskiintyä	1	intransitive
härskiytyä	1	intransitive
häslätä	1	intransitive
hässiä	1	intransitive
hätiköidä	1	intransitive
hätistellä	1	intransitive
hätistää	1	intransitive
hätkähdellä	1	intransitive
hätkähdyttää	1	intransitive
hätkähtää	1	intransitive
hätkäyttää	1	intransitive
hätyytellä	1	intransitive
hätyyttää	1	intransitive
hätäillä	1	intransitive
