lemma	NOUN	blacklist
Tasa	PROPN	propn-blocking
Tasamaa	PROPN	propn-blocking
Tasanko	PROPN	propn-blocking
Tasankomaa	PROPN	propn-blocking
Tasanne	PROPN	propn-blocking
Tasapää	PROPN	propn-blocking
Tasavalta	PROPN	propn-blocking
Tasku	PROPN	propn-blocking
Taso	PROPN	propn-blocking
Tassu	PROPN	propn-blocking
Tatti	PROPN	propn-blocking
Taulu	PROPN	propn-blocking
Tausta	PROPN	propn-blocking
Taverna	PROPN	propn-blocking
Tavi	PROPN	propn-blocking
Teema	PROPN	propn-blocking
Teeri	PROPN	propn-blocking
Teho	PROPN	propn-blocking
Teini	PROPN	propn-blocking
Tekari	PROPN	propn-blocking
Teko	PROPN	propn-blocking
Tekojärvi	PROPN	propn-blocking
Tekolampi	PROPN	propn-blocking
Tela	PROPN	propn-blocking
Telakka	PROPN	propn-blocking
Telatie	PROPN	propn-blocking
Telkkä	PROPN	propn-blocking
Temppu	PROPN	propn-blocking
Tennis	PROPN	propn-blocking
Teollisuusalue	PROPN	propn-blocking
Teollisuuskylä	PROPN	propn-blocking
Teos	PROPN	propn-blocking
Terapia	PROPN	propn-blocking
Tere	PROPN	propn-blocking
Terska	PROPN	propn-blocking
Terva	PROPN	propn-blocking
Tervahauta	PROPN	propn-blocking
Tervahovi	PROPN	propn-blocking
Tervakko	PROPN	propn-blocking
Tervaleppä	PROPN	propn-blocking
Tervaskanto	PROPN	propn-blocking
Terä	PROPN	propn-blocking
Teräs	PROPN	propn-blocking
Terävä	PROPN	propn-blocking
Teva	PROPN	propn-blocking
Tie	PROPN	propn-blocking
Tienhaara	PROPN	propn-blocking
Tienlaita	PROPN	propn-blocking
Tienmutka	PROPN	propn-blocking
Tiensivu	PROPN	propn-blocking
Tienvarsi	PROPN	propn-blocking
Tienvieri	PROPN	propn-blocking
Tieto	PROPN	propn-blocking
Tietty	PROPN	propn-blocking
Tietäväinen	PROPN	propn-blocking
Tiili	PROPN	propn-blocking
Tikapuu	PROPN	propn-blocking
Tikka	PROPN	propn-blocking
Tikkari	PROPN	propn-blocking
Tila	PROPN	propn-blocking
Tili	PROPN	propn-blocking
Tilkka	PROPN	propn-blocking
Tilkku	PROPN	propn-blocking
Tilli	PROPN	propn-blocking
Tippa	PROPN	propn-blocking
Tippi	PROPN	propn-blocking
Tissi	PROPN	propn-blocking
Tiukka	PROPN	propn-blocking
Tivoli	PROPN	propn-blocking
Tohtori	PROPN	propn-blocking
Tohveli	PROPN	propn-blocking
Toimi	PROPN	propn-blocking
Toive	PROPN	propn-blocking
Toivo	PROPN	propn-blocking
Toki	PROPN	propn-blocking
Tokko	PROPN	propn-blocking
Tollo	PROPN	propn-blocking
Tolppa	PROPN	propn-blocking
Tonni	PROPN	propn-blocking
Tontti	PROPN	propn-blocking
Tonttimaa	PROPN	propn-blocking
Tonttu	PROPN	propn-blocking
Torakka	PROPN	propn-blocking
Tori	PROPN	propn-blocking
Torni	PROPN	propn-blocking
Torppa	PROPN	propn-blocking
Torvi	PROPN	propn-blocking
Tossu	PROPN	propn-blocking
Toukka	PROPN	propn-blocking
Trilogia	PROPN	propn-blocking
Trioli	PROPN	propn-blocking
Troppi	PROPN	propn-blocking
Trulli	PROPN	propn-blocking
Tuhiseva	PROPN	propn-blocking
Tuhlari	PROPN	propn-blocking
Tuhti	PROPN	propn-blocking
Tuikku	PROPN	propn-blocking
Tuisku	PROPN	propn-blocking
Tukala	PROPN	propn-blocking
Tukeva	PROPN	propn-blocking
Tuki	PROPN	propn-blocking
Tukikohta	PROPN	propn-blocking
Tulenkestävä	PROPN	propn-blocking
Tuleva	PROPN	propn-blocking
Tuli	PROPN	propn-blocking
Tulikivi	PROPN	propn-blocking
Tulipalo	PROPN	propn-blocking
Tulisija	PROPN	propn-blocking
Tulivuori	PROPN	propn-blocking
Tulkki	PROPN	propn-blocking
Tulla	PROPN	propn-blocking
Tulle	PROPN	propn-blocking
Tulli	PROPN	propn-blocking
Tulliliitto	PROPN	propn-blocking
Tulliportti	PROPN	propn-blocking
Tulokas	PROPN	propn-blocking
Tulvamaa	PROPN	propn-blocking
Tuma	PROPN	propn-blocking
Tumma	PROPN	propn-blocking
Tunkio	PROPN	propn-blocking
Tunneli	PROPN	propn-blocking
Tunto	PROPN	propn-blocking
Tunturi	PROPN	propn-blocking
Tunturijärvi	PROPN	propn-blocking
Tunturikuru	PROPN	propn-blocking
Tunturilampi	PROPN	propn-blocking
Tuohi	PROPN	propn-blocking
Tuoksu	PROPN	propn-blocking
Tuomenkukka	PROPN	propn-blocking
Tuomi	PROPN	propn-blocking
Tuonela	PROPN	propn-blocking
Tuonnimmainen	PROPN	propn-blocking
Tuore	PROPN	propn-blocking
Tuotos	PROPN	propn-blocking
Tuova	PROPN	propn-blocking
Tupakka	PROPN	propn-blocking
Tupakki	PROPN	propn-blocking
Tuppi	PROPN	propn-blocking
Tuppo	PROPN	propn-blocking
Tupsu	PROPN	propn-blocking
Turiseva	PROPN	propn-blocking
Turska	PROPN	propn-blocking
Turva	PROPN	propn-blocking
Turvesuo	PROPN	propn-blocking
Tusina	PROPN	propn-blocking
Tussu	PROPN	propn-blocking
Tutti	PROPN	propn-blocking
Tuttu	PROPN	propn-blocking
Tuulenpesä	PROPN	propn-blocking
Tuulensuoja	PROPN	propn-blocking
Tuulentupa	PROPN	propn-blocking
Tuuli	PROPN	propn-blocking
Tuulihattu	PROPN	propn-blocking
Tuulimylly	PROPN	propn-blocking
Tuulinen	PROPN	propn-blocking
Tuulispää	PROPN	propn-blocking
Tuuri	PROPN	propn-blocking
Tuutti	PROPN	propn-blocking
Tykki	PROPN	propn-blocking
Tylli	PROPN	propn-blocking
Tylsä	PROPN	propn-blocking
Tynkä	PROPN	propn-blocking
Typpi	PROPN	propn-blocking
Tyrmä	PROPN	propn-blocking
Tyrni	PROPN	propn-blocking
Tyvi	PROPN	propn-blocking
Tyyni	PROPN	propn-blocking
Tähkä	PROPN	propn-blocking
Tähkäpää	PROPN	propn-blocking
Tähti	PROPN	propn-blocking
Tähtinen	PROPN	propn-blocking
Täkäläinen	PROPN	propn-blocking
Tälli	PROPN	propn-blocking
Täpärä	PROPN	propn-blocking
Tökerö	PROPN	propn-blocking
Tölkki	PROPN	propn-blocking
Tölli	PROPN	propn-blocking
Töllö	PROPN	propn-blocking
Törmä	PROPN	propn-blocking
Töyssy	PROPN	propn-blocking
Uhrikivi	PROPN	propn-blocking
Uhrilehto	PROPN	propn-blocking
Uhrilähde	PROPN	propn-blocking
Uimaranta	PROPN	propn-blocking
Uimari	PROPN	propn-blocking
Uitto	PROPN	propn-blocking
Uittohaka	PROPN	propn-blocking
Uittokanava	PROPN	propn-blocking
Uittoruuhi	PROPN	propn-blocking
Uittoyhdistys	PROPN	propn-blocking
Ukki	PROPN	propn-blocking
Ukko	PROPN	propn-blocking
Ukkonen	PROPN	propn-blocking
Ukonhattu	PROPN	propn-blocking
Ulappa	PROPN	propn-blocking
Ulkoluoto	PROPN	propn-blocking
Ulkoneva	PROPN	propn-blocking
Ulkopohja	PROPN	propn-blocking
Ulkosaari	PROPN	propn-blocking
Ulkosatama	PROPN	propn-blocking
Ullakko	PROPN	propn-blocking
Ulommainen	PROPN	propn-blocking
Ulpukka	PROPN	propn-blocking
Umpinainen	PROPN	propn-blocking
Umpiperä	PROPN	propn-blocking
Umpisolmu	PROPN	propn-blocking
Umpisuoli	PROPN	propn-blocking
Unelma	PROPN	propn-blocking
Uneton	PROPN	propn-blocking
Unhola	PROPN	propn-blocking
Unikko	PROPN	propn-blocking
Untuva	PROPN	propn-blocking
Uoma	PROPN	propn-blocking
Ura	PROPN	propn-blocking
Uraani	PROPN	propn-blocking
Urakka	PROPN	propn-blocking
Urbaanilegenda	PROPN	propn-blocking
Usko	PROPN	propn-blocking
Uudistalo	PROPN	propn-blocking
Uudistila	PROPN	propn-blocking
Uuma	PROPN	propn-blocking
Uupunut	PROPN	propn-blocking
Uuras	PROPN	propn-blocking
Uurna	PROPN	propn-blocking
Uutinen	PROPN	propn-blocking
Uuttera	PROPN	propn-blocking
Vaahtera	PROPN	propn-blocking
Vaahto	PROPN	propn-blocking
Vaaka	PROPN	propn-blocking
Vaan	PROPN	propn-blocking
Vaania	PROPN	propn-blocking
Vaara	PROPN	propn-blocking
Vaaranalainen	PROPN	propn-blocking
Vaaranlaki	PROPN	propn-blocking
Vaaranrinne	PROPN	propn-blocking
Vadelma	PROPN	propn-blocking
Vaha	PROPN	propn-blocking
Vahti	PROPN	propn-blocking
Vaimo	PROPN	propn-blocking
Vakio	PROPN	propn-blocking
Vala	PROPN	propn-blocking
Valaja	PROPN	propn-blocking
Vale	PROPN	propn-blocking
Valikko	PROPN	propn-blocking
Valimo	PROPN	propn-blocking
Valju	PROPN	propn-blocking
Valkki	PROPN	propn-blocking
Valkoinen	PROPN	propn-blocking
Valla	PROPN	propn-blocking
Valli	PROPN	propn-blocking
Valmis	PROPN	propn-blocking
Valo	PROPN	propn-blocking
Valovirta	PROPN	propn-blocking
Valpas	PROPN	propn-blocking
Valta	PROPN	propn-blocking
Valtakunta	PROPN	propn-blocking
Valtatie	PROPN	propn-blocking
Valtimo	PROPN	propn-blocking
Valtiovarainministeriö	PROPN	propn-blocking
Valtti	PROPN	propn-blocking
Valu	PROPN	propn-blocking
Vamma	PROPN	propn-blocking
Vana	PROPN	propn-blocking
Vanha	PROPN	propn-blocking
Vankka	PROPN	propn-blocking
Vanne	PROPN	propn-blocking
Vappu	PROPN	propn-blocking
Vara	PROPN	propn-blocking
Varakas	PROPN	propn-blocking
Varaton	PROPN	propn-blocking
Varikko	PROPN	propn-blocking
Varis	PROPN	propn-blocking
Varjo	PROPN	propn-blocking
Varma	PROPN	propn-blocking
Varova	PROPN	propn-blocking
Varpunen	PROPN	propn-blocking
Varras	PROPN	propn-blocking
Varsa	PROPN	propn-blocking
Vartalo	PROPN	propn-blocking
Vartija	PROPN	propn-blocking
Vartio	PROPN	propn-blocking
Vartti	PROPN	propn-blocking
Varuskunta	PROPN	propn-blocking
Varvas	PROPN	propn-blocking
Vasa	PROPN	propn-blocking
Vasara	PROPN	propn-blocking
Vasikka	PROPN	propn-blocking
Vasikkahaka	PROPN	propn-blocking
Vaski	PROPN	propn-blocking
Vastakarva	PROPN	propn-blocking
Vastamaa	PROPN	propn-blocking
Vastamäki	PROPN	propn-blocking
Vastaranta	PROPN	propn-blocking
Vastarinne	PROPN	propn-blocking
Vastike	PROPN	propn-blocking
Vatukka	PROPN	propn-blocking
Vauhko	PROPN	propn-blocking
Vaurio	PROPN	propn-blocking
Vedenjakaja	PROPN	propn-blocking
Vedenjuoksu	PROPN	propn-blocking
Vedenpohja	PROPN	propn-blocking
Vehnäpelto	PROPN	propn-blocking
Veikkaus	PROPN	propn-blocking
Veisto	PROPN	propn-blocking
Veisu	PROPN	propn-blocking
Vekara	PROPN	propn-blocking
Vekseli	PROPN	propn-blocking
Velho	PROPN	propn-blocking
Veli	PROPN	propn-blocking
Velkainen	PROPN	propn-blocking
Velkoja	PROPN	propn-blocking
Veltto	PROPN	propn-blocking
Venakko	PROPN	propn-blocking
Veneenpohja	PROPN	propn-blocking
Veneranta	PROPN	propn-blocking
Ventti	PROPN	propn-blocking
Venymä	PROPN	propn-blocking
Verho	PROPN	propn-blocking
Verkko	PROPN	propn-blocking
Verohallinto	PROPN	propn-blocking
Verohallitus	PROPN	propn-blocking
Verta	PROPN	propn-blocking
Veräjä	PROPN	propn-blocking
Vesihiisi	PROPN	propn-blocking
Vesikivi	PROPN	propn-blocking
Vesikko	PROPN	propn-blocking
Vesilasku	PROPN	propn-blocking
Vesinoro	PROPN	propn-blocking
Vesiperä	PROPN	propn-blocking
Vesipää	PROPN	propn-blocking
Vesitammi	PROPN	propn-blocking
Vesitie	PROPN	propn-blocking
Vesuri	PROPN	propn-blocking
Vetelä	PROPN	propn-blocking
Viemäri	PROPN	propn-blocking
Vientiluotto	PROPN	propn-blocking
Vieras	PROPN	propn-blocking
Vieremä	PROPN	propn-blocking
Vieri	PROPN	propn-blocking
Vierusta	PROPN	propn-blocking
Vietti	PROPN	propn-blocking
Vietto	PROPN	propn-blocking
Vietävä	PROPN	propn-blocking
Vihainen	PROPN	propn-blocking
Vihanta	PROPN	propn-blocking
Vihattu	PROPN	propn-blocking
Vihi	PROPN	propn-blocking
Vihko	PROPN	propn-blocking
Vihma	PROPN	propn-blocking
Vihne	PROPN	propn-blocking
Viholainen	PROPN	propn-blocking
Vihollinen	PROPN	propn-blocking
Vihtori	PROPN	propn-blocking
Viidakko	PROPN	propn-blocking
Viikari	PROPN	propn-blocking
Viikate	PROPN	propn-blocking
Viikuna	PROPN	propn-blocking
Viileke	PROPN	propn-blocking
Viili	PROPN	propn-blocking
Viimeinen	PROPN	propn-blocking
Viinamäki	PROPN	propn-blocking
Viinimaa	PROPN	propn-blocking
Viiri	PROPN	propn-blocking
Viiru	PROPN	propn-blocking
Viisari	PROPN	propn-blocking
Viisi	PROPN	propn-blocking
Viisikanta	PROPN	propn-blocking
Viisikko	PROPN	propn-blocking
Viisikymppinen	PROPN	propn-blocking
Viitonen	PROPN	propn-blocking
Viitta	PROPN	propn-blocking
Viive	PROPN	propn-blocking
Viivyttäjä	PROPN	propn-blocking
Vika	PROPN	propn-blocking
Vikkelä	PROPN	propn-blocking
Vilja	PROPN	propn-blocking
Viljava	PROPN	propn-blocking
Viljavarasto	PROPN	propn-blocking
Viljavuori	PROPN	propn-blocking
Vilkas	PROPN	propn-blocking
Vilke	PROPN	propn-blocking
Vilkku	PROPN	propn-blocking
Villa	PROPN	propn-blocking
Villi	PROPN	propn-blocking
Villikko	PROPN	propn-blocking
Vilpas	PROPN	propn-blocking
Vilpoinen	PROPN	propn-blocking
Vilpola	PROPN	propn-blocking
Vilu	PROPN	propn-blocking
Vimma	PROPN	propn-blocking
Vinka	PROPN	propn-blocking
Vinkkeli	PROPN	propn-blocking
Vinkki	PROPN	propn-blocking
Vinkua	PROPN	propn-blocking
Vinkuva	PROPN	propn-blocking
Vintti	PROPN	propn-blocking
Vipu	PROPN	propn-blocking
Vire	PROPN	propn-blocking
Virkatie	PROPN	propn-blocking
Virkku	PROPN	propn-blocking
Virsi	PROPN	propn-blocking
Virta	PROPN	propn-blocking
Virtainen	PROPN	propn-blocking
Virveli	PROPN	propn-blocking
Vispilä	PROPN	propn-blocking
Vo	PROPN	propn-blocking
Voima	PROPN	propn-blocking
Voimala	PROPN	propn-blocking
Voirasia	PROPN	propn-blocking
Voitto	PROPN	propn-blocking
Voivuori	PROPN	propn-blocking
Voltti	PROPN	propn-blocking
Votka	PROPN	propn-blocking
Vouti	PROPN	propn-blocking
Vuo	PROPN	propn-blocking
Vuohennokka	PROPN	propn-blocking
Vuohi	PROPN	propn-blocking
Vuono	PROPN	propn-blocking
Vuorenrinne	PROPN	propn-blocking
Vuori	PROPN	propn-blocking
Vuoripuro	PROPN	propn-blocking
Vuoristo	PROPN	propn-blocking
Vuoristolampi	PROPN	propn-blocking
Vuotava	PROPN	propn-blocking
Vuoto	PROPN	propn-blocking
Vyöhihna	PROPN	propn-blocking
Väistö	PROPN	propn-blocking
Väkevä	PROPN	propn-blocking
Väkinäinen	PROPN	propn-blocking
Väli	PROPN	propn-blocking
Välikkö	PROPN	propn-blocking
Välikorva	PROPN	propn-blocking
Välinen	PROPN	propn-blocking
Välipohja	PROPN	propn-blocking
Välitila	PROPN	propn-blocking
Välittäjä	PROPN	propn-blocking
Välivesi	PROPN	propn-blocking
Välivuori	PROPN	propn-blocking
Väljä	PROPN	propn-blocking
Välke	PROPN	propn-blocking
Välkky	PROPN	propn-blocking
Välttävä	PROPN	propn-blocking
Vänkä	PROPN	propn-blocking
Väre	PROPN	propn-blocking
Väri	PROPN	propn-blocking
Västäräkki	PROPN	propn-blocking
Väylä	PROPN	propn-blocking
Väänne	PROPN	propn-blocking
Vääntäjä	PROPN	propn-blocking
Vääntö	PROPN	propn-blocking
Väärtti	PROPN	propn-blocking
Väärä	PROPN	propn-blocking
Yhteislaidun	PROPN	propn-blocking
Yhtiö	PROPN	propn-blocking
Yhtymä	PROPN	propn-blocking
Ykkönen	PROPN	propn-blocking
Yksinäinen	PROPN	propn-blocking
Yksipuinen	PROPN	propn-blocking
Ylhäinen	PROPN	propn-blocking
Ylikäytävä	PROPN	propn-blocking
Ylimeno	PROPN	propn-blocking
Ylimmäinen	PROPN	propn-blocking
Ylin	PROPN	propn-blocking
Ylivuotinen	PROPN	propn-blocking
Ylle	PROPN	propn-blocking
Yltiö	PROPN	propn-blocking
Yläleuka	PROPN	propn-blocking
Ylämaa	PROPN	propn-blocking
Ylämäki	PROPN	propn-blocking
Ylänkö	PROPN	propn-blocking
Ylänne	PROPN	propn-blocking
Yläpohja	PROPN	propn-blocking
Yläpää	PROPN	propn-blocking
Ylärinne	PROPN	propn-blocking
Ylävirta	PROPN	propn-blocking
Ylävä	PROPN	propn-blocking
Ymmyrkäinen	PROPN	propn-blocking
Ympyriäinen	PROPN	propn-blocking
Ympyrä	PROPN	propn-blocking
Ympäristöministeriö	PROPN	propn-blocking
Ynnä	PROPN	propn-blocking
Yritys	PROPN	propn-blocking
Yrtti	PROPN	propn-blocking
Yrttitarha	PROPN	propn-blocking
Yökkö	PROPN	propn-blocking
Yölintu	PROPN	propn-blocking
Yömaja	PROPN	propn-blocking
Yösija	PROPN	propn-blocking
abi	NOUN	tooshortforcompound
abo	NOUN	tooshortforcompound
aga	NOUN	tooshortforcompound
aho	NOUN	tooshortforcompound
aie	NOUN	tooshortforcompound
ais	NOUN	tooshortforcompound
ajo	NOUN	tooshortforcompound
aju	NOUN	tooshortforcompound
ala	NOUN	tooshortforcompound
ale	NOUN	tooshortforcompound
ane	NOUN	tooshortforcompound
ape	NOUN	tooshortforcompound
apu	NOUN	tooshortforcompound
ara	NOUN	tooshortforcompound
aro	NOUN	tooshortforcompound
ase	NOUN	tooshortforcompound
aso	NOUN	tooshortforcompound
asu	NOUN	tooshortforcompound
avi	NOUN	tooshortforcompound
avu	NOUN	tooshortforcompound
bar	ADV	tooshortforcompound
bei	NOUN	tooshortforcompound
bet	NOUN	tooshortforcompound
bio	NOUN	tooshortforcompound
bit	NOUN	tooshortforcompound
boa	NOUN	tooshortforcompound
cad	NOUN	tooshortforcompound
ces	NOUN	tooshortforcompound
cha	NOUN	tooshortforcompound
cis	NOUN	tooshortforcompound
cup	NOUN	tooshortforcompound
dia	NOUN	tooshortforcompound
duo	NOUN	tooshortforcompound
ecu	NOUN	tooshortforcompound
ego	NOUN	tooshortforcompound
ele	NOUN	tooshortforcompound
elo	NOUN	tooshortforcompound
emi	NOUN	tooshortforcompound
emo	NOUN	tooshortforcompound
emu	NOUN	tooshortforcompound
emä	NOUN	tooshortforcompound
eno	NOUN	tooshortforcompound
epo	NOUN	tooshortforcompound
ero	NOUN	tooshortforcompound
erä	NOUN	tooshortforcompound
esy	NOUN	tooshortforcompound
etu	NOUN	tooshortforcompound
eve	NOUN	tooshortforcompound
evä	NOUN	tooshortforcompound
ewe	NOUN	tooshortforcompound
fan	NOUN	tooshortforcompound
fii	NOUN	tooshortforcompound
fis	NOUN	tooshortforcompound
fon	NOUN	tooshortforcompound
fot	NOUN	tooshortforcompound
fox	NOUN	tooshortforcompound
fut	NOUN	tooshortforcompound
ga	NOUN	tooshortforcompound
gay	NOUN	tooshortforcompound
geg	NOUN	tooshortforcompound
ges	NOUN	tooshortforcompound
gis	NOUN	tooshortforcompound
hai	INTJ	tooshortforcompound
hie	NOUN	tooshortforcompound
hiv	NOUN	tooshortforcompound
hlö	NOUN	tooshortforcompound
hop	NOUN	tooshortforcompound
hra	NOUN	tooshortforcompound
hää	PRON	tooshortforcompound
ido	NOUN	tooshortforcompound
ien	NOUN	tooshortforcompound
ies	NOUN	tooshortforcompound
iho	NOUN	tooshortforcompound
ikä	NOUN	tooshortforcompound
ilo	NOUN	tooshortforcompound
imu	NOUN	tooshortforcompound
isi	NOUN	tooshortforcompound
iso	NOUN	tooshortforcompound
isä	NOUN	tooshortforcompound
itu	NOUN	tooshortforcompound
itä	NOUN	tooshortforcompound
iva	NOUN	tooshortforcompound
jae	NOUN	tooshortforcompound
jao	NOUN	tooshortforcompound
jgo	NOUN	tooshortforcompound
jin	NOUN	tooshortforcompound
jju	NOUN	tooshortforcompound
jää	NOUN	tooshortforcompound
jöö	NOUN	tooshortforcompound
kea	NOUN	omorfi
kip	NOUN	tooshortforcompound
kko	NOUN	tooshortforcompound
klo	NOUN	tooshortforcompound
kni	NOUN	tooshortforcompound
koe	NOUN	tooshortforcompound
koi	NOUN	tooshortforcompound
kom	NOUN	tooshortforcompound
kos	NOUN	tooshortforcompound
kui	NOUN	omorfi
kuu	NOUN	tooshortforcompound
kwa	NOUN	tooshortforcompound
kyy	NOUN	tooshortforcompound
köö	NOUN	tooshortforcompound
lao	NOUN	tooshortforcompound
lassa	NOUN	omorfi
lei	NOUN	tooshortforcompound
lek	NOUN	tooshortforcompound
leu	NOUN	tooshortforcompound
lev	NOUN	tooshortforcompound
lex	NOUN	tooshortforcompound
lkt	NOUN	tooshortforcompound
luo	NOUN	tooshortforcompound
luu	NOUN	tooshortforcompound
lux	NOUN	tooshortforcompound
maa	NOUN	tooshortforcompound
mam	NOUN	tooshortforcompound
mgo	NOUN	tooshortforcompound
min	NOUN	tooshortforcompound
moa	NOUN	tooshortforcompound
mon	NOUN	omorfi
myy	NOUN	tooshortforcompound
naan	NOUN	omorfi
nro	ADV	tooshortforcompound
nyy	NOUN	tooshortforcompound
oas	NOUN	tooshortforcompound
ofo	NOUN	tooshortforcompound
oja	NOUN	tooshortforcompound
oka	NOUN	tooshortforcompound
olo	NOUN	tooshortforcompound
ope	NOUN	tooshortforcompound
opo	NOUN	tooshortforcompound
ops	NOUN	tooshortforcompound
ora	NOUN	tooshortforcompound
ori	NOUN	tooshortforcompound
osa	NOUN	tooshortforcompound
ota	NOUN	tooshortforcompound
ote	NOUN	tooshortforcompound
oto	NOUN	tooshortforcompound
ovi	NOUN	tooshortforcompound
oz	NOUN	tooshortforcompound
pai	INTJ	omorfi
pam	INTJ	tooshortforcompound
par	NOUN	omorfi
pee	NOUN	tooshortforcompound
pii	NOUN	tooshortforcompound
pop	NOUN	tooshortforcompound
pub	NOUN	tooshortforcompound
puu	NOUN	tooshortforcompound
pyy	NOUN	tooshortforcompound
pää	NOUN	tooshortforcompound
qof	NOUN	tooshortforcompound
rad	NOUN	tooshortforcompound
rae	NOUN	tooshortforcompound
rap	NOUN	tooshortforcompound
rex	NOUN	tooshortforcompound
rio	NOUN	tooshortforcompound
ron	NOUN	tooshortforcompound
rva	NOUN	tooshortforcompound
rwa	NOUN	tooshortforcompound
sac	NOUN	tooshortforcompound
san	NOUN	tooshortforcompound
sei	NOUN	tooshortforcompound
sek	NOUN	tooshortforcompound
sir	ADV	tooshortforcompound
sol	NOUN	tooshortforcompound
som	NOUN	tooshortforcompound
suo	NOUN	tooshortforcompound
suu	NOUN	tooshortforcompound
syy	NOUN	tooshortforcompound
säe	NOUN	tooshortforcompound
sää	PRON	tooshortforcompound
tae	NOUN	tooshortforcompound
tag	NOUN	tooshortforcompound
tai	ADV	omorfi
tai	NOUN	omorfi
tao	NOUN	tooshortforcompound
tau	NOUN	tooshortforcompound
tay	NOUN	tooshortforcompound
tee	NOUN	tooshortforcompound
tef	NOUN	tooshortforcompound
tes	NOUN	tooshortforcompound
tet	NOUN	omorfi
tho	NOUN	tooshortforcompound
tic	NOUN	tooshortforcompound
tie	NOUN	tooshortforcompound
tii	NOUN	tooshortforcompound
tiu	NOUN	tooshortforcompound
tiv	NOUN	tooshortforcompound
tri	NOUN	tooshortforcompound
tule	NOUN	omorfi
turpa	PROPN	propn-blocking
twi	NOUN	tooshortforcompound
työ	NOUN	tooshortforcompound
täi	NOUN	tooshortforcompound
ufo	NOUN	tooshortforcompound
uho	NOUN	tooshortforcompound
ula	NOUN	tooshortforcompound
uni	NOUN	tooshortforcompound
upo	NOUN	tooshortforcompound
ura	NOUN	tooshortforcompound
ute	NOUN	tooshortforcompound
utu	NOUN	tooshortforcompound
vai	NOUN	omorfi
vav	NOUN	tooshortforcompound
vip	NOUN	tooshortforcompound
voi	INTJ	tooshortforcompound
vuo	NOUN	tooshortforcompound
vyö	NOUN	tooshortforcompound
wap	NOUN	tooshortforcompound
web	NOUN	tooshortforcompound
wok	NOUN	tooshortforcompound
won	NOUN	tooshortforcompound
yay	NOUN	tooshortforcompound
yki	NOUN	tooshortforcompound
ysi	NOUN	tooshortforcompound
yty	NOUN	tooshortforcompound
yva	NOUN	tooshortforcompound
yö	NOUN	tooshortforcompound
zen	NOUN	tooshortforcompound
äes	NOUN	tooshortforcompound
