lemma	homonym	boundaries
rikkihappo	1	rikki{WB}happo
rikkiheksafluoridi	1	rikkiheksa{WB}fluoridi
rikkikaivos	1	rikki{WB}kaivos
rikkikiisu	1	rikki{WB}kiisu
rikkioksidi	1	rikki{WB}oksidi
rikkipitoinen	1	rikki{WB}pitoinen
rikkipäästö	1	rikki{WB}päästö
rikkirauta	1	rikki{WB}rauta
rikkisinappikaasu	1	rikki{WB}sinappikaasu
rikkitulitikku	1	rikki{WB}tulitikku
rikkivety	1	rikki{WB}vety
rikkiviisaasti	1	rikki{WB}viisaasti
rikkiviisas	1	rikki{WB}viisas
rikkiviisas	2	rikki{WB}viisas
rikkiviisaus	1	rikki{WB}viisaus
rikkokasvi	1	rikko{WB}kasvi
rikkomuksentekijä	1	rikkomuksen{WB}tekijä
rikkurityövoima	1	rikkuri{WB}työ{WB}voima
rikoksensuosija	1	rikoksen{WB}suosija
rikoksentekijä	1	rikoksen{WB}tekijä
rikoksentorjunta	1	rikoksen{WB}torjunta
rikoksenuusija	1	rikoksen{WB}uusija
rikollissyndikaatti	1	rikollis{WB}syndikaatti
rikosaalto	1	rikos{WB}aalto
rikosasia	1	rikos{WB}asia
rikosaste	1	rikos{WB}aste
rikosdraama	1	rikos{WB}draama
rikoselokuva	1	rikos{WB}elo{WB}kuva
rikosetsivä	1	rikos{WB}etsivä
rikosfilmi	1	rikos{WB}filmi
rikosilmoitus	1	rikos{WB}ilmoitus
rikosjuttu	1	rikos{WB}juttu
rikoskanne	1	rikos{WB}kanne
rikoskertomus	1	rikos{WB}kertomus
rikoskomisario	1	rikos{WB}komisario
rikoskonkurrenssi	1	rikos{WB}konkurrenssi
rikoskumppani	1	rikos{WB}kumppani
rikoskumppanuus	1	rikos{WB}kumppanuus
rikoslaki	1	rikos{WB}laki
rikosluettelo	1	rikos{WB}luettelo
rikosluonteinen	1	rikos{WB}luonteinen
rikosmaailma	1	rikos{WB}maailma
rikosoikeudellinen	1	rikos{WB}oikeudellinen
rikosoikeudenkäynti	1	rikos{WB}oikeuden{WB}käynti
rikosoikeus	1	rikos{WB}oikeus
rikosopillinen	1	rikos{WB}opillinen
rikosoppi	1	rikos{WB}oppi
rikosoppinut	1	rikos{WB}oppinut
rikospaikka	1	rikos{WB}paikka
rikospoliisi	1	rikos{WB}poliisi
rikosprosessi	1	rikos{WB}prosessi
rikospsykologia	1	rikos{WB}psykologia
rikosrekisteri	1	rikos{WB}rekisteri
rikosromaani	1	rikos{WB}romaani
rikossarja	1	rikos{WB}sarja
rikossyyte	1	rikos{WB}syyte
rikostekninen	1	rikos{WB}tekninen
rikostoveri	1	rikos{WB}toveri
rikostuomioistuin	1	rikos{WB}tuomioistuin
rikostutkija	1	rikos{WB}tutkija
rikostutkimus	1	rikos{WB}tutkimus
rikostutkimusoppi	1	rikos{WB}tutkimus{WB}oppi
rikostutkinta	1	rikos{WB}tutkinta
rikosuutinen	1	rikos{WB}uutinen
rillipäinen	1	rilli{WB}päinen
rillipää	1	rilli{WB}pää
Rillitie	1	Rilli{WB}tie
rimakauhu	1	rima{WB}kauhu
rimalauta	1	rima{WB}lauta
rimalevy	1	rima{WB}levy
rimanalitus	1	riman{WB}alitus
rimpiletto	1	rimpi{WB}letto
rimpineva	1	rimpi{WB}neva
rimpisuo	1	rimpi{WB}suo
rimpsuhame	1	rimpsu{WB}hame
rimpsuhelma	1	rimpsu{WB}helma
rimpsuhelmainen	1	rimpsu{WB}helmainen
rimpsureuna	1	rimpsu{WB}reuna
rimpsureunainen	1	rimpsu{WB}reunainen
rinnakkaisajo	1	rinnakkais{WB}ajo
rinnakkaiselo	1	rinnakkais{WB}elo
rinnakkaisilmiö	1	rinnakkais{WB}ilmiö
rinnakkaiskäyttö	1	rinnakkais{WB}käyttö
rinnakkaisliitäntä	1	rinnakkais{WB}liitäntä
rinnakkaisluokka	1	rinnakkais{WB}luokka
rinnakkaislääke	1	rinnakkais{WB}lääke
rinnakkaisohjelma	1	rinnakkais{WB}ohjelma
rinnakkaispiiri	1	rinnakkais{WB}piiri
rinnakkaisportti	1	rinnakkais{WB}portti
rinnakkaispuhelin	1	rinnakkais{WB}puhelin
rinnakkaissuoritus	1	rinnakkais{WB}suoritus
rinnakkaissävellaji	1	rinnakkais{WB}sävel{WB}laji
rinnakkaistapaus	1	rinnakkais{WB}tapaus
rinnakkaistuontivalmiste	1	rinnakkais{WB}tuonti{WB}valmiste
rinnakkaisvakuutus	1	rinnakkais{WB}vakuutus
rinnankytkentä	1	rinnan{WB}kytkentä
rinnankäyttö	1	rinnan{WB}käyttö
rinnanmitta	1	rinnan{WB}mitta
rinnanpoistoleikkaus	1	rinnanpoisto{WB}leikkaus
rinnanpää	1	rinnan{WB}pää
rinnanympärys	1	rinnan{WB}ympärys
rinnanympärysmitta	1	rinnan{WB}ympärys{WB}mitta
rinnastuskonjunktio	1	rinnastus{WB}konjunktio
rinnastussuhde	1	rinnastus{WB}suhde
rinneniitty	1	rinne{WB}niitty
rinnepelto	1	rinne{WB}pelto
rinneravintola	1	rinne{WB}ravintola
rinnetalo	1	rinne{WB}talo
rinnusmikrofoni	1	rinnus{WB}mikrofoni
rintaelin	1	rinta{WB}elin
rintaelinkirurgia	1	rinta{WB}elin{WB}kirurgia
rintaevä	1	rinta{WB}evä
rintahaarniska	1	rinta{WB}haarniska
rintaimplantti	1	rinta{WB}implantti
rintakappale	1	rinta{WB}kappale
rintakarvat	1	rinta{WB}karvat
rintakehä	1	rinta{WB}kehä
rintakipu	1	rinta{WB}kipu
rintakirurgia	1	rinta{WB}kirurgia
rintakoriste	1	rinta{WB}koriste
rintakoru	1	rinta{WB}koru
rintakukka	1	rinta{WB}kukka
rintakuppi	1	rinta{WB}kuppi
rintakuva	1	rinta{WB}kuva
rintakäänne	1	rinta{WB}käänne
rintalappu	1	rinta{WB}lappu
rintalapsi	1	rinta{WB}lapsi
rintalapullinen	1	rinta{WB}lapullinen
rintalaputon	1	rinta{WB}laputon
rintalaskos	1	rinta{WB}laskos
rintaleike	1	rinta{WB}leike
rintalevy	1	rinta{WB}levy
rintaliha	1	rinta{WB}liha
rintalihas	1	rinta{WB}lihas
rintaliivit	1	rinta{WB}liivit
rintamaa	1	rinta{WB}maa
rintamahyökkäys	1	rintama{WB}hyökkäys
rintamaito	1	rinta{WB}maito
rintamakarkuri	1	rintama{WB}karkuri
rintamakarkuruus	1	rintama{WB}karkuruus
rintamakiila	1	rintama{WB}kiila
rintamakirjeenvaihtaja	1	rintama{WB}kirjeen{WB}vaihtaja
rintamalinja	1	rintama{WB}linja
rintamamies	1	rintama{WB}mies
rintamamiesjärjestö	1	rintama{WB}mies{WB}järjestö
rintamantakainen	1	rintaman{WB}takainen
rintamapalvelus	1	rintama{WB}palvelus
rintamasotilas	1	rintama{WB}sotilas
rintamasuunta	1	rintama{WB}suunta
rintamaukkonen	1	rintama{WB}ukkonen
rintamaupseeri	1	rintama{WB}upseeri
rintamaveteraani	1	rintama{WB}veteraani
rintamerkki	1	rinta{WB}merkki
rintanappi	1	rinta{WB}nappi
rintaneula	1	rinta{WB}neula
rintanikama	1	rinta{WB}nikama
rintaontelo	1	rinta{WB}ontelo
rintaosa	1	rinta{WB}osa
rintapaisti	1	rinta{WB}paisti
rintapala	1	rinta{WB}pala
rintapanssari	1	rinta{WB}panssari
rintapelti	1	rinta{WB}pelti
rintaperillinen	1	rinta{WB}perillinen
rintaperintö	1	rinta{WB}perintö
rintapieli	1	rinta{WB}pieli
rintapistos	1	rinta{WB}pistos
rintapora	1	rinta{WB}pora
rintaproteesi	1	rinta{WB}proteesi
rintapumppu	1	rinta{WB}pumppu
rintarauhanen	1	rinta{WB}rauhanen
rintarauhaskipu	1	rintarauhas{WB}kipu
rintarauhassairaus	1	rintarauhas{WB}sairaus
rintaresonanssi	1	rinta{WB}resonanssi
rintarossi	1	rinta{WB}rossi
rintaruokinta	1	rinta{WB}ruokinta
rintaruokittu	1	rinta{WB}ruokittu
rintasokeri	1	rinta{WB}sokeri
rintasolki	1	rinta{WB}solki
rintasuojus	1	rinta{WB}suojus
rintasyöpä	1	rinta{WB}syöpä
rintatasku	1	rinta{WB}tasku
rintatulehdus	1	rinta{WB}tulehdus
rintatähti	1	rinta{WB}tähti
rintauimari	1	rinta{WB}uimari
rintauinti	1	rinta{WB}uinti
rintavarustus	1	rinta{WB}varustus
rintaääni	1	rinta{WB}ääni
riodejaneirolainen	1	rio{WB}de{WB}janeirolainen
Ripakanvesi	1	Ripakan{WB}vesi
ripakinttu	1	ripa{WB}kinttu
ripeäliikkeinen	1	ripeä{WB}liikkeinen
ripeäotteinen	1	ripeä{WB}otteinen
rippi-isä	1	rippi-isä
rippijuhla	1	rippi{WB}juhla
rippikehotus	1	rippi{WB}kehotus
rippikoulu	1	rippi{WB}koulu
rippikouluikä	1	rippi{WB}koulu{WB}ikä
rippikouluikäinen	1	rippi{WB}koulu{WB}ikäinen
rippikoululainen	1	rippi{WB}koululainen
rippikoululeiri	1	rippi{WB}koulu{WB}leiri
rippikoulunkäymätön	1	rippi{WB}koulunkäymätön
rippikoulunkäynti	1	rippi{WB}koulun{WB}käynti
rippikoulunopettaja	1	rippi{WB}koulun{WB}opettaja
rippikoulupoika	1	rippi{WB}koulu{WB}poika
rippikoulutodistus	1	rippi{WB}koulu{WB}todistus
rippikoulutyttö	1	rippi{WB}koulu{WB}tyttö
rippikuva	1	rippi{WB}kuva
rippilahja	1	rippi{WB}lahja
rippilapsi	1	rippi{WB}lapsi
rippileiri	1	rippi{WB}leiri
rippipappi	1	rippi{WB}pappi
rippipuhe	1	rippi{WB}puhe
rippipuku	1	rippi{WB}puku
rippisaarna	1	rippi{WB}saarna
rippisalaisuus	1	rippi{WB}salaisuus
rippisanat	1	rippi{WB}sanat
rippituoli	1	rippi{WB}tuoli
ripsieläin	1	ripsi{WB}eläin
ripsiharja	1	ripsi{WB}harja
ripsinauha	1	ripsi{WB}nauha
ripsisidos	1	ripsi{WB}sidos
ripsiväri	1	ripsi{WB}väri
ripsiäislaji	1	ripsiäis{WB}laji
ripsujalkaleguaani	1	ripsujalka{WB}leguaani
ripsulisko	1	ripsu{WB}lisko
ripsureuna	1	ripsu{WB}reuna
ripsureunainen	1	ripsu{WB}reunainen
ripulilääke	1	ripuli{WB}lääke
ripulipotilas	1	ripuli{WB}potilas
ripustuskoukku	1	ripustus{WB}koukku
risalakki	1	risa{WB}lakki
risedronaatti	1	rise{WB}dronaatti
risiinikasvi	1	risiini{WB}kasvi
risiiniöljy	1	risiini{WB}öljy
risiiniöljyhappo	1	risiiniöljy{WB}happo
riskialtis	1	riski{WB}altis
riskialttius	1	riski{WB}alttius
riskienhallinta	1	riskien{WB}hallinta
riskiluokitus	1	riski{WB}luokitus
riskiluokka	1	riski{WB}luokka
riskinottaja	1	riskin{WB}ottaja
riskinottohalu	1	riskinotto{WB}halu
riskinottohaluinen	1	riskinotto{WB}haluinen
riskipääoma	1	riski{WB}pää{WB}oma
riskipääomasijoittaja	1	riskipääoma{WB}sijoittaja
riskipääomasijoitus	1	riskipääoma{WB}sijoitus
riskiraha	1	riski{WB}raha
riskirahasto	1	riski{WB}rahasto
riskirahoitus	1	riski{WB}rahoitus
riskiraskaus	1	riski{WB}raskaus
riskiryhmä	1	riski{WB}ryhmä
riskiseksi	1	riski{WB}seksi
riskisijoitus	1	riski{WB}sijoitus
riskisynnyttäjä	1	riski{WB}synnyttäjä
riskitekijä	1	riski{WB}tekijä
risteilyalus	1	risteily{WB}alus
risteilyohjus	1	risteily{WB}ohjus
risteysajo	1	risteys{WB}ajo
risteysalue	1	risteys{WB}alue
risteysasema	1	risteys{WB}asema
risteyskohta	1	risteys{WB}kohta
risteyskolari	1	risteys{WB}kolari
risteysmerkki	1	risteys{WB}merkki
risteyspaikka	1	risteys{WB}paikka
risteytymiseste	1	risteytymis{WB}este
risteytysjalostus	1	risteytys{WB}jalostus
risteytyskoe	1	risteytys{WB}koe
risteytystulos	1	risteytys{WB}tulos
ristiaallokko	1	risti{WB}aallokko
ristiallergia	1	risti{WB}allergia
ristiaskel	1	risti{WB}askel
ristiholvi	1	risti{WB}holvi
ristihuuli	1	risti{WB}huuli
ristihyppely	1	risti{WB}hyppely
ristihämähäkki	1	risti{WB}hämähäkki
ristiin rastiin	1	ristiin rastiin
ristiinnaulita	1	ristiin{WB}naulita
ristiinnaulitunkuva	1	ristiinnaulitun{WB}kuva
ristiinpukeutuminen	1	ristiin{WB}pukeutuminen
risti-istunta	1	risti-istunta
ristijousto	1	risti{WB}jousto
Ristijärvi	1	Risti{WB}järvi
ristikanavapuudutus	1	ristikanava{WB}puudutus
ristikantaruuvi	1	ristikanta{WB}ruuvi
ristikappale	1	risti{WB}kappale
ristikirkko	1	risti{WB}kirkko
ristikkoikkuna	1	ristikko{WB}ikkuna
ristikkokuvio	1	ristikko{WB}kuvio
ristikkorakenne	1	ristikko{WB}rakenne
ristikkorakenteinen	1	ristikko{WB}rakenteinen
ristikkorunko	1	ristikko{WB}runko
ristikkosilta	1	ristikko{WB}silta
ristikkäispaine	1	ristikkäis{WB}paine
ristikollinen	1	risti{WB}kollinen
ristikudosrengas	1	risti{WB}kudos{WB}rengas
ristikukka	1	risti{WB}kukka
ristikukkainen	1	risti{WB}kukkainen
ristikukkainen	2	risti{WB}kukkainen
ristikukkaiskasvi	1	risti{WB}kukkais{WB}kasvi
ristikulma	1	risti{WB}kulma
ristikuningas	1	risti{WB}kuningas
ristikuulustelija	1	risti{WB}kuulustelija
ristikuulustella	1	risti{WB}kuulustella
ristikuulustelu	1	risti{WB}kuulustelu
ristikuva	1	risti{WB}kuva
ristikuvaus	1	risti{WB}kuvaus
ristikuvioinen	1	risti{WB}kuvioinen
ristikärkitaltta	1	risti{WB}kärki{WB}taltta
ristilaukka	1	risti{WB}laukka
ristilukki	1	risti{WB}lukki
ristiluu	1	risti{WB}luu
Ristiläntie	1	Ristilän{WB}tie
ristinikama	1	risti{WB}nikama
ristinivel	1	risti{WB}nivel
ristinkuolema	1	ristin{WB}kuolema
ristinmerkki	1	ristin{WB}merkki
ristinolla	1	risti{WB}nolla
ristinpuu	1	ristin{WB}puu
ristintie	1	ristin{WB}tie
Ristintie	1	Ristin{WB}tie
ristiote	1	risti{WB}ote
ristipaine	1	risti{WB}paine
ristipisto	1	risti{WB}pisto
ristipistokirjonta	1	risti{WB}pisto{WB}kirjonta
ristipunos	1	risti{WB}punos
ristipurenta	1	risti{WB}purenta
ristipäämeisseli	1	risti{WB}pää{WB}meisseli
ristipääpora	1	ristipää{WB}pora
ristipääruuvi	1	risti{WB}pää{WB}ruuvi
ristipääruuvitaltta	1	ristipää{WB}ruuvitaltta
ristipäätaltta	1	risti{WB}pää{WB}taltta
ristipölytteinen	1	risti{WB}pölytteinen
ristipölytys	1	risti{WB}pölytys
ristiretkeläinen	1	risti{WB}retkeläinen
ristiretki	1	risti{WB}retki
ristiriidaton	1	risti{WB}riidaton
ristiriipunta	1	risti{WB}riipunta
ristiriita	1	risti{WB}riita
ristiriitainen	1	risti{WB}riitainen
ristiriitaisuus	1	risti{WB}riitaisuus
ristiriitatilanne	1	risti{WB}riita{WB}tilanne
ristiritari	1	risti{WB}ritari
ristirouva	1	risti{WB}rouva
ristisaatto	1	risti{WB}saatto
ristisanatehtävä	1	risti{WB}sana{WB}tehtävä
ristiselkä	1	risti{WB}selkä
ristiselkäkipu	1	risti{WB}selkäkipu
ristiside	1	risti{WB}side
ristisidonta	1	risti{WB}sidonta
ristisiitetty	1	risti{WB}siitetty
ristisiitos	1	risti{WB}siitos
ristisiittoinen	1	risti{WB}siittoinen
ristisorsa	1	risti{WB}sorsa
ristisyöttö	1	risti{WB}syöttö
ristitaulukko	1	risti{WB}taulukko
ristiteritys	1	risti{WB}teritys
Ristitie	1	Risti{WB}tie
ristituli	1	risti{WB}tuli
ristitulo	1	risti{WB}tulo
ristiturpa	1	risti{WB}turpa
ristiura	1	risti{WB}ura
ristiuraruuvi	1	risti{WB}ura{WB}ruuvi
ristivaneri	1	risti{WB}vaneri
ristiverinen	1	risti{WB}verinen
ristiveto	1	risti{WB}veto
ristiviittaus	1	risti{WB}viittaus
ristivirtaus	1	risti{WB}virtaus
ristivyö	1	risti{WB}vyö
ristivyöheitto	1	risti{WB}vyö{WB}heitto
ristivyöote	1	risti{WB}vyö{WB}ote
ristiässä	1	risti{WB}ässä
Ristontie	1	Riston{WB}tie
risuaita	1	risu{WB}aita
risujäte	1	risu{WB}jäte
risukasa	1	risu{WB}kasa
risuparta	1	risu{WB}parta
risupartainen	1	risu{WB}partainen
risusavotta	1	risu{WB}savotta
ritariballadi	1	ritari{WB}balladi
ritarihuone	1	ritari{WB}huone
ritarihyve	1	ritari{WB}hyve
ritari-ihanne	1	ritari-ihanne
ritarikannus	1	ritari{WB}kannus
ritariksilyönti	1	ritariksi{WB}lyönti
ritarikunta	1	ritari{WB}kunta
ritarilaitos	1	ritari{WB}laitos
ritarilaulu	1	ritari{WB}laulu
ritarilinna	1	ritari{WB}linna
ritarimerkki	1	ritari{WB}merkki
ritarinkannus	1	ritarin{WB}kannus
ritarinkello	1	ritarin{WB}kello
ritarinkukka	1	ritarin{WB}kukka
ritarinköynnös	1	ritarin{WB}köynnös
ritaripalvelu	1	ritari{WB}palvelu
ritariperhonen	1	ritari{WB}perhonen
ritarirakkaus	1	ritari{WB}rakkaus
ritariromaani	1	ritari{WB}romaani
ritarirunous	1	ritari{WB}runous
ritarisääty	1	ritari{WB}sääty
ritilähylly	1	ritilä{WB}hylly
ritilämatto	1	ritilä{WB}matto
rituaalimurha	1	rituaali{WB}murha
rituaalitanssi	1	rituaali{WB}tanssi
rituaaliteurastus	1	rituaali{WB}teurastus
ritvakoivu	1	ritva{WB}koivu
riukuaita	1	riuku{WB}aita
riuskaotteinen	1	riuska{WB}otteinen
rivakkaotteinen	1	rivakka{WB}otteinen
rivienvälinen	1	rivien{WB}välinen
rivijäsen	1	rivi{WB}jäsen
rivikansalainen	1	rivi{WB}kansalainen
rivikansanedustaja	1	rivi{WB}kansan{WB}edustaja
rivikirjoitin	1	rivi{WB}kirjoitin
rivikylvö	1	rivi{WB}kylvö
rivikylvökone	1	rivi{WB}kylvö{WB}kone
rivilatomakone	1	rivi{WB}latomakone
rivimies	1	rivi{WB}mies
rivimoottori	1	rivi{WB}moottori
rivinalinen	1	rivin{WB}alinen
rivinsiirto	1	rivin{WB}siirto
rivinvaihdin	1	rivin{WB}vaihdin
rivinvaihto	1	rivin{WB}vaihto
rivinvaihtonäppäin	1	rivin{WB}vaihto{WB}näppäin
rivinväli	1	rivin{WB}väli
rivinylinen	1	rivin{WB}ylinen
riviparlamentaarikko	1	rivi{WB}parlamentaarikko
rivisotilas	1	rivi{WB}sotilas
rivitalo	1	rivi{WB}talo
rivitaloalue	1	rivi{WB}talo{WB}alue
rivitalohuoneisto	1	rivi{WB}talo{WB}huoneisto
rivitalonpätkä	1	rivi{WB}talon{WB}pätkä
rivitalo-osake	1	rivi{WB}talo-osake
rivitanssi	1	rivi{WB}tanssi
rivitekniikka	1	rivi{WB}tekniikka
rivivaltuutettu	1	rivi{WB}valtuutettu
riviväli	1	rivi{WB}väli
rivopuheinen	1	rivo{WB}puheinen
rivosuinen	1	rivo{WB}suinen
robottimainen	1	robotti{WB}mainen
robottiohjaus	1	robotti{WB}ohjaus
robottitekniikka	1	robotti{WB}tekniikka
rock and roll	1	rock and roll
rockelokuva	1	rock{WB}elo{WB}kuva
rockmusiikki	1	rock{WB}musiikki
rockmuusikko	1	rock{WB}muusikko
rockooppera	1	rock{WB}ooppera
rocktähti	1	rock{WB}tähti
rockvideo	1	rock{WB}video
rockyhtye	1	rock{WB}yhtye
rodeoratsastaja	1	rodeo{WB}ratsastaja
rodunjalostus	1	rodun{WB}jalostus
rodunjalostusoppi	1	rodunjalostus{WB}oppi
rohdinkangas	1	rohdin{WB}kangas
rohdoskasvi	1	rohdos{WB}kasvi
rohkaisuryyppy	1	rohkaisu{WB}ryyppy
rohkeaotteinen	1	rohkea{WB}otteinen
rohkeapuheinen	1	rohkea{WB}puheinen
rohmukuoriainen	1	rohmu{WB}kuoriainen
rohtoemäkki	1	rohto{WB}emäkki
rohtojasmiini	1	rohto{WB}jasmiini
rohtokataja	1	rohto{WB}kataja
rohtolobelia	1	rohto{WB}lobelia
rohtomesikkä	1	rohto{WB}mesikkä
rohtoneidonkukka	1	rohto{WB}neidonkukka
rohtonenätti	1	rohto{WB}nenätti
rohtopaatsama	1	rohto{WB}paatsama
rohtopernaruoho	1	rohto{WB}pernaruoho
rohtorasti	1	rohto{WB}rasti
rohtoraunioyrtti	1	rohto{WB}raunioyrtti
rohtosalkoruusu	1	rohto{WB}salkoruusu
rohtosalvia	1	rohto{WB}salvia
rohtosappi	1	rohto{WB}sappi
rohtosormustinkukka	1	rohto{WB}sormustinkukka
rohtosuoputki	1	rohto{WB}suoputki
rohtotädyke	1	rohto{WB}tädyke
rohtovirmajuuri	1	rohto{WB}virmajuuri
rohtovuohenherne	1	rohtovuohen{WB}herne
rohtovuohennokka	1	rohto{WB}vuohennokka
Roikanvesi	1	Roikan{WB}vesi
roikkosopimus	1	roikko{WB}sopimus
roikkulaukaus	1	roikku{WB}laukaus
roikkulyönti	1	roikku{WB}lyönti
roikkupallo	1	roikku{WB}pallo
roinalokero	1	roina{WB}lokero
roiskelauta	1	roiske{WB}lauta
roiskeläppä	1	roiske{WB}läppä
roiskemaalaus	1	roiske{WB}maalaus
roiskerappaus	1	roiske{WB}rappaus
roiskereuna	1	roiske{WB}reuna
roiskesuoja	1	roiske{WB}suoja
roiskevesi	1	roiske{WB}vesi
roistonalku	1	roiston{WB}alku
rojukasa	1	roju{WB}kasa
rojukauppias	1	roju{WB}kauppias
rokkapata	1	rokka{WB}pata
rokkibändi	1	rokki{WB}bändi
rokkikonsertti	1	rokki{WB}konsertti
rokkimusiikki	1	rokki{WB}musiikki
rokkitähti	1	rokki{WB}tähti
rokkivideo	1	rokki{WB}video
rokkiyhtye	1	rokki{WB}yhtye
rokkoepidemia	1	rokko{WB}epidemia
rokkonäppylä	1	rokko{WB}näppylä
rokkotauti	1	rokko{WB}tauti
rokkovirus	1	rokko{WB}virus
rokokooaika	1	rokokoo{WB}aika
rokokoohuonekalu	1	rokokoo{WB}huone{WB}kalu
rokokoolipasto	1	rokokoo{WB}lipasto
rokokootuoli	1	rokokoo{WB}tuoli
rokokootyyli	1	rokokoo{WB}tyyli
rokokootyylinen	1	rokokoo{WB}tyylinen
rokonarpi	1	rokon{WB}arpi
rokonarpinen	1	rokon{WB}arpinen
rokotusaine	1	rokotus{WB}aine
rokotusarpi	1	rokotus{WB}arpi
rokotusneula	1	rokotus{WB}neula
rokotuspiikki	1	rokotus{WB}piikki
rokotussuoja	1	rokotus{WB}suoja
rokotustodistus	1	rokotus{WB}todistus
rokulipäivä	1	rokuli{WB}päivä
romaanihenkilö	1	romaani{WB}henkilö
romaanikirjailija	1	romaani{WB}kirjailija
romaanikirjallisuus	1	romaani{WB}kirjallisuus
romaanikäännös	1	romaani{WB}käännös
romaanisankari	1	romaani{WB}sankari
romaanisarja	1	romaani{WB}sarja
romaanitaide	1	romaani{WB}taide
romaanitrilogia	1	romaani{WB}trilogia
romaanituotanto	1	romaani{WB}tuotanto
romadurjuusto	1	romadur{WB}juusto
romainesalaatti	1	romaine{WB}salaatti
romanian kieli	1	romanian kieli
romanikieli	1	romani{WB}kieli
romanikulttuuri	1	romani{WB}kulttuuri
romanimies	1	romani{WB}mies
romanin kieli	1	romanin kieli
romaninainen	1	romani{WB}nainen
romaninkielinen	1	romanin{WB}kielinen
romaniväestö	1	romani{WB}väestö
romaniyhteisö	1	romani{WB}yhteisö
romanssinpoikanen	1	romanssin{WB}poikanen
romantiikannälkäinen	1	romantiikan{WB}nälkäinen
rommicocktail	1	rommi{WB}cocktail
rommikakku	1	rommi{WB}kakku
Rommintie	1	Rommin{WB}tie
rommipullo	1	rommi{WB}pullo
rommitoti	1	rommi{WB}toti
rommiviina	1	rommi{WB}viina
romuarvo	1	romu{WB}arvo
romuauto	1	romu{WB}auto
romukasa	1	romu{WB}kasa
romukauppa	1	romu{WB}kauppa
romukoppa	1	romu{WB}koppa
romuliike	1	romu{WB}liike
romumetalli	1	romu{WB}metalli
romunkerääjä	1	romun{WB}kerääjä
romuralli	1	romu{WB}ralli
romurauta	1	romu{WB}rauta
romuvarasto	1	romu{WB}varasto
rooliajattelu	1	rooli{WB}ajattelu
rooliasenne	1	rooli{WB}asenne
roolihahmo	1	rooli{WB}hahmo
roolijako	1	rooli{WB}jako
roolikäyttäytyminen	1	rooli{WB}käyttäytyminen
roolileikki	1	rooli{WB}leikki
roolimalli	1	rooli{WB}malli
roolimeikki	1	rooli{WB}meikki
roolimiehitys	1	rooli{WB}miehitys
roolinäyttelijä	1	rooli{WB}näyttelijä
rooliodotus	1	rooli{WB}odotus
roolipeli	1	rooli{WB}peli
rooliristiriita	1	rooli{WB}risti{WB}riita
rooliruno	1	rooli{WB}runo
roolisuoritus	1	rooli{WB}suoritus
roolivaatimus	1	rooli{WB}vaatimus
roomalaiskatolilainen	1	roomalais{WB}katolilainen
roomalaiskatolilaisuus	1	roomalais{WB}katolilaisuus
roomalaiskatolinen	1	roomalais{WB}katolinen
roomalaiskatolinen	2	roomalais{WB}katolinen
roomalaiskatolisuus	1	roomalais{WB}katolisuus
roomalaiskirje	1	roomalais{WB}kirje
roomalaisvalta	1	roomalais{WB}valta
roosansävyinen	1	roosan{WB}sävyinen
roosanvärinen	1	roosan{WB}värinen
roottorikäämi	1	roottori{WB}käämi
Roppatie	1	Roppa{WB}tie
roquefortinjuusto	1	roquefortin{WB}juusto
roquefortjuusto	1	roquefort{WB}juusto
roseepippuri	1	rosee{WB}pippuri
roseeviini	1	rosee{WB}viini
rosépippuri	1	rosé{WB}pippuri
rosettirauta	1	rosetti{WB}rauta
roseviini	1	rose{WB}viini
roséviini	1	rosé{WB}viini
rosiglitatsoni	1	rosi{WB}glitatsoni
roskaelokuva	1	roska{WB}elo{WB}kuva
roskajoukko	1	roska{WB}joukko
roskakala	1	roska{WB}kala
roskakasa	1	roska{WB}kasa
roskakirjailija	1	roska{WB}kirjailija
roskakirjallisuus	1	roska{WB}kirjallisuus
roskakori	1	roska{WB}kori
roskakuilu	1	roska{WB}kuilu
roskakulttuuri	1	roska{WB}kulttuuri
roskakuski	1	roska{WB}kuski
roskalaatikko	1	roska{WB}laatikko
roskalaina	1	roska{WB}laina
roskalehdistö	1	roska{WB}lehdistö
roskalehti	1	roska{WB}lehti
roskaläjä	1	roska{WB}läjä
roskapankki	1	roska{WB}pankki
roskaposti	1	roska{WB}posti
roskapuhe	1	roska{WB}puhe
roskapussi	1	roska{WB}pussi
roskapönttö	1	roska{WB}pönttö
roskaromaani	1	roska{WB}romaani
roskaruoka	1	roska{WB}ruoka
roskasäiliö	1	roska{WB}säiliö
roskatoimittaja	1	roska{WB}toimittaja
roskatunkio	1	roska{WB}tunkio
roskatynnyri	1	roska{WB}tynnyri
roskaväki	1	roska{WB}väki
roskisdyykkari	1	roskis{WB}dyykkari
rosmariiniöljy	1	rosmariini{WB}öljy
rosoreuna	1	roso{WB}reuna
rosoreunainen	1	roso{WB}reunainen
rospuuttoaika	1	rospuutto{WB}aika
rossipohja	1	rossi{WB}pohja
rosuvastatiini	1	rosuva{WB}statiini
rosvojoukko	1	rosvo{WB}joukko
rosvokopla	1	rosvo{WB}kopla
rosvopaisti	1	rosvo{WB}paisti
rosvopäällikkö	1	rosvo{WB}päällikkö
rosvovaltio	1	rosvo{WB}valtio
rotaatiokone	1	rotaatio{WB}kone
rotaatiopaino	1	rotaatio{WB}paino
