lemma	new_para	plurale_tantum
Ahvenaiset	N_RAPPUSET	obligatory
Ahvenaistensupat	N_KUOPAT	obligatory
Ahvenharjut	N_HOUSUT	obligatory
Ahveniset	N_RAPPUSET	obligatory
Ahvenislammet	N_LAMMET	obligatory
Ahvenjärvenharjut	N_HOUSUT	obligatory
Ahvenjärvet	N_RIPSET	obligatory
ahvenkala	N_KIRJA	common
Ahvenkankaat	N_RENKAAT	obligatory
Ahvenkivet	N_SAKSET	obligatory
Ahvenlammit	N_LAMMIT	obligatory
Ahvenlampinkankaat	N_RENKAAT	obligatory
Ahvenluodot	N_PIDOT	obligatory
Ahvenluomanlammit	N_LAMMIT	obligatory
Ahvenojansaaret	N_SAARET	obligatory
Ahvensaaret	N_SAARET	obligatory
Ahvensaivot	N_AIVOT	obligatory
Ahvenseljät	N_SELJÄT	obligatory
Ahvensuonlammit	N_LAMMIT	obligatory
Ahvenuskalliot	N_RAUNIOT	obligatory
Ahvenuslammit	N_LAMMIT	obligatory
Ahvenvaaranlammit	N_LAMMIT	obligatory
Ahvenvuopajat	N_JUHLAT	obligatory
Ahveroisenkankaat	N_RENKAAT	obligatory
ai-ait	N_HAIT	obligatory
Aidaskynnäät	N_KYNNÄÄT	obligatory
Aidassaaret	N_SAARET	obligatory
aie	N_KOE	common
Aikaharjut	N_HOUSUT	obligatory
Aikinlamminharjut	N_HOUSUT	obligatory
Aikionlammit	N_LAMMIT	obligatory
Aikkipetsinlammit	N_LAMMIT	obligatory
Aikonkivet	N_SAKSET	obligatory
Ailakkalahdenlantot	N_ROITOT	obligatory
Aililompolot	N_PIPPALOT	obligatory
Ailisaarennivat	N_VARAT	obligatory
Ailukset	N_SERKUKSET	obligatory
aineopinnot	N_OPINNOT	obligatory
Ainiharjut	N_HOUSUT	obligatory
Ainikkaharjut	N_HOUSUT	obligatory
Ainolankalliot	N_RAUNIOT	obligatory
A-Insinöörit	N_LIIVIT	obligatory
Airikenmäet	N_MÄET	obligatory
airokala	N_KIRJA	common
Airosaaret	N_SAARET	obligatory
Airossaaret	N_SAARET	obligatory
Aisalammit	N_LAMMIT	obligatory
Aisanevankalliot	N_RAUNIOT	obligatory
Aitajärvet	N_RIPSET	obligatory
Aitalammet	N_LAMMET	obligatory
Aitalamminsärkät	N_SÄRKÄT	obligatory
Aitalammit	N_LAMMIT	obligatory
Aitamaanlantot	N_ROITOT	obligatory
Aitamaantievat	N_VARAT	obligatory
aita	N_PATA	common
Aitasuonlammit	N_LAMMIT	obligatory
aitobakteeri	N_KANAALI	common
aitohevosmuurahainen	N_AAKKOSTAMINEN	common
aitokana	N_KIRJA	common
aitosammakko	N_LEPAKKO	common
aitosammal	N_ASKAR	common
aitosieni	N_HIIRI	common
aitosudenkorento	N_TUNTO	common
aitovyötiäinen	N_KYLKIÄINEN	common
Aitsaaret	N_SAARET	obligatory
Aittakalliot	N_RAUNIOT	obligatory
Aittakankaankalliot	N_RAUNIOT	obligatory
Aittaluodot	N_PIDOT	obligatory
Aittanivat	N_VARAT	obligatory
Aittanummenpellot	N_AALLOT	obligatory
Aittaojan seljänteet	N_RINTEET	obligatory
Aittariutat	N_RIUTAT	obligatory
Aittasaarekkeet	N_KUULOKKEET	obligatory
Aittasaaret	N_SAARET	obligatory
Aittasenkummut	N_KUMMUT	obligatory
Aittasuonkalliot	N_RAUNIOT	obligatory
Aittatievat	N_VARAT	obligatory
Aittoharjunkankaat	N_RENKAAT	obligatory
Aittokalliot	N_RAUNIOT	obligatory
Aittokankaat	N_RENKAAT	obligatory
Aittokarit	N_LASIT	obligatory
Aittokivet	N_SAKSET	obligatory
Aittokoskensärkät	N_SÄRKÄT	obligatory
Aittolaistenhalmeet	N_HIUTALEET	obligatory
Aittolammit	N_LAMMIT	obligatory
Aitto-ojanniityt	N_NIITYT	obligatory
Aittosaaret	N_SAARET	obligatory
Aittostenmäet	N_MÄET	obligatory
aivina	N_KITARA	common
aivokalvolaskimo	N_RUIPELO	common
aivo	N_TALO	common
aivot	N_AIVOT	obligatory
Ajakkalammit	N_LAMMIT	obligatory
ajannäyttäjäkukka	N_LUOKKA	common
ajo	N_TALO	common
ajovalot	N_AIVOT	obligatory
Ajuksenkalliot	N_RAUNIOT	obligatory
ajurinrattaat	N_RATTAAT	obligatory
Akanahot	N_AIVOT	obligatory
Akanarot	N_AIVOT	obligatory
Akanhaudat	N_RAUDAT	obligatory
Akanlammit	N_LAMMIT	obligatory
Akanpaskanivat	N_VARAT	obligatory
Akansaaret	N_SAARET	obligatory
Akantörmät	N_KÄRÄJÄT	obligatory
Akanviidanniityt	N_NIITYT	obligatory
Akava Erityisalat	N_PAIKAT	obligatory
Akavan Erityisalat	N_PAIKAT	obligatory
Akavan kirkolliset ammattiliitot	N_ROITOT	obligatory
Akharamankummut	N_KUMMUT	obligatory
Akkalammit	N_LAMMIT	obligatory
Akkalanluodot	N_PIDOT	obligatory
Akkaluodot	N_PIDOT	obligatory
Akkanevankalliot	N_RAUNIOT	obligatory
Akkasaaret	N_SAARET	obligatory
akselivallat	N_VALLAT	obligatory
akselivaltio	N_TUOMIO	common
Aksijärvet	N_RIPSET	obligatory
Aksunharjut	N_HOUSUT	obligatory
aktiivat	N_KASTILJAT	obligatory
Aku-Jounin Aitasijajärvet	N_RIPSET	obligatory
Ala-Antin kentät	N_KENTÄT	obligatory
alahengitystiet	N_TIET	obligatory
Alaistenniitut	N_NIITUT	obligatory
Alajoensärkät	N_SÄRKÄT	obligatory
Alajängänpalot	N_AIVOT	obligatory
Alajärven Ankkurit	N_FARMARIT	obligatory
Alajärvenharjut	N_HOUSUT	obligatory
Alakankaat	N_RENKAAT	obligatory
Ala-Karpaatit	N_KASTANJETIT	obligatory
Ala-Kellolammit	N_LAMMIT	obligatory
Alakka-ahonkydöt	N_KYDÖT	obligatory
Alakorvenniityt	N_NIITYT	obligatory
Alakoskenluhdat	N_LUHDAT	obligatory
Alakosket	N_SAKSET	obligatory
Alakydöt	N_KYDÖT	obligatory
Alakärrit	N_LIIVIT	obligatory
Alalamut	N_HOUSUT	obligatory
Ala-Leililammit	N_LAMMIT	obligatory
Ala-Lismanpuljut	N_HOUSUT	obligatory
Alanevankalliot	N_RAUNIOT	obligatory
Alangonkalliot	N_RAUNIOT	obligatory
Alangonniityt	N_NIITYT	obligatory
Alaniitynkalliot	N_RAUNIOT	obligatory
Alaniityt	N_NIITYT	obligatory
Alankomaat	N_ITÄMAAT	obligatory
Alankomaiden Antillit	N_LASIT	obligatory
Alankoniityt	N_NIITYT	obligatory
Alanokat	N_SUKAT	obligatory
Alanteenlammit	N_LAMMIT	obligatory
Alanteensärkät	N_SÄRKÄT	obligatory
Alapaikanpellot	N_AALLOT	obligatory
Alapalot	N_AIVOT	obligatory
Alapellot	N_AALLOT	obligatory
Alaperänharjut	N_HOUSUT	obligatory
Alaperänkankaat	N_RENKAAT	obligatory
Alapäänniitut	N_NIITUT	obligatory
Alapäänsaaret	N_SAARET	obligatory
Alarannansuot	N_SUOT	obligatory
Alasaaret	N_SAARET	obligatory
Alasensärkät	N_SÄRKÄT	obligatory
Alasiliänkankaat	N_RENKAAT	obligatory
Alasimenlamminmäet	N_MÄET	obligatory
Alasjärvenkalliot	N_RAUNIOT	obligatory
Alaskaivetunjärvet	N_RIPSET	obligatory
Alaskivenkalliot	N_RAUNIOT	obligatory
Alasniitut	N_NIITUT	obligatory
Alassuonsaaret	N_SAARET	obligatory
Alasuonlammit	N_LAMMIT	obligatory
Alasuonsaarekkeet	N_KUULOKKEET	obligatory
Alasuot	N_SUOT	obligatory
Alatalonahot	N_AIVOT	obligatory
Alatornion Pirkat	N_PAIKAT	obligatory
Alavankankaat	N_RENKAAT	obligatory
Alavuden Peli-Veikot	N_JOUKOT	obligatory
Alavuden Urheilijat	N_MARKKINAT	obligatory
A-lehdet	N_LEHDET	obligatory
Aleksentievat	N_VARAT	obligatory
Aleksinsaaret	N_SAARET	obligatory
alfasäteet	N_TIETEET	obligatory
Alhoinniityt	N_NIITYT	obligatory
Alhonpellot	N_AALLOT	obligatory
alinen	N_AAKKOSTAMINEN	common
Aliojansaaret	N_SAARET	obligatory
alkajaiset	N_RAPPUSET	obligatory
alkeet	N_ALKEET	obligatory
alkeisopinnot	N_OPINNOT	obligatory
alkeistiedot	N_PIDOT	obligatory
alkulehti	N_LEHTI	common
alkulisko	N_TALO	common
alkunilviäinen	N_KYLKIÄINEN	common
alkuopinnot	N_OPINNOT	obligatory
alkusanat	N_VARAT	obligatory
alkuvaikeudet	N_OIKEUDET	obligatory
Allemakummut	N_KUMMUT	obligatory
Allemanivat	N_VARAT	obligatory
Allijärvet	N_RIPSET	obligatory
Allikonvuoret	N_SAARET	obligatory
Allinluodot	N_PIDOT	obligatory
Allunpalot	N_AIVOT	obligatory
alppi	N_KUPPI	common
Alttassuonkalliot	N_RAUNIOT	obligatory
Aluksenmaankalliot	N_RAUNIOT	obligatory
alunen	N_AAKKOSTAMINEN	common
alushousut	N_HOUSUT	obligatory
Aluslammit	N_LAMMIT	obligatory
Alusnevansaaret	N_SAARET	obligatory
Alusniityt	N_NIITYT	obligatory
alvejuurikasvi	N_RUUVI	common
Amerikankalliot	N_RAUNIOT	obligatory
amerikannokkavarpuset	N_RAPPUSET	obligatory
amerikanpäästäiskontiaiset	N_RAPPUSET	obligatory
amerikansirohaukat	N_PAIKAT	obligatory
ammattiopinnot	N_OPINNOT	obligatory
Ammeet	N_HIUTALEET	obligatory
Ammeluodot	N_PIDOT	obligatory
Ammurivit	N_LASIT	obligatory
Ampiaiskankaat	N_RENKAAT	obligatory
Ampiaiskivet	N_SAKSET	obligatory
Ampiaisliat	N_PAIKAT	obligatory
Ampiaissuot	N_SUOT	obligatory
ampiaisyrtti	N_SKEITTI	common
Ampupäät	N_HÄÄT	obligatory
Andamaanit ja Nikobaarit	N_LASIT	obligatory
Anellinkorvat	N_JUHLAT	obligatory
Angalasjärvet	N_RIPSET	obligatory
Angasmuotkanharjut	N_HOUSUT	obligatory
Angelharjunlammit	N_LAMMIT	obligatory
Angelharjut	N_HOUSUT	obligatory
Anionpellot	N_AALLOT	obligatory
Ankkuriletot	N_ROITOT	obligatory
Anna Greetan järvet	N_RIPSET	obligatory
Annankalliot	N_RAUNIOT	obligatory
Annastiinanautiot	N_RAUNIOT	obligatory
Annikinsaaret	N_SAARET	obligatory
Anninniitut	N_NIITUT	obligatory
Anonyymit Ylensyöjät	N_KÄRÄJÄT	obligatory
anopikset	N_SERKUKSET	obligatory
Ansakummut	N_KUMMUT	obligatory
Ansasaaret	N_SAARET	obligatory
Ansasalmenkankaat	N_RENKAAT	obligatory
Antaraslammet	N_LAMMET	obligatory
Anterustievat	N_VARAT	obligatory
Antikaisahot	N_AIVOT	obligatory
Antillit	N_LASIT	obligatory
antimet	N_ANTIMET	obligatory
Antinjängänkummut	N_KUMMUT	obligatory
Antinjärventievat	N_VARAT	obligatory
Antinkalliot	N_RAUNIOT	obligatory
Antinkarit	N_LASIT	obligatory
Antinlamminpäällysahot	N_AIVOT	obligatory
Antinlammit	N_LAMMIT	obligatory
Antinluodot	N_PIDOT	obligatory
Antinnevansaaret	N_SAARET	obligatory
Antinnivat	N_VARAT	obligatory
Antin Pyytämäjärvet	N_RIPSET	obligatory
Antinsaaret	N_SAARET	obligatory
Antosuot	N_SUOT	obligatory
Anttikarvot	N_AIVOT	obligatory
Anttilankalliot	N_RAUNIOT	obligatory
Anttilanpellot	N_AALLOT	obligatory
Anttosaaret	N_SAARET	obligatory
Anttosenlammit	N_LAMMIT	obligatory
Anttosensaarekkeet	N_KUULOKKEET	obligatory
A-oikeudet	N_OIKEUDET	obligatory
Apaalahdet	N_LAHDET	obligatory
Apajakarit	N_LASIT	obligatory
Apajasaaret	N_SAARET	obligatory
Apajat	N_JUHLAT	obligatory
Appistunturit	N_FARMARIT	obligatory
appivanhemmat	N_VANHEMMAT	obligatory
apporttikustannukset	N_SERKUKSET	obligatory
apposet	N_RAPPUSET	obligatory
Apsanniityt	N_NIITYT	obligatory
Arabiankankaat	N_RENKAAT	obligatory
Arabiemiirikunnat	N_KUNNAT	obligatory
Arabiemiraatit	N_KASTANJETIT	obligatory
arabisissi	N_TYYLI	common
araliakasvi	N_RUUVI	common
arapaimat	N_VARAT	obligatory
arentimies	N_MIES	common
Arinperinahot	N_AIVOT	obligatory
arkiolot	N_AIVOT	obligatory
Arkkelit	N_FARMARIT	obligatory
arkkibakteeri	N_KANAALI	common
Arkkunevanvuoret	N_SAARET	obligatory
Armiahonpellot	N_AALLOT	obligatory
Armoharjut	N_HOUSUT	obligatory
arojerbot	N_AIVOT	obligatory
arokyyhky	N_KÄRRY	common
Arolamminharjut	N_HOUSUT	obligatory
Arolammit	N_LAMMIT	obligatory
Aromaannorot	N_AIVOT	obligatory
Arometsänniityt	N_NIITYT	obligatory
Aronkalliot	N_RAUNIOT	obligatory
Aronkankaanlammit	N_LAMMIT	obligatory
Aronsuot	N_SUOT	obligatory
Aropellot	N_AALLOT	obligatory
Arot	N_AIVOT	obligatory
arpajaiset	N_RAPPUSET	obligatory
Arttasaaret	N_SAARET	obligatory
Arvinkalliot	N_RAUNIOT	obligatory
Arviosaaret	N_SAARET	obligatory
arvo	N_TALO	common
arvopaperimarkkinat	N_MARKKINAT	obligatory
arvostelu	N_SEIKKAILU	common
aselepoehdot	N_PIDOT	obligatory
Aselinkalliot	N_RAUNIOT	obligatory
Asemakukkulat	N_MARKKINAT	obligatory
Asentolammet	N_LAMMET	obligatory
asetussanat	N_VARAT	obligatory
asiakirjakannet	N_KANNET	obligatory
Asikaistenkalliot	N_RAUNIOT	obligatory
Asikanniityt	N_NIITYT	obligatory
Askelluolat	N_JUHLAT	obligatory
Askerinkarit	N_LASIT	obligatory
Askerinsääret	N_SÄÄRET	obligatory
askomykeetit	N_PINSETIT	obligatory
Asmalammit	N_LAMMIT	obligatory
asterikasvi	N_RUUVI	common
asuintila	N_KIRJA	common
asumiskustannukset	N_SERKUKSET	obligatory
Asunkalliot	N_RAUNIOT	obligatory
asuntomessut	N_HOUSUT	obligatory
Asuntomessut	N_HOUSUT	obligatory
asunto-olot	N_AIVOT	obligatory
Ateriamestarit	N_FARMARIT	obligatory
aterimet	N_ATERIMET	obligatory
Atrainluodot	N_PIDOT	obligatory
Atrasluodot	N_PIDOT	obligatory
atulat	N_MARKKINAT	obligatory
augustinolaisveljet	N_RIPSET	obligatory
Auhtokalliot	N_RAUNIOT	obligatory
Aukeattievat	N_VARAT	obligatory
Aukeenlammit	N_LAMMIT	obligatory
Aukiakankaanrovat	N_JUHLAT	obligatory
Aukkoriutat	N_RIUTAT	obligatory
Aukustinlammet	N_LAMMET	obligatory
Aumakalliot	N_RAUNIOT	obligatory
Aumakivensaaret	N_SAARET	obligatory
Aumalammit	N_LAMMIT	obligatory
aurankukka	N_LUOKKA	common
aurinkoahven	N_JOUTSEN	common
aurinkolasit	N_LASIT	obligatory
Aurinkomatkat	N_VARAT	obligatory
australianhypikkäät	N_KILPIKKÄÄT	obligatory
australiantupsurotat	N_ROTAT	obligatory
Autiolammit	N_LAMMIT	obligatory
Autioluodot	N_PIDOT	obligatory
Autiomäet	N_MÄET	obligatory
Autiomänniköntievat	N_VARAT	obligatory
Autionkedonnevat	N_VARAT	obligatory
Autionpellot	N_AALLOT	obligatory
Autionvuoret	N_SAARET	obligatory
Autiopellot	N_AALLOT	obligatory
Autiosaaret	N_SAARET	obligatory
Automatia Pankkiautomaatit	N_KASTANJETIT	obligatory
Autotuojat	N_JUHLAT	obligatory
Autsinsuunivat	N_VARAT	obligatory
Autto-ojankummut	N_KUMMUT	obligatory
Avainsaaret	N_SAARET	obligatory
Avainsuonsaarekkeet	N_KUULOKKEET	obligatory
avajaiset	N_RAPPUSET	obligatory
avajaisjuhlallisuudet	N_OIKEUDET	obligatory
Avankarit	N_LASIT	obligatory
Avantolammit	N_LAMMIT	obligatory
Avauslammit	N_LAMMIT	obligatory
Avesaarenkarit	N_LASIT	obligatory
avioliittomarkkinat	N_MARKKINAT	obligatory
Aviopellot	N_AALLOT	obligatory
Aviosaaret	N_SAARET	obligatory
avistamarkkinat	N_MARKKINAT	obligatory
Avlijärvet	N_RIPSET	obligatory
Avlilompolot	N_PIPPALOT	obligatory
avokantaiset	N_RAPPUSET	obligatory
avokengät	N_KENGÄT	obligatory
Avokolut	N_HOUSUT	obligatory
AVS-Yhtiöt	N_YHTIÖT	obligatory
Azorit	N_FARMARIT	obligatory
bailut	N_HOUSUT	obligatory
bakkanaali	N_RUUVI	common
bakteerilaji	N_RUUVI	common
Baleaarit	N_LASIT	obligatory
banaanikasvi	N_RUUVI	common
banaanikerttuli	N_KANAALI	common
baronetit	N_KASTANJETIT	obligatory
beatnikki	N_LOKKI	common
beetasäteet	N_TIETEET	obligatory
behemot	N_AIVOT	obligatory
Bella Veneet	N_RÄMEET	obligatory
Bella-Veneet	N_RÄMEET	obligatory
belugat	N_VARAT	obligatory
beringinhylkeet	N_PERKEET	obligatory
bermudasortsit	N_LASIT	obligatory
bermudat	N_VARAT	obligatory
Betaniankankaat	N_RENKAAT	obligatory
Betinlammit	N_LAMMIT	obligatory
Betonimestarit	N_FARMARIT	obligatory
bikinialushousut	N_HOUSUT	obligatory
bikinihousut	N_HOUSUT	obligatory
bikinit	N_BIKINIT	obligatory
bileet	N_RÄMEET	obligatory
binturongit	N_TONGIT	obligatory
Blommankivet	N_SAKSET	obligatory
B-oikeudet	N_OIKEUDET	obligatory
boiotialainen	A_AAKKOSELLINEN	common
Branderinkarit	N_LASIT	obligatory
Brittiläiset Neitsytsaaret	N_SAARET	obligatory
Bruumosanlammit	N_LAMMIT	obligatory
Brännasviikinraklit	N_LASIT	obligatory
Budolajien suomalaiset kattojärjestöt	N_JÄRJESTÖT	obligatory
bänet	N_BÄNET	obligatory
bänät	N_KÄRÄJÄT	obligatory
Caicossaaret	N_SAARET	obligatory
Capris Keittiöt	N_YHTIÖT	obligatory
Caymansaaret	N_SAARET	obligatory
chukka-kengät	N_KENGÄT	obligatory
cocktailkutsut	N_HOUSUT	obligatory
collegehousut	N_HOUSUT	obligatory
Cookinsaaret	N_SAARET	obligatory
damaski	N_RUUVI	common
Demokratian Pioneerit	N_LASIT	obligatory
Dennis Yhtiöt	N_YHTIÖT	obligatory
Depp Työpsykologiset palvelut	N_NEUVOTTELUT	obligatory
desimetriaallot	N_AALLOT	obligatory
Diacor Terveyspalvelut	N_NEUVOTTELUT	obligatory
dicynodontit	N_KASTANJETIT	obligatory
dimensio	N_TUOMIO	common
diplomaattisuhteet	N_SUHTEET	obligatory
dodot	N_AIVOT	obligatory
dolmat	N_JUHLAT	obligatory
dongarit	N_FARMARIT	obligatory
Dufvanreiät	N_REIÄT	obligatory
duriot	N_RAUNIOT	obligatory
eduskuntavaalit	N_LASIT	obligatory
Edussaaret	N_SAARET	obligatory
edustuskulut	N_HOUSUT	obligatory
edustusmenot	N_AIVOT	obligatory
eebenpuukasvi	N_RUUVI	common
Eekinkankaat	N_RENKAAT	obligatory
Eeleksenlammit	N_LAMMIT	obligatory
Eelinlammit	N_LAMMIT	obligatory
Eeliskerin Pohjakarit	N_LASIT	obligatory
Eemelinkalliot	N_RAUNIOT	obligatory
Eerokivet	N_SAKSET	obligatory
Eerola-yhtiöt	N_YHTIÖT	obligatory
Eeronlammit	N_LAMMIT	obligatory
Eeronpellot	N_AALLOT	obligatory
Eeronsaaret	N_SAARET	obligatory
Eevanluodot	N_PIDOT	obligatory
Eevanniitut	N_NIITUT	obligatory
Eevansaaret	N_SAARET	obligatory
Egeansaaret	N_SAARET	obligatory
Ehatoksenniityt	N_NIITYT	obligatory
Ehkittämäharjut	N_HOUSUT	obligatory
ehtoollisastiat	N_MARKKINAT	obligatory
Ekhammarinpellot	N_AALLOT	obligatory
Ekokalliot	N_RAUNIOT	obligatory
Ekologinen puolue Vihreät	N_RÄMEÄT	obligatory
Ekruutinmäet	N_MÄET	obligatory
Eksymäkukkulat	N_MARKKINAT	obligatory
Eksymälammit	N_LAMMIT	obligatory
Eksyttäjänkalliot	N_RAUNIOT	obligatory
elamilainen	N_AAKKOSTAMINEN	common
Elektroniikan tukkukauppiaat	N_VALJAAT	obligatory
ele	N_PISTE	common
Eliaksensalmenluolikot	N_LUOLIKOT	obligatory
Elianlamminahot	N_AIVOT	obligatory
Elianlammit	N_LAMMIT	obligatory
Eliasaavankummut	N_KUMMUT	obligatory
elinkustannukset	N_SERKUKSET	obligatory
Elinlamminkankaat	N_RENKAAT	obligatory
Eljaksenkivet	N_SAKSET	obligatory
elje	N_HYLJE	common
Ellinharjut	N_HOUSUT	obligatory
Ellinkivet	N_RIPSET	obligatory
Ellinluodot	N_PIDOT	obligatory
Ellinsaaret	N_SAARET	obligatory
Ellunkalliot	N_RAUNIOT	obligatory
elokuvafestivaalit	N_LASIT	obligatory
Elokuvajournalistit	N_LASIT	obligatory
elokuvajuhlat	N_JUHLAT	obligatory
elvytystoimi	N_TAIMI	common
elähtänyt	A_ÄLLISTYNYT	obligatory
Eläkeläiset	N_VIHKIÄISET	obligatory
Emiraatit	N_KASTANJETIT	obligatory
Energiameklarit	N_FARMARIT	obligatory
Englanninkuopat	N_KUOPAT	obligatory
Engviikinpellot	N_AALLOT	obligatory
enkelinkiharat	N_KASTILJAT	obligatory
Enkelvuoret	N_SAARET	obligatory
Enonsaaret	N_SAARET	obligatory
ensikengät	N_KENGÄT	obligatory
Enviikinkarit	N_LASIT	obligatory
Enviikinpellot	N_AALLOT	obligatory
Erijärvet	N_RIPSET	obligatory
erikoistumisopinnot	N_OPINNOT	obligatory
erillislaite	N_OSOITE	common
erinykset	N_YSTÄVYKSET	obligatory
erinäinen	A_KYLMÄJÄRKINEN	common
Eriparivanhemmat	N_VANHEMMAT	obligatory
eritasonojapuut	N_PUUT	obligatory
Erkinluodot	N_PIDOT	obligatory
Erkinsaaret	N_SAARET	obligatory
Erkkilänmetsänkalliot	N_RAUNIOT	obligatory
Erkylänlukot	N_JOUKOT	obligatory
erojaiset	N_RAPPUSET	obligatory
Eräjärvenlammet	N_LAMMET	obligatory
Eräkalliot	N_RAUNIOT	obligatory
Erämänniköt	N_TÖLPÄKÖT	obligatory
Esansaaret	N_SAARET	obligatory
esihyönteinen	N_KYLKIÄINEN	common
esikaupunkilainen	N_AAKKOSTAMINEN	common
esikisat	N_VARAT	obligatory
esikkokasvi	N_RUUVI	common
esivanhemmat	N_VANHEMMAT	obligatory
Eskelisennivat	N_VARAT	obligatory
Eskonkalliot	N_RAUNIOT	obligatory
Eskonlammit	N_LAMMIT	obligatory
Eskonluodot	N_PIDOT	obligatory
Espoon Moottorilentäjät	N_KÄRÄJÄT	obligatory
Espoon Tapiot	N_RAUNIOT	obligatory
ES-Projektit	N_LASIT	obligatory
Etanakummut	N_KUMMUT	obligatory
Eteissaaret	N_SAARET	obligatory
eteläamerikanisohylkeet	N_PERKEET	obligatory
Eteläiset Sandwichsaaret	N_SAARET	obligatory
Eteläkaistot	N_AIVOT	obligatory
Eteläkorvet	N_KORVET	obligatory
Etelälahdenkalliot	N_RAUNIOT	obligatory
Etelälahdenniityt	N_NIITYT	obligatory
Etelämäenpellot	N_AALLOT	obligatory
etelänkeiju	N_ASU	common
etelänpyökki	N_HÄKKI	common
Etelänsaaret	N_SAARET	obligatory
Etelä-Pohjanmaan Yrittäjät	N_KÄRÄJÄT	obligatory
Etelä-Rodopit	N_LASIT	obligatory
Etelä-Suomen Sanomat	N_JUHLAT	obligatory
Eteläsuonsaarekkeet	N_KUULOKKEET	obligatory
Etelä-Vantaan Urheilijat	N_MARKKINAT	obligatory
Eteläviidat	N_RAUDAT	obligatory
Etolansaaret	N_SAARET	obligatory
Etseojanpalot	N_AIVOT	obligatory
Ettisseljänhieriköt	N_TÖLPÄKÖT	obligatory
etuaivot	N_AIVOT	obligatory
Etuhaankalliot	N_RAUNIOT	obligatory
Etuhiekat	N_PAIKAT	obligatory
Etukalliot	N_RAUNIOT	obligatory
Etuniemet	N_TOIMET	obligatory
etu	N_KUITU	common
euromarkkinat	N_MARKKINAT	obligatory
Eurooppanuoret	N_SAARET	obligatory
Eurosinkut	N_FARKUT	obligatory
eurovaalit	N_LASIT	obligatory
Eussaaret	N_SAARET	obligatory
Evankeliset opiskelijat	N_MARKKINAT	obligatory
Evankeliset ystävät	N_KÄRÄJÄT	obligatory
Evijärvenkankaat	N_RENKAAT	obligatory
Evijärven Urheilijat	N_MARKKINAT	obligatory
Evilahdenkalliot	N_RAUNIOT	obligatory
eväjalkalisko	N_TALO	common
Faarinalat	N_PAIKAT	obligatory
Faarinkarit	N_LASIT	obligatory
Falklandinsaaret	N_SAARET	obligatory
Falklandsaaret	N_SAARET	obligatory
farkut	N_FARKUT	obligatory
farmarihousut	N_HOUSUT	obligatory
farmarit	N_FARMARIT	obligatory
fasaanipyy	N_PYY	common
Fattiharjut	N_HOUSUT	obligatory
Fazer Leipomot	N_PIPPALOT	obligatory
Fazer Makeiset	N_RAPPUSET	obligatory
festivaali	N_RUUVI	common
Filippiinit	N_LIIVIT	obligatory
filmifestivaalit	N_LASIT	obligatory
filmijuhlat	N_JUHLAT	obligatory
Filosofian ja elämänkatsomustiedon opettajat	N_JUHLAT	obligatory
finanssit	N_LASIT	obligatory
Finninkankaat	N_RENKAAT	obligatory
Finnmatkat	N_VARAT	obligatory
Firanlähteet	N_TIETEET	obligatory
flanellihousut	N_HOUSUT	obligatory
Flegmaatikot	N_LUOLIKOT	obligatory
Fleininkalliot	N_RAUNIOT	obligatory
floridanvesimyyrät	N_KÄRÄJÄT	obligatory
Formusaaret	N_SAARET	obligatory
Forssan Koripojat	N_JUHLAT	obligatory
fossat	N_JUHLAT	obligatory
fot	N_AIVOT	obligatory
Frakaninkalliot	N_RAUNIOT	obligatory
Freelance-graafikot	N_LUOLIKOT	obligatory
Freskansaaret	N_SAARET	obligatory
fudut	N_HOUSUT	obligatory
Futunasaaret	N_SAARET	obligatory
fuuriat	N_MARKKINAT	obligatory
Fänrikit	N_FÄNRIKIT	obligatory
Färsaaret	N_SAARET	obligatory
gabardiinihousut	N_HOUSUT	obligatory
Galapagossaaret	N_SAARET	obligatory
Gasellit	N_LASIT	obligatory
geimit	N_LIIVIT	obligatory
genitaalit	N_LASIT	obligatory
golfhousut	N_HOUSUT	obligatory
golfvaruste	N_ASTE	common
Grenadiinit	N_LASIT	obligatory
grillauspihdit	N_PIHDIT	obligatory
grillijuhla	N_VOIMA	common
grillipihdit	N_PIHDIT	obligatory
grönlanninhylje	N_HYLJE	common
GWS Yhtiöt	N_YHTIÖT	obligatory
Haalankalliot	N_RAUNIOT	obligatory
Haalansaaret	N_SAARET	obligatory
haalari	N_KANAALI	common
Haankalliot	N_RAUNIOT	obligatory
Haankorvenkalliot	N_RAUNIOT	obligatory
Haanperänkarit	N_LASIT	obligatory
Haanperänvuoret	N_SAARET	obligatory
Haanvuoret	N_SAARET	obligatory
Haapajoenniityt	N_NIITYT	obligatory
Haapajärven Kiilat	N_VARAT	obligatory
Haapajärven Pesä-Kiilat	N_VARAT	obligatory
Haapajärvet	N_RIPSET	obligatory
Haapakalliot	N_RAUNIOT	obligatory
Haapakankaansaaret	N_SAARET	obligatory
Haapakummunniityt	N_NIITYT	obligatory
Haapalammit	N_LAMMIT	obligatory
Haapalanniitut	N_NIITUT	obligatory
Haapalomat	N_JUHLAT	obligatory
Haapanansaaret	N_SAARET	obligatory
Haapanivat	N_VARAT	obligatory
Haapasaaret	N_SAARET	obligatory
Haapasiltoinniitut	N_NIITUT	obligatory
Haapaviidankalliot	N_RAUNIOT	obligatory
Haapavuoret	N_SAARET	obligatory
Haapikalliot	N_RAUNIOT	obligatory
