lemma	homonym	new_para	boundaries
seerumitauti	1	N_TAUTI	seerumi{WB}tauti
seesamijauho	1	N_TALO	seesami{WB}jauho
seesamikasvi	1	N_RUUVI	seesami{WB}kasvi
seesaminsiemen	1	N_SIEMEN	seesamin{WB}siemen
seesamiöljy	1	N_KÄRRY	seesami{WB}öljy
segmenttikaari	1	N_RUUHI	segmentti{WB}kaari
segregaatiolaki	1	N_LAKI	segregaatio{WB}laki
seikkailuelokuva	1	N_VOIMA	seikkailu{WB}elo{WB}kuva
seikkailufilmi	1	N_TYYLI	seikkailu{WB}filmi
seikkailukertomus	1	N_VAKUUTUS	seikkailu{WB}kertomus
seikkailukirja	1	N_KIRJA	seikkailu{WB}kirja
seikkailumatkailu	1	N_SEIKKAILU	seikkailu{WB}matkailu
seikkailunhalu	1	N_ASU	seikkailun{WB}halu
seikkailunhaluinen	1	A_AAKKOSELLINEN	seikkailun{WB}haluinen
seikkailupeli	1	N_KEHVELI	seikkailu{WB}peli
seikkailupolitiikka	1	N_POLITIIKKA	seikkailu{WB}politiikka
seikkailurikas	1	A_VOIMAKAS	seikkailu{WB}rikas
seikkailuromaani	1	N_RUUVI	seikkailu{WB}romaani
seikkailusarja	1	N_KIRJA	seikkailu{WB}sarja
seikkailutarina	1	N_MAKKARA	seikkailu{WB}tarina
seikkaperäinen	1	A_KYLMÄJÄRKINEN	seikka{WB}peräinen
seikkaperäisesti	1	PCLE_TYHMÄSTI	seikka{WB}peräisesti
seikkaperäisyys	1	N_KÖYHYYS	seikka{WB}peräisyys
seinäalmanakka	1	N_POLITIIKKA	seinä{WB}almanakka
seinäelementti	1	N_SKEITTI	seinä{WB}elementti
seinähirsi	1	N_VIRSI	seinä{WB}hirsi
seinähullu	1	N_ASU	seinä{WB}hullu
seinähylly	1	N_KÄRRY	seinä{WB}hylly
seinäilmoitus	1	N_VAKUUTUS	seinä{WB}ilmoitus
seinäjuliste	1	N_ASTE	seinä{WB}juliste
seinäkaakeli	1	N_KANAALI	seinä{WB}kaakeli
seinäkaappi	1	N_KUPPI	seinä{WB}kaappi
seinäkalenteri	1	N_KANAALI	seinä{WB}kalenteri
seinäkartta	1	N_MITTA	seinä{WB}kartta
seinäkello	1	N_TALO	seinä{WB}kello
seinäkiipeily	1	N_VEHKEILY	seinä{WB}kiipeily
seinäkirjoitus	1	N_VAKUUTUS	seinä{WB}kirjoitus
seinäkomero	1	N_RUIPELO	seinä{WB}komero
seinäkoriste	1	N_ASTE	seinä{WB}koriste
seinäkosketin	1	N_SUODATIN	seinä{WB}kosketin
seinäkoukku	1	N_TIKKU	seinä{WB}koukku
seinäkukkanen	1	N_AAKKOSTAMINEN	seinä{WB}kukkanen
seinälaatta	1	N_MITTA	seinä{WB}laatta
seinälamppu	1	N_LIPPU	seinä{WB}lamppu
seinälaudoitus	1	N_VAKUUTUS	seinä{WB}laudoitus
seinälauta	1	N_PATA	seinä{WB}lauta
seinälehti	1	N_LEHTI	seinä{WB}lehti
seinälevy	1	N_KÄRRY	seinä{WB}levy
seinälude	1	N_LUODE	seinä{WB}lude
seinälukki	1	N_LOKKI	seinä{WB}lukki
seinäluukku	1	N_TIKKU	seinä{WB}luukku
seinämaalaus	1	N_VAKUUTUS	seinä{WB}maalaus
seinämainos	1	N_VAKUUTUS	seinä{WB}mainos
seinänaapuri	1	N_KANAALI	seinä{WB}naapuri
seinänkoriste	1	N_ASTE	seinän{WB}koriste
seinänpäällyste	1	N_PISTE	seinän{WB}päällyste
seinänrako	1	N_TEKO	seinän{WB}rako
seinäntakainen	1	A_AAKKOSELLINEN	seinän{WB}takainen
seinänviereinen	1	A_KYLMÄJÄRKINEN	seinän{WB}viereinen
seinänvieri	1	N_HIIRI	seinän{WB}vieri
seinänvierus	1	N_VAKUUTUS	seinän{WB}vierus
seinänvierusta	1	N_KITARA	seinän{WB}vierusta
seinäpallo	1	N_TALO	seinä{WB}pallo
seinäpallopeli	1	N_TYYLI	seinäpallo{WB}peli
seinäpaneeli	1	N_KANAALI	seinä{WB}paneeli
seinäpanelointi	1	N_SOINTI	seinä{WB}panelointi
seinäpaperi	1	N_KANAALI	seinä{WB}paperi
seinäpeili	1	N_TYYLI	seinä{WB}peili
seinäpinnoite	1	N_OSOITE	seinä{WB}pinnoite
seinäpinta	1	N_KUTSUNTA	seinä{WB}pinta
seinäpuhelin	1	N_PUHELIN	seinä{WB}puhelin
seinäpäivyri	1	N_KEHVELI	seinä{WB}päivyri
seinärakenne	1	N_RAKENNE	seinä{WB}rakenne
seinärappaus	1	N_VAKUUTUS	seinä{WB}rappaus
seinäraunioinen	1	N_AAKKOSTAMINEN	seinä{WB}raunioinen
seinäruusu	1	N_ASU	seinä{WB}ruusu
seinäryijy	1	N_KÄRRY	seinä{WB}ryijy
seinäsammal	1	N_ASKAR	seinä{WB}sammal
seinäsyvennys	1	N_RÄJÄYTYS	seinä{WB}syvennys
seinäsyöttö	1	N_PÖNTTÖ	seinä{WB}syöttö
seinätaso	1	N_TALO	seinä{WB}taso
seinätaulu	1	N_ASU	seinä{WB}taulu
seinätiili	1	N_SYLI	seinä{WB}tiili
seinätulppa	1	N_KUOPPA	seinä{WB}tulppa
seinätutka	1	N_VOIMA	seinä{WB}tutka
seinävaate	1	N_OSOITE	seinä{WB}vaate
seinävalaisin	1	N_PUHELIN	seinä{WB}valaisin
seinäverhous	1	N_VAKUUTUS	seinä{WB}verhous
seinävieri	1	N_HIIRI	seinä{WB}vieri
seireeninlaulu	1	N_ASU	seireenin{WB}laulu
seisauspaikka	1	N_POLITIIKKA	seisaus{WB}paikka
seisoma-asento	1	N_TUNTO	seisoma-asento
seisomakatsomo	1	N_RUIPELO	seisoma{WB}katsomo
seisomapaikka	1	N_POLITIIKKA	seisoma{WB}paikka
seisomapöytä	1	N_PÖYTÄ	seisoma{WB}pöytä
seisomatila	1	N_KIRJA	seisoma{WB}tila
seisomatyö	1	N_TYÖ	seisoma{WB}työ
seisomisaika	1	N_AIKA	seisomis{WB}aika
seisomiskyvyttömyys	1	N_KÖYHYYS	seisomis{WB}kyvyttömyys
seisonta-aika	1	N_AIKA	seisonta-aika
seisontajarru	1	N_ASU	seisonta{WB}jarru
seisontatuki	1	N_NOKI	seisonta{WB}tuki
seisontavalo	1	N_TALO	seisonta{WB}valo
seitinohut	1	A_OHUT	seitin{WB}ohut
seitivalas	1	N_PATSAS	seiti{WB}valas
seitsemisenkymmentä	1	NUM_KYMMENTÄ	seitsemisen{WB}kymmentä
seitsemänvuotias	1	N_PATSAS	seitsemän{WB}vuotias
seitsemäskymmenes	2	NUM_NELJÄS	seitsemäs{WB}kymmenes
seitsemässadas	2	NUM_KOLMAS	seitsemäs{WB}sadas
seitsenhaarainen	1	A_AAKKOSELLINEN	seitsen{WB}haarainen
seitsenhenkinen	1	A_KYLMÄJÄRKINEN	seitsen{WB}henkinen
seitsenkerroksinen	1	A_AAKKOSELLINEN	seitsen{WB}kerroksinen
seitsenkertainen	1	A_AAKKOSELLINEN	seitsen{WB}kertainen
seitsenkuinen	1	A_AAKKOSELLINEN	seitsen{WB}kuinen
seitsenkulmio	1	N_TUOMIO	seitsen{WB}kulmio
seitsenkylkinen	1	A_KYLMÄJÄRKINEN	seitsen{WB}kylkinen
seitsenkymmenluku	1	N_LUKU	seitsen{WB}kymmenluku
seitsenkymmenvuotias	1	N_PATSAS	seitsen{WB}kymmenvuotias
seitsenkymmenvuotispäivä	1	N_HÖPÖTTÄJÄ	seitsen{WB}kymmenvuotis{WB}päivä
seitsenmiehinen	1	A_KYLMÄJÄRKINEN	seitsen{WB}miehinen
seitsenosainen	1	A_AAKKOSELLINEN	seitsen{WB}osainen
seitsenottelu	1	N_SEIKKAILU	seitsen{WB}ottelu
seitsenpäiväinen	1	A_KYLMÄJÄRKINEN	seitsen{WB}päiväinen
seitsensivuinen	1	A_AAKKOSELLINEN	seitsen{WB}sivuinen
seitsentahkoinen	1	A_AAKKOSELLINEN	seitsen{WB}tahkoinen
seitsenvuotias	1	N_PATSAS	seitsen{WB}vuotias
seitsenvuotinen	1	A_AAKKOSELLINEN	seitsen{WB}vuotinen
seittivahakas	1	N_ASUKAS	seitti{WB}vahakas
seiväshyppy	1	N_RYYPPY	seiväs{WB}hyppy
seiväshyppykilpailu	1	N_SEIKKAILU	seiväs{WB}hyppy{WB}kilpailu
seiväshyppääjä	1	N_HÖPÖTTÄJÄ	seiväs{WB}hyppääjä
seka-avioliitto	1	N_HIRTTO	seka-avio{WB}liitto
sekahaku	1	N_MAKU	seka{WB}haku
sekahakutanssit	1	N_LASIT	seka{WB}haku{WB}tanssit
sekahedelmäkeitto	1	N_HIRTTO	seka{WB}hedelmä{WB}keitto
sekahedelmät	1	N_KÄRÄJÄT	seka{WB}hedelmät
sekaiho	1	N_TALO	seka{WB}iho
sekainfektio	1	N_TUOMIO	seka{WB}infektio
sekajoukkue	1	N_ASTE	seka{WB}joukkue
sekakalamuhennos	1	N_VAKUUTUS	seka{WB}kalamuhennos
sekakansa	1	N_KIRJA	seka{WB}kansa
sekakieli	1	N_HIIRI	seka{WB}kieli
sekakomissio	1	N_TUOMIO	seka{WB}komissio
sekakoosteinen	1	A_AAKKOSELLINEN	seka{WB}koosteinen
sekakulttuuri	1	N_KANAALI	seka{WB}kulttuuri
sekakuoro	1	N_TALO	seka{WB}kuoro
sekakäyttäjä	1	N_HÖPÖTTÄJÄ	seka{WB}käyttäjä
sekalainen	1	A_AAKKOSELLINEN	seka{WB}lainen
sekaleipä	1	N_LEIPÄ	seka{WB}leipä
sekaluku	1	N_LUKU	seka{WB}luku
sekaluokka	1	N_LUOKKA	seka{WB}luokka
sekamehu	1	N_ASU	seka{WB}mehu
sekamelska	1	N_KIRJA	seka{WB}melska
sekametsä	1	N_HÖPÖTTÄJÄ	seka{WB}metsä
sekamuoto	1	N_VETO	seka{WB}muoto
sekamuotoinen	1	A_AAKKOSELLINEN	seka{WB}muotoinen
sekanelinpeli	1	N_TYYLI	seka{WB}nelin{WB}peli
sekapata	1	N_PATA	seka{WB}pata
sekapuusto	1	N_TALO	seka{WB}puusto
sekapäinen	1	A_KYLMÄJÄRKINEN	seka{WB}päinen
sekapäisesti	1	PCLE_TYHMÄSTI	seka{WB}päisesti
sekaravinto	1	N_TUNTO	seka{WB}ravinto
sekarengastus	1	N_VAKUUTUS	seka{WB}rengastus
sekarotuinen	1	A_AAKKOSELLINEN	seka{WB}rotuinen
sekarotuinen	2	N_AAKKOSTAMINEN	seka{WB}rotuinen
sekasalaatti	1	N_KORTTI	seka{WB}salaatti
sekasikiö	1	N_HÄIRIÖ	seka{WB}sikiö
sekasilmu	1	N_ASU	seka{WB}silmu
sekasorto	1	N_SIIRTO	seka{WB}sorto
sekasortoinen	1	A_AAKKOSELLINEN	seka{WB}sortoinen
sekasortoisesti	1	PCLE_NOPEASTI	seka{WB}sortoisesti
sekasotku	1	N_ASU	seka{WB}sotku
sekasotkuinen	1	A_AAKKOSELLINEN	seka{WB}sotkuinen
sekatalous	1	N_AAKKOSELLISUUS	seka{WB}talous
sekatalousjärjestelmä	1	N_HÖPÖTTÄJÄ	seka{WB}talous{WB}järjestelmä
sekatavara	1	N_MAKKARA	seka{WB}tavara
sekatavarakauppa	1	N_TIPPA	seka{WB}tavara{WB}kauppa
sekatavarakauppias	1	N_PATSAS	sekatavara{WB}kauppias
sekatyöläinen	1	N_KYLKIÄINEN	seka{WB}työläinen
sekatyömies	1	N_MIES	seka{WB}työ{WB}mies
sekatyöntekijä	1	N_HÄKKYRÄ	seka{WB}työn{WB}tekijä
sekauinti	1	N_SOINTI	seka{WB}uinti
sekauintiviesti	1	N_TYYLI	seka{WB}uinti{WB}viesti
sekavihannekset	1	N_SERKUKSET	seka{WB}vihannekset
sekavilja	1	N_KIRJA	seka{WB}vilja
sekaviljely	1	N_VEHKEILY	seka{WB}viljely
sekavuustila	1	N_KIRJA	sekavuus{WB}tila
sekkilomake	1	N_KASTIKE	sekki{WB}lomake
sekkirekisteri	1	N_KEHVELI	sekki{WB}rekisteri
sekkirikos	1	N_VAKUUTUS	sekki{WB}rikos
sekkitili	1	N_TYYLI	sekki{WB}tili
sekkivihko	2	N_TALO	sekki{WB}vihko
sekkivihko	1	N_PELKO	sekki{WB}vihko
sekobarbitaali	1	N_RUUVI	seko{WB}barbitaali
sekobarbitaalinatrium	1	N_PUNK	sekobarbitaali{WB}natrium
sekoiteaine	1	N_ASTE	sekoite{WB}aine
sekoitekangas	1	N_KANGAS	sekoite{WB}kangas
sekoitelanka	1	N_LANKA	sekoite{WB}lanka
sekoitevilla	1	N_KIRJA	sekoite{WB}villa
sekoiteviski	1	N_TYYLI	sekoite{WB}viski
sekoiteväri	1	N_TYYLI	sekoite{WB}väri
sekoitusaine	1	N_ASTE	sekoitus{WB}aine
sekoitushana	1	N_KIRJA	sekoitus{WB}hana
sekoituskulho	1	N_TALO	sekoitus{WB}kulho
sekoitussuhde	1	N_LUODE	sekoitus{WB}suhde
sekopäinen	1	A_KYLMÄJÄRKINEN	seko{WB}päinen
sekopää	1	N_PÄÄ	seko{WB}pää
sekovarsi	1	N_VARSI	seko{WB}varsi
sekovartinen	1	A_AAKKOSELLINEN	seko{WB}vartinen
sekovartinen	2	N_AAKKOSTAMINEN	seko{WB}vartinen
seksiaddikti	1	N_RUUVI	seksi{WB}addikti
seksiaddiktio	1	N_TUOMIO	seksi{WB}addiktio
seksiasiat	1	N_MARKKINAT	seksi{WB}asiat
seksibaari	1	N_RUUVI	seksi{WB}baari
seksibisnes	1	N_RÄJÄYTYS	seksi{WB}bisnes
seksielokuva	1	N_VOIMA	seksi{WB}elo{WB}kuva
seksielämä	1	N_HÖPÖTTÄJÄ	seksi{WB}elämä
seksifilmi	1	N_TYYLI	seksi{WB}filmi
seksihurjastelija	1	N_MAKKARA	seksi{WB}hurjastelija
seksihurjastelu	1	N_SEIKKAILU	seksi{WB}hurjastelu
seksikauppa	1	N_TIPPA	seksi{WB}kauppa
seksikielteinen	1	A_KYLMÄJÄRKINEN	seksi{WB}kielteinen
seksikokemus	1	N_VAKUUTUS	seksi{WB}kokemus
seksikumppani	1	N_KANAALI	seksi{WB}kumppani
seksileffa	1	N_KIRJA	seksi{WB}leffa
seksilehti	1	N_LEHTI	seksi{WB}lehti
seksiobjekti	1	N_RUUVI	seksi{WB}objekti
seksiongelma	1	N_VOIMA	seksi{WB}ongelma
seksipalvelu	1	N_SEIKKAILU	seksi{WB}palvelu
seksipartneri	1	N_KANAALI	seksi{WB}partneri
seksipitoinen	1	A_AAKKOSELLINEN	seksi{WB}pitoinen
seksipommi	1	N_RUUVI	seksi{WB}pommi
seksipuhelin	1	N_PUHELIN	seksi{WB}puhelin
seksiravintola	1	N_MAKKARA	seksi{WB}ravintola
seksirikos	1	N_VAKUUTUS	seksi{WB}rikos
seksisymboli	1	N_KANAALI	seksi{WB}symboli
seksitauti	1	N_TAUTI	seksi{WB}tauti
seksiteollisuus	1	N_AAKKOSELLISUUS	seksi{WB}teollisuus
seksiterapia	1	N_MAKKARA	seksi{WB}terapia
seksiturismi	1	N_RUUVI	seksi{WB}turismi
seksituristi	1	N_RUUVI	seksi{WB}turisti
seksivalistus	1	N_VAKUUTUS	seksi{WB}valistus
seksivideo	1	N_TUOMIO	seksi{WB}video
seksiväline	1	N_PISTE	seksi{WB}väline
sektoridiagrammi	1	N_RUUVI	sektori{WB}diagrammi
sekundaarikuppa	1	N_KUOPPA	sekundaari{WB}kuppa
sekundaarikäämi	1	N_TYYLI	sekundaari{WB}käämi
sekundaarivaihe	1	N_ASTE	sekundaari{WB}vaihe
sekundalaatu	1	N_KUITU	sekunda{WB}laatu
sekundatavara	1	N_MAKKARA	sekunda{WB}tavara
sekuntikaupalla	1	PCLE_NOPEASTI	sekunti{WB}kaupalla
sekuntikello	1	N_TALO	sekunti{WB}kello
sekuntimetri	1	N_TYYLI	sekunti{WB}metri
sekuntinopeus	1	N_AAKKOSELLISUUS	sekunti{WB}nopeus
sekuntiosoitin	1	N_SUODATIN	sekunti{WB}osoitin
sekuntipeli	1	N_TYYLI	sekunti{WB}peli
sekuntiviisari	1	N_KANAALI	sekunti{WB}viisari
selailukalvo	1	N_TALO	selailu{WB}kalvo
selailukirja	1	N_KIRJA	selailu{WB}kirja
selailukuva	1	N_VOIMA	selailu{WB}kuva
selailutaulu	1	N_ASU	selailu{WB}taulu
seleenihappo	1	N_HAPPO	seleeni{WB}happo
seleenivalokenno	1	N_TALO	seleeni{WB}valokenno
self-made man	1	N_PUNK	self-made man
selitysteos	1	N_VAKUUTUS	selitys{WB}teos
seljanmarja	1	N_KIRJA	seljan{WB}marja
seljapensas	1	N_PATSAS	selja{WB}pensas
selkeytysallas	1	N_ALLAS	selkeytys{WB}allas
selkeäpiirteinen	1	A_KYLMÄJÄRKINEN	selkeä{WB}piirteinen
selkokieli	1	N_HIIRI	selko{WB}kieli
selkokielinen	1	A_KYLMÄJÄRKINEN	selko{WB}kielinen
selkokirja	1	N_KIRJA	selko{WB}kirja
selkokirjallisuus	1	N_AAKKOSELLISUUS	selko{WB}kirjallisuus
selkolehti	1	N_LEHTI	selko{WB}lehti
selkopainos	1	N_VAKUUTUS	selko{WB}painos
selkoselälleen	1	PCLE_LEVÄLLEEN	selko{WB}selälleen
selkoselällään	1	PCLE_HYVILLÄÄN	selko{WB}selällään
selkoteksti	1	N_TYYLI	selko{WB}teksti
selkäevä	1	N_HÖPÖTTÄJÄ	selkä{WB}evä
selkäharja	1	N_KIRJA	selkä{WB}harja
selkähäviö	1	N_HÄIRIÖ	selkä{WB}häviö
Selkäintie	1	N_TIE	Selkäin{WB}tie
selkäjänne	1	N_KIINNE	selkä{WB}jänne
selkäjänteinen	1	A_KYLMÄJÄRKINEN	selkä{WB}jänteinen
selkäjänteinen	2	N_KYLKIÄINEN	selkä{WB}jänteinen
selkäjänteisheimo	1	N_TALO	selkäjänteis{WB}heimo
selkäjänteissuku	1	N_LUKU	selkäjänteis{WB}suku
Selkäkankaantie	1	N_TIE	Selkäkankaan{WB}tie
selkäkappale	1	N_ASTE	selkä{WB}kappale
selkäkilpi	1	N_KILPI	selkä{WB}kilpi
selkäkipu	1	N_APU	selkä{WB}kipu
selkäkoulu	1	N_ASU	selkä{WB}koulu
selkälanka	1	N_LANKA	selkä{WB}lanka
selkälauta	1	N_PATA	selkä{WB}lauta
selkälento	1	N_TUNTO	selkä{WB}lento
selkäliha	1	N_KIRJA	selkä{WB}liha
selkälihas	1	N_VAKUUTUS	selkä{WB}lihas
selkälihasliike	1	N_LÄÄKE	selkälihas{WB}liike
selkäliike	1	N_LÄÄKE	selkä{WB}liike
selkälokki	1	N_LOKKI	selkä{WB}lokki
selkänahka	1	N_VIKA	selkä{WB}nahka
selkänikama	1	N_VOIMA	selkä{WB}nikama
selkänoja	1	N_VOIMA	selkä{WB}noja
selkänojallinen	1	A_AAKKOSELLINEN	selkä{WB}nojallinen
selkänojaton	1	A_VIATON	selkä{WB}nojaton
selkäpanssari	1	N_KANAALI	selkä{WB}panssari
selkäpenkki	1	N_HÄKKI	selkä{WB}penkki
selkäperillinen	1	N_KYLKIÄINEN	selkä{WB}perillinen
selkäperintö	1	N_KÄÄNTÖ	selkä{WB}perintö
selkäpii	1	N_PII	selkä{WB}pii
selkäpuoli	1	N_RUUHI	selkä{WB}puoli
selkäpuolinen	1	A_AAKKOSELLINEN	selkä{WB}puolinen
selkäpuolitse	1	PCLE_NOPEASTI	selkä{WB}puolitse
selkäpuu	1	N_PUU	selkä{WB}puu
selkärangankanava	1	N_VOIMA	selkä{WB}rangan{WB}kanava
selkärangaton	1	A_VIATON	selkä{WB}rangaton
selkärangaton	2	N_OSATON	selkä{WB}rangaton
selkäranka	1	N_LANKA	selkä{WB}ranka
selkärankahalkio	1	N_TUOMIO	selkäranka{WB}halkio
selkärankainen	1	A_AAKKOSELLINEN	selkä{WB}rankainen
selkärankainen	2	N_AAKKOSTAMINEN	selkä{WB}rankainen
selkärankapisto	1	N_TALO	selkäranka{WB}pisto
selkärankareuma	1	N_KIRJA	selkä{WB}ranka{WB}reuma
selkärankatuberkuloosi	1	N_RUUVI	selkäranka{WB}tuberkuloosi
selkäreppu	1	N_LIPPU	selkä{WB}reppu
selkäruoto	1	N_VETO	selkä{WB}ruoto
selkäsaha	1	N_KIRJA	selkä{WB}saha
selkäsairas	1	N_PATSAS	selkä{WB}sairas
selkäsairaus	1	N_AAKKOSELLISUUS	selkä{WB}sairaus
selkäsauna	1	N_KIRJA	selkä{WB}sauna
selkäsiima	1	N_KIRJA	selkä{WB}siima
selkäsulka	1	N_SULKA	selkä{WB}sulka
selkäsuoni	1	N_RUUHI	selkä{WB}suoni
selkäsärky	1	N_HYLKY	selkä{WB}särky
Selkätie	1	N_TIE	Selkä{WB}tie
selkätreeni	1	N_TYYLI	selkä{WB}treeni
selkätuki	1	N_NOKI	selkä{WB}tuki
selkäuija	1	N_VOIMA	selkä{WB}uija
selkäuimari	1	N_KANAALI	selkä{WB}uimari
selkäuinti	1	N_SOINTI	selkä{WB}uinti
selkävaaka	1	N_VAAKA	selkä{WB}vaaka
selkävaiva	1	N_KIRJA	selkä{WB}vaiva
selkävaivainen	1	A_AAKKOSELLINEN	selkä{WB}vaivainen
selkävamma	1	N_KIRJA	selkä{WB}vamma
selkävammainen	1	A_AAKKOSELLINEN	selkä{WB}vammainen
selkävammainen	2	N_AAKKOSTAMINEN	selkä{WB}vammainen
selkävesi	1	N_KÖYSI	selkä{WB}vesi
selkävika	1	N_VIKA	selkä{WB}vika
selkävikainen	1	A_AAKKOSELLINEN	selkä{WB}vikainen
selkävoitto	1	N_HIRTTO	selkä{WB}voitto
selkäydin	1	N_SÄÄDIN	selkä{WB}ydin
selkäydinhermo	1	N_TALO	selkä{WB}ydin{WB}hermo
selkäydinkalvo	1	N_TALO	selkä{WB}ydin{WB}kalvo
selkäydinkanava	1	N_VOIMA	selkä{WB}ydin{WB}kanava
selkäydinkato	1	N_VETO	selkäydin{WB}kato
selkäydinneste	1	N_PISTE	selkä{WB}ydin{WB}neste
selkäydinpunktio	1	N_TUOMIO	selkä{WB}ydin{WB}punktio
selkäydinpuudutus	1	N_VAKUUTUS	selkä{WB}ydin{WB}puudutus
selkäydintulehdus	1	N_VAKUUTUS	selkäydin{WB}tulehdus
selkäydinvamma	1	N_KIRJA	selkä{WB}ydin{WB}vamma
selkäydinvammainen	1	A_AAKKOSELLINEN	selkä{WB}ydin{WB}vammainen
selkäydinvammainen	2	N_AAKKOSTAMINEN	selkä{WB}ydin{WB}vammainen
sellakkaliuos	1	N_VAKUUTUS	sellakka{WB}liuos
sellerihome	1	N_ASTE	selleri{WB}home
sellerikaali	1	N_RUUVI	selleri{WB}kaali
sellerinjuuri	1	N_RUUHI	sellerin{WB}juuri
sellerinsiemen	1	N_SIEMEN	sellerin{WB}siemen
selleripihvi	1	N_TYYLI	selleri{WB}pihvi
sellerisuola	1	N_KIRJA	selleri{WB}suola
selleritikku	1	N_TIKKU	selleri{WB}tikku
selliosasto	1	N_RUIPELO	selli{WB}osasto
sellitoveri	1	N_KANAALI	selli{WB}toveri
sellokappale	1	N_ASTE	sello{WB}kappale
sellokonsertti	1	N_KORTTI	sello{WB}konsertti
sellokonsertto	1	N_HIRTTO	sello{WB}konsertto
sellonsoittaja	1	N_VOIMA	sellon{WB}soittaja
sellonsoitto	1	N_HIRTTO	sellon{WB}soitto
sellosonaatti	1	N_KORTTI	sello{WB}sonaatti
sellosävellys	1	N_RÄJÄYTYS	sello{WB}sävellys
sellotaiteilija	1	N_MAKKARA	sello{WB}taiteilija
sellukattila	1	N_MAKKARA	sellu{WB}kattila
selluloosaesteri	1	N_KEHVELI	selluloosa{WB}esteri
selluloosakalvo	1	N_TALO	selluloosa{WB}kalvo
selluloosakelmu	1	N_ASU	selluloosa{WB}kelmu
selluloosakuitu	1	N_KUITU	selluloosa{WB}kuitu
selluloosalakka	1	N_POLITIIKKA	selluloosa{WB}lakka
selluloosamuovi	1	N_RUUVI	selluloosa{WB}muovi
selluloosamuuntokuitu	1	N_KUITU	selluloosa{WB}muuntokuitu
selluloosamuuntokuitu	2	N_KUITU	selluloosa{WB}muunto{WB}kuitu
selluloosanitraatti	1	N_KORTTI	selluloosa{WB}nitraatti
selluloosavanu	1	N_ASU	selluloosa{WB}vanu
sellunkeitto	1	N_HIRTTO	sellun{WB}keitto
sellupaperi	1	N_KANAALI	sellu{WB}paperi
sellutehdas	1	N_TEHDAS	sellu{WB}tehdas
selluteollisuus	1	N_AAKKOSELLISUUS	sellu{WB}teollisuus
selluvanu	1	N_ASU	sellu{WB}vanu
selluvilla	1	N_KIRJA	sellu{WB}villa
selonteko	1	N_TEKO	selon{WB}teko
selustatuki	1	N_NOKI	selusta{WB}tuki
selustayhteys	1	N_KÖYHYYS	selusta{WB}yhteys
selvitysmies	1	N_MIES	selvitys{WB}mies
selvitystila	1	N_KIRJA	selvitys{WB}tila
selvitysyhtiö	1	N_HÄIRIÖ	selvitys{WB}yhtiö
selviämisasema	1	N_VOIMA	selviämis{WB}asema
selviämistila	1	N_KIRJA	selviämis{WB}tila
selväjärkinen	1	A_KYLMÄJÄRKINEN	selvä{WB}järkinen
selväkieli	1	N_HIIRI	selvä{WB}kieli
selväkielinen	1	A_KYLMÄJÄRKINEN	selvä{WB}kielinen
selväkielisesti	1	PCLE_TYHMÄSTI	selvä{WB}kielisesti
selvännäkijä	1	N_HÄKKYRÄ	selvän{WB}näkijä
selvänäkijä	1	N_HÄKKYRÄ	selvä{WB}näkijä
selvänäkö	1	N_NÄKÖ	selvä{WB}näkö
selvänäköinen	1	A_KYLMÄJÄRKINEN	selvä{WB}näköinen
selvänäköisesti	1	PCLE_TYHMÄSTI	selvä{WB}näköisesti
selvänäköisyys	1	N_KÖYHYYS	selvä{WB}näköisyys
selväpiirteinen	1	A_KYLMÄJÄRKINEN	selvä{WB}piirteinen
selväpiirteisesti	1	PCLE_TYHMÄSTI	selvä{WB}piirteisesti
selväpuheinen	1	A_AAKKOSELLINEN	selvä{WB}puheinen
selväpäinen	1	A_KYLMÄJÄRKINEN	selvä{WB}päinen
selvärajainen	1	A_AAKKOSELLINEN	selvä{WB}rajainen
selvärakenteinen	1	A_AAKKOSELLINEN	selvä{WB}rakenteinen
selväsanainen	1	A_AAKKOSELLINEN	selvä{WB}sanainen
selväsanaisesti	1	PCLE_NOPEASTI	selvä{WB}sanaisesti
selänjatko	1	N_TALO	selän{WB}jatko
selänpuoleinen	1	A_AAKKOSELLINEN	selän{WB}puoleinen
selänpää	1	N_PÄÄ	selän{WB}pää
selänraaputin	1	N_SUODATIN	selän{WB}raaputin
seläntakainen	1	A_AAKKOSELLINEN	selän{WB}takainen
Seläntie	1	N_TIE	Selän{WB}tie
sembramänty	1	N_MÄNTY	sembra{WB}mänty
sembrapähkinä	1	N_HÄKKYRÄ	sembra{WB}pähkinä
sementtilaasti	1	N_RUUVI	sementti{WB}laasti
sementtilattia	1	N_MAKKARA	sementti{WB}lattia
sementtimassa	1	N_KIRJA	sementti{WB}massa
sementtisäkki	1	N_HÄKKI	sementti{WB}säkki
sementtitehdas	1	N_TEHDAS	sementti{WB}tehdas
sementtivalimo	1	N_RUIPELO	sementti{WB}valimo
semifinaali	1	N_RUUVI	semi{WB}finaali
semifinaaliottelu	1	N_SEIKKAILU	semi{WB}finaali{WB}ottelu
semifinalisti	1	N_RUUVI	semi{WB}finalisti
semikooma	1	N_VOIMA	semi{WB}kooma
seminaariesitelmä	1	N_HÖPÖTTÄJÄ	seminaari{WB}esitelmä
seminaariharjoitus	1	N_VAKUUTUS	seminaari{WB}harjoitus
seminaarityö	1	N_TYÖ	seminaari{WB}työ
